#
# Linsky & Wood 1996 Alpha Centauri B
# Hubble Space Telescope HRS UV spectra
# Extracted from the HST Archive (MAST), dataset z2mp010dt
#
# lam - wavelength in Angstroms, range: ~1212.3 to 1218.8A
# flam - flux in relative F-lambda (erg/s/cm^2/A)
#
lam               flam
1.21355176E+03     1.59172004E-03
1.21355493E+03     1.05113005E-02
1.21355823E+03    -7.88946811E-04
1.21356152E+03    -7.96159438E-04
1.21356482E+03     3.35535780E-03
1.21356799E+03    -2.56824214E-03
1.21357129E+03     1.58328575E-03
1.21357458E+03    -7.87043246E-04
1.21357788E+03     1.58254651E-03
1.21358105E+03     2.17944919E-03
1.21358435E+03    -7.91046128E-04
1.21358765E+03     3.91701731E-04
1.21359094E+03     1.59352121E-03
1.21359412E+03    -1.93856875E-04
1.21359741E+03     3.95664154E-03
1.21360071E+03    -1.97761998E-04
1.21360400E+03     9.97305731E-04
1.21360718E+03     2.18302407E-03
1.21361047E+03     4.56008222E-03
1.21361377E+03     5.14882803E-03
1.21361694E+03    -7.92801497E-04
1.21362024E+03    -1.38763280E-03
1.21362354E+03    -1.98018271E-03
1.21362683E+03     4.04063496E-04
1.21363000E+03     2.75928411E-03
1.21363330E+03    -1.95882353E-03
1.21363660E+03    -2.57056626E-03
1.21363989E+03     2.17779726E-03
1.21364307E+03     4.56809020E-03
1.21364636E+03     4.04874707E-04
1.21364966E+03    -1.85755038E-04
1.21365283E+03    -1.92142019E-04
1.21365613E+03    -1.87998376E-04
1.21365942E+03    -7.85285956E-04
1.21366272E+03     1.00221019E-03
1.21366589E+03     1.59779750E-03
1.21366919E+03    -1.36646547E-03
1.21367249E+03     2.78872321E-03
1.21367578E+03    -7.66520156E-04
1.21367896E+03     3.97446193E-03
1.21368225E+03     1.01474300E-03
1.21368555E+03     5.16812364E-03
1.21368872E+03    -1.96129363E-03
1.21369202E+03    -2.54451693E-03
1.21369531E+03    -2.54560844E-03
1.21369861E+03     3.97390453E-03
1.21370178E+03    -1.74037559E-04
1.21370508E+03     1.01148465E-03
1.21370837E+03     1.01951347E-03
1.21371155E+03    -1.36066950E-03
1.21371484E+03     1.60755205E-03
1.21371814E+03     4.24335041E-04
1.21372144E+03     2.79168435E-03
1.21372461E+03     1.59969716E-03
1.21372791E+03    -1.95060496E-03
1.21373120E+03     8.12749285E-03
1.21373450E+03     2.78872205E-03
1.21373767E+03     3.37179098E-03
1.21374097E+03    -1.35579566E-03
1.21374426E+03     1.60806498E-03
