#
# Linsky & Wood 1996 Alpha Centauri A
# Hubble Space Telescope HRS UV spectra
# Extracted from the HST Archive (MAST), dataset z2mp010dt
#
# lam - wavelength in Angstroms, range: ~1212.3 to 1218.8A
# flam - flux in relative F-lambda (erg/s/cm^2/A)
#
lam               flam
1.21450781E+03     1.28244227E-02
1.21451111E+03     1.27787078E-02
1.21451440E+03     1.48120392E-02
1.21451758E+03     2.28756629E-02
1.21452087E+03     1.07747642E-02
1.21452405E+03     3.29254940E-02
1.21452734E+03     1.68129243E-02
1.21453064E+03     2.28583496E-02
1.21453381E+03     1.88459624E-02
1.21453711E+03     2.48650871E-02
1.21454028E+03     1.68421306E-02
1.21454358E+03     4.50632237E-02
1.21454688E+03     3.89614180E-02
1.21455005E+03     4.49883640E-02
1.21455334E+03     4.29962873E-02
1.21455652E+03     1.87963750E-02
1.21455981E+03     2.67252442E-03
1.21456299E+03     3.28786783E-02
1.21456628E+03     3.08999587E-02
1.21456958E+03     1.67945251E-02
1.21457275E+03     1.27495043E-02
1.21457605E+03     1.07306307E-02
1.21457922E+03     1.27326082E-02
1.21458252E+03     3.89170088E-02
1.21458582E+03     6.71252608E-03
1.21458899E+03     3.88674401E-02
1.21459229E+03     2.07654964E-02
1.21459546E+03     3.68337929E-02
1.21459875E+03     2.47830003E-02
1.21460205E+03     2.07639094E-02
1.21460522E+03     2.88283918E-02
1.21460852E+03     3.28557976E-02
1.21461169E+03     3.68348807E-02
1.21461499E+03     1.87401660E-02
1.21461829E+03     4.68622409E-02
1.21462146E+03     1.67219322E-02
1.21462476E+03     2.27353107E-02
1.21462793E+03     2.27452647E-02
1.21463123E+03     2.07455773E-02
1.21463440E+03     3.27576362E-02
1.21463770E+03     4.27829623E-02
1.21464099E+03     2.47280840E-02
1.21464417E+03     3.07633672E-02
1.21464746E+03     5.49011640E-02
1.21465063E+03     2.67101042E-02
1.21465393E+03     4.27596793E-02
1.21465723E+03     1.86651107E-02
1.21466040E+03     3.88093591E-02
1.21466370E+03     2.27367952E-02
1.21466687E+03     2.87081152E-02
1.21467017E+03     2.27131248E-02
1.21467334E+03     3.67620923E-02
1.21467664E+03     4.07496169E-02
1.21467993E+03     4.87147421E-02
1.21468311E+03     5.68047613E-02
1.21468640E+03     2.67141480E-02
1.21468958E+03     3.47145982E-02
1.21469287E+03     5.06697930E-02
1.21469617E+03     3.26929353E-02
1.21469934E+03     2.67066881E-02
