READ SERR 1 2
@0761101001/analysis/pnspec_err.pco
!
0.332783997 2.61998177E-3 -0.857074976 1
0.338023007 2.61901319E-3 -0.523480296 1
0.3432585 2.61649489E-3 -1.0912112 1
0.34849 2.61500478E-3 -2.4804461 1
0.353717983 2.61299312E-3 0.384308934 1
0.358942509 2.61150301E-3 -3.58625054 1
0.364163518 2.60950625E-3 4.68127467E-2 1
0.369380504 2.60749459E-3 0.667160571 1
0.374593496 2.60549784E-3 1.19420052 1
0.379803002 2.60400772E-3 -2.35266355E-3 1
0.385008514 2.60148942E-3 9.28814262E-2 1
0.390209973 2.59999931E-3 -0.987601221 1
0.395408005 2.59801745E-3 1.70788598 1
0.40060252 2.59649754E-3 1.38303757 1
0.405793011 2.59399414E-3 0.179560632 1
0.410979509 2.59248912E-3 -0.268515348 1
0.416162014 2.59001553E-3 0.599983573 1
0.421340495 2.58848071E-3 0.790352941 1
0.42651549 2.58651376E-3 -1.03280747 1
0.431686521 2.5845021E-3 0.854890704 1
0.436853528 2.58250535E-3 -8.85195583E-2 1
0.442016482 2.58047879E-3 0.400924206 1
0.44717598 2.57901847E-3 5.92250898E-2 1
0.452331483 2.57648528E-3 0.728061736 1
0.457482994 2.57501006E-3 0.426810265 1
0.46263051 2.57250667E-3 0.535942018 1
0.467774004 2.57098675E-3 -1.12924469 1
0.47291398 2.56900489E-3 0.321121871 1
0.478049994 2.56700814E-3 -0.449340701 1
0.483182013 2.56499648E-3 -0.571275771 1
0.488309979 2.56298482E-3 0.565425754 1
0.493433982 2.56100297E-3 1.2911818 1
0.498554498 2.55951285E-3 -0.322779804 1
0.50367099 2.55697966E-3 0.134970292 1
0.50878346 2.55551934E-3 0.682615519 1
0.513891995 2.55298615E-3 -0.275692314 1
0.518996477 2.55149603E-3 -0.381476253 1
0.524097443 2.54949927E-3 0.270841509 1
0.529194951 2.54800916E-3 -0.625455201 1
0.534288526 2.54550576E-3 -1.60944462 1
0.539377987 2.54398584E-3 -2.06533837 1
0.544463992 2.54201889E-3 -1.54513359 1
0.549546003 2.53999233E-3 0.43762958 1
0.554623961 2.53799558E-3 -1.38679981 1
0.559698462 2.53650546E-3 0.169351369 1
0.564769506 2.53450871E-3 -1.48314023 1
0.569836497 2.53251195E-3 2.49768019 1
0.574899554 2.53048539E-3 0.659163415 1
0.579959035 2.52899528E-3 0.735186934 1
0.585014999 2.52699852E-3 2.56297278 1
0.590067506 2.5255084E-3 0.592583477 1
0.595116496 2.52351165E-3 2.75748992 1
0.600161552 2.52148509E-3 1.97958863 1
0.605203032 2.51999497E-3 1.51798403 1
0.610240996 2.51799822E-3 1.76153779 1
0.615275502 2.5165081E-3 -0.168304041 1
0.620307028 2.51501799E-3 -0.440325856 1
0.625334501 2.51245499E-3 -1.30346549 1
0.630358458 2.51153111E-3 -0.582518876 1
0.635379493 2.50947475E-3 -0.609337509 1
0.640396476 2.5075078E-3 -2.59952903 1
0.645410478 2.50649452E-3 0.661369681 1
0.6504215 2.50452757E-3 0.694466054 1
