#
# CIE cooling function for Z=0.01 solar
#   ne=0.004 cm^-3
#   logT = 4.0 to 8.0
#   sun_photospheric_1998_grevesse abundances
# Calculated using CHIANTI and ChiantiPy
#
logT   Total    Cont   FFCont  FBCont  2PCont
5.360 -22.716 -23.300 -23.860 -23.660 -23.840
5.370 -22.726 -23.306 -23.855 -23.662 -23.864
5.380 -22.736 -23.312 -23.850 -23.664 -23.887
5.390 -22.746 -23.317 -23.845 -23.666 -23.910
5.400 -22.757 -23.323 -23.840 -23.668 -23.933
5.410 -22.768 -23.327 -23.835 -23.670 -23.956
5.420 -22.780 -23.332 -23.830 -23.672 -23.979
5.430 -22.793 -23.336 -23.825 -23.674 -24.001
5.440 -22.807 -23.340 -23.820 -23.676 -24.023
5.450 -22.822 -23.344 -23.815 -23.678 -24.045
5.460 -22.837 -23.348 -23.811 -23.680 -24.067
5.470 -22.854 -23.351 -23.806 -23.682 -24.089
5.480 -22.871 -23.354 -23.801 -23.684 -24.111
5.490 -22.888 -23.357 -23.796 -23.687 -24.132
5.500 -22.905 -23.360 -23.792 -23.689 -24.154
5.510 -22.922 -23.363 -23.787 -23.691 -24.175
5.520 -22.938 -23.365 -23.782 -23.693 -24.196
5.530 -22.954 -23.368 -23.778 -23.696 -24.217
5.540 -22.969 -23.370 -23.773 -23.698 -24.238
5.550 -22.982 -23.372 -23.768 -23.701 -24.259
5.560 -22.995 -23.374 -23.764 -23.704 -24.279
5.570 -23.007 -23.376 -23.759 -23.706 -24.300
5.580 -23.018 -23.378 -23.755 -23.709 -24.320
5.590 -23.029 -23.379 -23.750 -23.712 -24.340
5.600 -23.038 -23.381 -23.746 -23.715 -24.360
5.610 -23.047 -23.382 -23.741 -23.718 -24.380
5.620 -23.055 -23.384 -23.737 -23.721 -24.400
5.630 -23.063 -23.385 -23.732 -23.724 -24.420
5.640 -23.070 -23.386 -23.728 -23.728 -24.439
5.650 -23.076 -23.387 -23.723 -23.731 -24.459
5.660 -23.082 -23.388 -23.719 -23.734 -24.478
5.670 -23.088 -23.389 -23.714 -23.737 -24.498
5.680 -23.094 -23.390 -23.710 -23.741 -24.517
5.690 -23.099 -23.391 -23.705 -23.744 -24.536
5.700 -23.105 -23.392 -23.701 -23.747 -24.555
5.710 -23.110 -23.392 -23.697 -23.751 -24.574
5.720 -23.115 -23.393 -23.692 -23.754 -24.592
5.730 -23.120 -23.393 -23.688 -23.757 -24.611
5.740 -23.125 -23.393 -23.683 -23.761 -24.629
5.750 -23.131 -23.394 -23.679 -23.764 -24.648
5.760 -23.136 -23.394 -23.675 -23.768 -24.666
5.770 -23.141 -23.394 -23.670 -23.771 -24.684
5.780 -23.147 -23.394 -23.666 -23.774 -24.702
5.790 -23.152 -23.394 -23.662 -23.778 -24.720
5.800 -23.157 -23.394 -23.657 -23.781 -24.737
5.810 -23.162 -23.394 -23.653 -23.785 -24.755
5.820 -23.167 -23.393 -23.649 -23.788 -24.772
5.830 -23.171 -23.393 -23.645 -23.792 -24.789
5.840 -23.175 -23.393 -23.640 -23.796 -24.806
5.850 -23.179 -23.393 -23.636 -23.799 -24.823
5.860 -23.182 -23.392 -23.632 -23.803 -24.840
5.870 -23.185 -23.392 -23.627 -23.807 -24.857
5.880 -23.188 -23.391 -23.623 -23.810 -24.873
5.890 -23.191 -23.391 -23.619 -23.814 -24.889
5.900 -23.193 -23.390 -23.615 -23.818 -24.906
5.910 -23.195 -23.389 -23.610 -23.821 -24.922
5.920 -23.196 -23.389 -23.606 -23.825 -24.937
5.930 -23.198 -23.388 -23.602 -23.829 -24.953
5.940 -23.199 -23.387 -23.598 -23.833 -24.969
5.950 -23.201 -23.386 -23.594 -23.836 -24.984
5.960 -23.202 -23.385 -23.589 -23.840 -24.999
5.970 -23.203 -23.384 -23.585 -23.843 -25.014
5.980 -23.204 -23.383 -23.581 -23.847 -25.029
5.990 -23.205 -23.382 -23.577 -23.850 -25.044
6.000 -23.206 -23.380 -23.572 -23.854 -25.058
6.010 -23.207 -23.379 -23.568 -23.857 -25.073
6.020 -23.208 -23.378 -23.564 -23.860 -25.087
6.030 -23.209 -23.376 -23.560 -23.863 -25.101
6.040 -23.210 -23.375 -23.556 -23.866 -25.115
6.050 -23.211 -23.373 -23.551 -23.869 -25.129
6.060 -23.212 -23.372 -23.547 -23.872 -25.143
6.070 -23.213 -23.370 -23.543 -23.875 -25.156
6.080 -23.213 -23.368 -23.539 -23.878 -25.169
6.090 -23.214 -23.366 -23.535 -23.881 -25.182
6.100 -23.215 -23.364 -23.530 -23.883 -25.195
6.110 -23.215 -23.363 -23.526 -23.886 -25.208
6.120 -23.215 -23.361 -23.522 -23.888 -25.221
6.130 -23.216 -23.359 -23.518 -23.891 -25.233
6.140 -23.216 -23.357 -23.514 -23.893 -25.245
6.150 -23.216 -23.354 -23.509 -23.896 -25.256
6.160 -23.216 -23.352 -23.505 -23.898 -25.268
6.170 -23.217 -23.350 -23.501 -23.900 -25.279
6.180 -23.217 -23.348 -23.497 -23.902 -25.290
6.190 -23.217 -23.345 -23.493 -23.904 -25.300
6.200 -23.217 -23.343 -23.488 -23.906 -25.310
6.210 -23.217 -23.341 -23.484 -23.907 -25.320
6.220 -23.218 -23.338 -23.480 -23.909 -25.330
6.230 -23.218 -23.336 -23.476 -23.910 -25.339
6.240 -23.218 -23.333 -23.472 -23.912 -25.348
6.250 -23.219 -23.330 -23.467 -23.913 -25.357
6.260 -23.219 -23.327 -23.463 -23.913 -25.365
6.270 -23.220 -23.325 -23.459 -23.914 -25.374
6.280 -23.220 -23.322 -23.455 -23.914 -25.382
6.290 -23.221 -23.319 -23.451 -23.915 -25.390
6.300 -23.222 -23.316 -23.446 -23.914 -25.397
6.310 -23.222 -23.312 -23.442 -23.914 -25.405
6.320 -23.223 -23.309 -23.438 -23.914 -25.413
6.330 -23.223 -23.306 -23.434 -23.913 -25.421
6.340 -23.224 -23.302 -23.429 -23.912 -25.429
6.350 -23.224 -23.299 -23.425 -23.911 -25.437
6.360 -23.224 -23.296 -23.421 -23.909 -25.445
6.370 -23.224 -23.292 -23.416 -23.908 -25.454
6.380 -23.224 -23.288 -23.412 -23.906 -25.463
6.390 -23.223 -23.285 -23.408 -23.904 -25.472
6.400 -23.222 -23.281 -23.403 -23.903 -25.482
6.410 -23.222 -23.277 -23.399 -23.901 -25.492
6.420 -23.221 -23.274 -23.395 -23.899 -25.502
6.430 -23.219 -23.270 -23.390 -23.897 -25.513
6.440 -23.218 -23.266 -23.386 -23.895 -25.525
6.450 -23.217 -23.263 -23.381 -23.893 -25.536
6.460 -23.215 -23.259 -23.377 -23.892 -25.548
6.470 -23.213 -23.255 -23.372 -23.890 -25.561
6.480 -23.212 -23.251 -23.368 -23.889 -25.574
6.490 -23.210 -23.248 -23.364 -23.888 -25.587
6.500 -23.208 -23.244 -23.359 -23.887 -25.600
6.510 -23.206 -23.241 -23.355 -23.886 -25.613
6.520 -23.203 -23.237 -23.350 -23.885 -25.627
6.530 -23.201 -23.234 -23.346 -23.885 -25.640
6.540 -23.199 -23.230 -23.341 -23.885 -25.654
6.550 -23.197 -23.227 -23.336 -23.884 -25.669
6.560 -23.194 -23.223 -23.332 -23.885 -25.682
6.570 -23.192 -23.220 -23.327 -23.885 -25.696
6.580 -23.189 -23.216 -23.323 -23.885 -25.709
6.590 -23.186 -23.213 -23.318 -23.885 -25.723
6.600 -23.184 -23.209 -23.314 -23.886 -25.736
6.610 -23.181 -23.206 -23.309 -23.886 -25.749
6.620 -23.178 -23.202 -23.304 -23.887 -25.761
6.630 -23.175 -23.199 -23.300 -23.888 -25.774
6.640 -23.172 -23.195 -23.295 -23.889 -25.786
6.650 -23.169 -23.192 -23.291 -23.889 -25.798
6.660 -23.166 -23.188 -23.286 -23.890 -25.810
6.670 -23.163 -23.185 -23.281 -23.891 -25.822
6.680 -23.160 -23.181 -23.277 -23.892 -25.834
6.690 -23.157 -23.178 -23.272 -23.893 -25.846
6.700 -23.154 -23.174 -23.267 -23.894 -25.857
6.710 -23.150 -23.171 -23.263 -23.895 -25.869
6.720 -23.147 -23.167 -23.258 -23.896 -25.880
6.730 -23.144 -23.164 -23.253 -23.898 -25.891
6.740 -23.141 -23.160 -23.249 -23.899 -25.902
6.750 -23.137 -23.157 -23.244 -23.900 -25.914
6.760 -23.134 -23.153 -23.239 -23.901 -25.925
6.770 -23.131 -23.149 -23.234 -23.903 -25.936
6.780 -23.127 -23.146 -23.230 -23.904 -25.947
6.790 -23.124 -23.142 -23.225 -23.906 -25.957
6.800 -23.121 -23.138 -23.220 -23.907 -25.968
6.810 -23.117 -23.135 -23.215 -23.909 -25.979
6.820 -23.114 -23.131 -23.211 -23.911 -25.989
6.830 -23.110 -23.127 -23.206 -23.912 -26.000
6.840 -23.107 -23.124 -23.201 -23.914 -26.011
6.850 -23.103 -23.120 -23.196 -23.916 -26.021
6.860 -23.100 -23.116 -23.192 -23.918 -26.031
6.870 -23.096 -23.113 -23.187 -23.919 -26.042
6.880 -23.093 -23.109 -23.182 -23.921 -26.052
6.890 -23.089 -23.105 -23.177 -23.923 -26.062
6.900 -23.085 -23.101 -23.173 -23.925 -26.072
6.910 -23.082 -23.097 -23.168 -23.926 -26.084
6.920 -23.078 -23.094 -23.163 -23.928 -26.094
6.930 -23.075 -23.090 -23.158 -23.930 -26.104
6.940 -23.071 -23.086 -23.153 -23.931 -26.114
6.950 -23.067 -23.082 -23.149 -23.933 -26.124
6.960 -23.064 -23.078 -23.144 -23.934 -26.134
6.970 -23.060 -23.074 -23.139 -23.935 -26.144
6.980 -23.057 -23.070 -23.134 -23.937 -26.153
6.990 -23.053 -23.066 -23.129 -23.938 -26.163
7.000 -23.049 -23.062 -23.124 -23.939 -26.173
7.010 -23.045 -23.058 -23.120 -23.940 -26.183
7.020 -23.042 -23.054 -23.115 -23.940 -26.193
7.030 -23.038 -23.050 -23.110 -23.941 -26.202
7.040 -23.034 -23.046 -23.105 -23.941 -26.212
7.050 -23.030 -23.041 -23.100 -23.941 -26.224
7.060 -23.027 -23.037 -23.095 -23.941 -26.234
7.070 -23.023 -23.033 -23.090 -23.941 -26.244
7.080 -23.019 -23.029 -23.086 -23.941 -26.254
7.090 -23.015 -23.024 -23.081 -23.941 -26.264
7.100 -23.011 -23.020 -23.076 -23.940 -26.274
7.110 -23.007 -23.016 -23.071 -23.940 -26.284
7.120 -23.003 -23.011 -23.066 -23.939 -26.294
7.130 -22.999 -23.007 -23.061 -23.938 -26.304
7.140 -22.995 -23.003 -23.056 -23.938 -26.315
7.150 -22.991 -22.998 -23.052 -23.937 -26.325
7.160 -22.987 -22.994 -23.047 -23.937 -26.336
7.170 -22.984 -22.990 -23.042 -23.937 -26.347
7.180 -22.980 -22.985 -23.037 -23.937 -26.357
7.190 -22.976 -22.981 -23.032 -23.937 -26.368
7.200 -22.972 -22.977 -23.027 -23.937 -26.379
7.210 -22.968 -22.972 -23.022 -23.937 -26.390
7.220 -22.964 -22.968 -23.017 -23.938 -26.401
7.230 -22.960 -22.964 -23.013 -23.939 -26.412
7.240 -22.956 -22.960 -23.008 -23.939 -26.424
7.250 -22.951 -22.955 -23.003 -23.940 -26.435
7.260 -22.947 -22.951 -22.998 -23.941 -26.446
7.270 -22.943 -22.947 -22.993 -23.943 -26.458
7.280 -22.939 -22.943 -22.988 -23.944 -26.469
7.290 -22.935 -22.938 -22.983 -23.946 -26.481
7.300 -22.931 -22.934 -22.979 -23.947 -26.492
7.310 -22.927 -22.930 -22.974 -23.949 -26.504
7.320 -22.923 -22.926 -22.969 -23.951 -26.515
7.330 -22.919 -22.921 -22.964 -23.953 -26.527
7.340 -22.915 -22.917 -22.959 -23.955 -26.538
7.350 -22.911 -22.913 -22.954 -23.957 -26.549
7.360 -22.907 -22.909 -22.949 -23.959 -26.561
7.370 -22.902 -22.905 -22.945 -23.961 -26.572
7.380 -22.898 -22.900 -22.940 -23.964 -26.583
7.390 -22.894 -22.896 -22.935 -23.966 -26.594
7.400 -22.890 -22.892 -22.930 -23.969 -26.605
7.410 -22.886 -22.888 -22.925 -23.971 -26.616
7.420 -22.882 -22.883 -22.920 -23.974 -26.626
7.430 -22.878 -22.879 -22.915 -23.977 -26.636
7.440 -22.873 -22.875 -22.911 -23.979 -26.647
7.450 -22.869 -22.871 -22.906 -23.982 -26.657
7.460 -22.865 -22.867 -22.901 -23.985 -26.666
7.470 -22.861 -22.862 -22.896 -23.988 -26.676
7.480 -22.857 -22.858 -22.891 -23.991 -26.685
7.490 -22.853 -22.854 -22.886 -23.994 -26.694
7.500 -22.848 -22.850 -22.882 -23.997 -26.702
7.510 -22.844 -22.845 -22.877 -24.000 -26.711
7.520 -22.840 -22.841 -22.872 -24.004 -26.719
7.530 -22.836 -22.837 -22.867 -24.007 -26.726
7.540 -22.831 -22.832 -22.862 -24.010 -26.734
7.550 -22.827 -22.828 -22.858 -24.013 -26.741
7.560 -22.823 -22.824 -22.853 -24.016 -26.748
7.570 -22.819 -22.820 -22.848 -24.020 -26.754
7.580 -22.814 -22.815 -22.843 -24.023 -26.760
7.590 -22.810 -22.811 -22.838 -24.026 -26.766
7.600 -22.806 -22.807 -22.834 -24.029 -26.772
7.610 -22.802 -22.802 -22.829 -24.032 -26.777
7.620 -22.797 -22.798 -22.824 -24.036 -26.782
7.630 -22.793 -22.794 -22.819 -24.039 -26.787
7.640 -22.789 -22.790 -22.815 -24.042 -26.792
7.650 -22.784 -22.785 -22.810 -24.045 -26.796
7.660 -22.780 -22.781 -22.805 -24.048 -26.801
7.670 -22.776 -22.777 -22.800 -24.051 -26.804
7.680 -22.771 -22.772 -22.796 -24.054 -26.808
7.690 -22.767 -22.768 -22.791 -24.057 -26.812
7.700 -22.763 -22.763 -22.786 -24.059 -26.816
7.710 -22.758 -22.759 -22.781 -24.062 -26.819
7.720 -22.754 -22.755 -22.777 -24.065 -26.822
7.730 -22.750 -22.750 -22.772 -24.067 -26.826
7.740 -22.745 -22.746 -22.767 -24.070 -26.829
7.750 -22.741 -22.742 -22.762 -24.072 -26.832
7.760 -22.737 -22.737 -22.758 -24.074 -26.835
7.770 -22.732 -22.733 -22.753 -24.076 -26.839
7.780 -22.728 -22.728 -22.748 -24.078 -26.842
7.790 -22.723 -22.724 -22.743 -24.080 -26.845
7.800 -22.719 -22.719 -22.739 -24.081 -26.849
7.810 -22.714 -22.715 -22.734 -24.083 -26.852
7.820 -22.710 -22.711 -22.729 -24.084 -26.856
7.830 -22.706 -22.706 -22.725 -24.085 -26.860
7.840 -22.701 -22.702 -22.720 -24.087 -26.864
7.850 -22.697 -22.697 -22.715 -24.088 -26.868
7.860 -22.692 -22.693 -22.711 -24.088 -26.873
7.870 -22.688 -22.688 -22.706 -24.089 -26.878
7.880 -22.683 -22.684 -22.701 -24.090 -26.882
7.890 -22.679 -22.679 -22.696 -24.090 -26.888
7.900 -22.674 -22.675 -22.692 -24.091 -26.893
7.910 -22.670 -22.670 -22.687 -24.091 -26.899
7.920 -22.665 -22.666 -22.682 -24.091 -26.905
7.930 -22.661 -22.661 -22.678 -24.091 -26.911
7.940 -22.656 -22.657 -22.673 -24.091 -26.918
7.950 -22.652 -22.652 -22.668 -24.091 -26.925
7.960 -22.648 -22.648 -22.664 -24.091 -26.932
7.970 -22.643 -22.643 -22.659 -24.091 -26.939
7.980 -22.639 -22.639 -22.655 -24.091 -26.947
7.990 -22.634 -22.634 -22.650 -24.091 -26.955
8.000 -22.630 -22.630 -22.645 -24.090 -26.964
