lambda       flux        ferr     
9108.00      1.72994    0.0651973 
9109.00      1.93408    0.0654279 
9110.00      2.05801    0.0655219 
9111.00      1.84317    0.0655321 
9112.00      1.67649    0.0659174 
9113.00      1.73030    0.0656634 
9114.00      1.74750    0.0659911 
9115.00      1.75079    0.0664485 
9116.00      1.69627    0.0660017 
9117.00      1.62795    0.0667515 
9118.00      1.71841    0.0664697 
9119.00      1.68754    0.0667881 
9120.00      1.55054    0.0671290 
9121.00      1.60512    0.0671297 
9122.00      1.71208    0.0673990 
9123.00      1.71308    0.0674626 
9124.00      1.68594    0.0676964 
9125.00      1.81315    0.0678439 
9126.00      1.88333    0.0676822 
9127.00      1.79220    0.0681650 
9128.00      1.74012    0.0679024 
9129.00      1.73639    0.0680482 
9130.00      1.76654    0.0679971 
9131.00      1.71082    0.0680833 
9132.00      1.57535    0.0683417 
9133.00      1.51233    0.0681492 
9134.00      1.52467    0.0683639 
9135.00      1.50711    0.0681890 
9136.00      1.46358    0.0682625 
9137.00      1.51778    0.0683582 
9138.00      1.48485    0.0681582 
9139.00      1.35898    0.0683030 
9140.00      1.37799    0.0679871 
9141.00      1.47773    0.0683683 
9142.00      1.52214    0.0683826 
9143.00      1.61051    0.0684912 
9144.00      1.77580    0.0682734 
9145.00      1.79543    0.0680837 
9146.00      1.73867    0.0682755 
9147.00      1.83437    0.0684860 
9148.00      1.93725    0.0682443 
9149.00      1.89369    0.0683236 
9150.00      1.87015    0.0680558 
9151.00      1.75991    0.0684990 
9152.00      1.65206    0.0683437 
9153.00      1.65323    0.0677658 
9154.00      1.55170    0.0682397 
9155.00      1.51897    0.0676449 
9156.00      1.55397    0.0679457 
9157.00      1.52949    0.0678412 
9158.00      1.46104    0.0678764 
9159.00      1.44848    0.0680605 
9160.00      1.53771    0.0675592 
9161.00      1.55501    0.0681338 
9162.00      1.53843    0.0676625 
9163.00      1.49000    0.0679751 
9164.00      1.57944    0.0677857 
9165.00      1.67148    0.0674082 
9166.00      1.55915    0.0678911 
9167.00      1.55077    0.0675214 
9168.00      1.59123    0.0674846 
9169.00      1.52158    0.0674963 
9170.00      1.36441    0.0669850 
9171.00      1.24208    0.0676723 
9172.00      1.34497    0.0670238 
9173.00      1.46661    0.0670776 
9174.00      1.53857    0.0670610 
9175.00      1.57662    0.0668346 
9176.00      1.57345    0.0669881 
9177.00      1.55286    0.0669736 
9178.00      1.57493    0.0668339 
9179.00      1.52691    0.0667474 
9180.00      1.39915    0.0670785 
9181.00      1.40396    0.0670034 
9182.00      1.48430    0.0668492 
9183.00      1.53540    0.0670333 
9184.00      1.56623    0.0670407 
9185.00      1.61784    0.0671582 
9186.00      1.63831    0.0672580 
9187.00      1.61675    0.0670663 
9188.00      1.59117    0.0672685 
9189.00      1.54856    0.0670715 
9190.00      1.58361    0.0674706 
9191.00      1.74069    0.0672372 
9192.00      1.74410    0.0669350 
9193.00      1.54139    0.0674357 
9194.00      1.50800    0.0669121 
9195.00      1.66336    0.0671319 
9196.00      1.76854    0.0667909 
9197.00      1.63510    0.0668279 
9198.00      1.43511    0.0672165 
9199.00      1.39934    0.0665420 
9200.00      1.44654    0.0667037 
9201.00      1.52160    0.0664854 
9202.00      1.57956    0.0666308 
9203.00      1.51691    0.0663100 
9204.00      1.49489    0.0662791 
9205.00      1.49209    0.0663384 
9206.00      1.48326    0.0666591 
9207.00      1.59541    0.0664604 
9208.00      1.59398    0.0663687 
9209.00      1.61057    0.0662861 
9210.00      1.74974    0.0668562 
9211.00      1.77682    0.0667497 
9212.00      1.75904    0.0669509 
9213.00      1.82118    0.0670762 
9214.00      1.87241    0.0672873 
9215.00      1.80856    0.0677122 
9216.00      1.70367    0.0677906 
9217.00      1.59477    0.0682416 
9218.00      1.59629    0.0681870 
9219.00      1.61128    0.0684417 
9220.00      1.62788    0.0692595 
9221.00      1.75635    0.0688054 
9222.00      1.72705    0.0698374 
9223.00      1.67637    0.0698619 
9224.00      1.76645    0.0703344 
9225.00      2.00837    0.0705975 
9226.00      2.46324    0.0708780 
9227.00      3.58407    0.0721748 
9228.00      5.53308    0.0719028 
9229.00      7.82192    0.0714821 
9230.00      9.31147    0.0717227 
9231.00      9.62463    0.0718765 
9232.00      8.99001    0.0720551 
9233.00      7.74316    0.0713856 
9234.00      5.98780    0.0715547 
9235.00      4.10388    0.0713973 
9236.00      2.58025    0.0712092 
9237.00      1.75797    0.0710157 
9238.00      1.53365    0.0698805 
9239.00      1.40419    0.0700475 
9240.00      1.40614    0.0697099 
9241.00      1.49678    0.0693447 
9242.00      1.49183    0.0695987 
9243.00      1.57907    0.0689473 
9244.00      1.67585    0.0693998 
9245.00      1.58907    0.0690300 
9246.00      1.55760    0.0692879 
9247.00      1.59465    0.0692719 
9248.00      1.65175    0.0694161 
9249.00      1.70180    0.0693352 
9250.00      1.47433    0.0696512 
9251.00      1.42171    0.0699502 
9252.00      1.53801    0.0699266 
9253.00      1.48018    0.0701871 
9254.00      1.31231    0.0707073 
9255.00      1.36687    0.0704590 
9256.00      1.45231    0.0711165 
9257.00      1.39481    0.0714490 
9258.00      1.42760    0.0716639 
9259.00      1.50132    0.0721960 
9260.00      1.64105    0.0721579 
9261.00      1.65909    0.0731865 
9262.00      1.60940    0.0732573 
9263.00      1.61955    0.0736547 
9264.00      1.63707    0.0746860 
9265.00      1.76129    0.0741494 
9266.00      1.69732    0.0756427 
9267.00      1.76950    0.0759877 
9268.00      1.87404    0.0764772 
9269.00      1.69585    0.0770243 
9270.00      1.67475    0.0778642 
9271.00      1.88212    0.0784638 
9272.00      1.86855    0.0787206 
9273.00      1.66205    0.0797301 
9274.00      1.61206    0.0801765 
9275.00      1.59693    0.0807569 
9276.00      1.55260    0.0817744 
9277.00      1.52234    0.0818781 
9278.00      1.41249    0.0825514 
9279.00      1.41105    0.0832623 
9280.00      1.57269    0.0837033 
9281.00      1.64548    0.0845479 
9282.00      1.59724    0.0843501 
9283.00      1.51244    0.0860283 
9284.00      1.47075    0.0862205 
9285.00      1.56145    0.0871151 
9286.00      1.79477    0.0886481 
9287.00      1.89313    0.0925909 
9288.00      2.15562    0.0947307 
9289.00      2.41162    0.0942680 
9290.00      1.86320    0.0931573 
9293.00      1.32124    0.0970234 
9294.00      1.86952    0.0991877 
9295.00      2.52285    0.0994001 
9296.00      2.33260    0.0993804 
9297.00      2.68869     0.100025 
9298.00      2.82470     0.102042 
9299.00      2.11353     0.103233 
9300.00      1.87614     0.103340 
9301.00      2.45825     0.102897 
9302.00      3.34647     0.106015 
9303.00      3.45024     0.110914 
9304.00      2.83461     0.115876 
9305.00      2.48031     0.115713 
9306.00      1.92142     0.110116 
9309.00      1.27277     0.114875 
9312.00      1.22607     0.118950 
9313.00      2.32357     0.123711 
9314.00      2.88343     0.128451 
9315.00      2.17809     0.126835 
9316.00      1.88307     0.124008 
9317.00      1.79334     0.125640 
9318.00      1.84405     0.128449 
9319.00      2.02479     0.131585 
9320.00      1.96320     0.132620 
9321.00      1.53049     0.133320 
9322.00      1.10233     0.134984 
9323.00      1.12775     0.137423 
9324.00      1.19585     0.138393 
9325.00      1.00002     0.137781 
9330.00      1.57736     0.135823 
9331.00      1.83672     0.134800 
9332.00      1.72377     0.134541 
9333.00      1.77338     0.133249 
9334.00      2.04156     0.132335 
9335.00      2.04377     0.131162 
9336.00      1.81979     0.129349 
9337.00      1.60423     0.128209 
9338.00      1.43944     0.125867 
9339.00      1.35384     0.125019 
9340.00      1.30966     0.123091 
9341.00      1.31004     0.121222 
9342.00      1.37430     0.120731 
9343.00      1.51544     0.119689 
9344.00      1.65549     0.119337 
9345.00      1.61889     0.119173 
9346.00      1.62663     0.119678 
9347.00      1.72778     0.119877 
9348.00      1.70418     0.120704 
9349.00      1.66383     0.121363 
9350.00      1.69599     0.122347 
9351.00      1.61568     0.123167 
9352.00      1.43104     0.124698 
9353.00      1.48014     0.125901 
9354.00      1.66402     0.128358 
9355.00      1.64353     0.132992 
9356.00      2.15871     0.141646 
9357.00      2.51671     0.146273 
9360.00      2.14574     0.133833 
9361.00      2.72536     0.135592 
9362.00      1.74913     0.134863 
9364.00      2.07035     0.130811 
9365.00      3.47901     0.133038 
9366.00      4.46775     0.138301 
9367.00      3.65566     0.135206 
9368.00      2.37804     0.121849 
9369.00      1.90870     0.117979 
9370.00      1.66836     0.114108 
9371.00      1.55199     0.112177 
9372.00      1.67362     0.109620 
9373.00      1.65765     0.107541 
9374.00      1.43699     0.105193 
9375.00      1.51427     0.102341 
9376.00      1.65379     0.101308 
9377.00      1.75466    0.0993081 
9378.00      1.69237    0.0983811 
9379.00      1.52333    0.0974530 
9380.00      1.56817    0.0964862 
9381.00      1.54735    0.0970162 
9382.00      1.56725    0.0974886 
9383.00      1.68235    0.0993817 
9384.00      1.56914    0.0987871 
9385.00      1.11865    0.0987843 
9387.00      1.12706     0.100698 
9388.00      1.28863     0.102130 
9389.00      1.30737     0.101777 
9390.00      1.17842     0.102521 
9391.00      1.36849     0.104549 
9392.00      1.45852     0.105812 
9393.00      1.20113     0.106449 
9394.00      1.14939     0.104551 
9395.00      1.25601     0.105010 
9396.00      1.34505     0.106081 
9397.00      1.51088     0.106584 
9398.00      1.65768     0.108142 
9399.00      1.81357     0.108640 
9400.00      1.86692     0.113606 
9401.00      2.09145     0.115550 
9402.00      2.15722     0.112720 
9403.00      1.37583     0.112551 
9405.00      1.34014     0.114184 
9406.00      1.53509     0.113925 
9407.00      1.98091     0.112198 
9408.00      2.20330     0.113131 
9409.00      2.43842     0.114588 
9410.00      2.13121     0.115713 
9411.00      1.41126     0.112709 
9412.00      1.04019     0.110024 
9413.00      1.02063     0.109486 
9414.00      1.18216     0.108520 
9415.00      1.31149     0.108906 
9416.00      1.28815     0.108928 
9417.00      1.32969     0.109700 
9418.00      1.59165     0.110268 
9419.00      1.70586     0.112507 
9420.00      1.48851     0.121888 
9421.00      1.21528     0.123066 
9423.00      1.05534     0.114082 
9424.00      2.02792     0.115736 
9425.00      3.10305     0.117165 
9426.00      3.39346     0.117153 
9427.00      3.07680     0.115998 
9428.00      4.71119     0.117918 
9429.00      4.93562     0.122561 
9430.00      3.16100     0.129248 
9431.00      2.23669     0.121801 
9432.00      1.75103     0.118547 
9433.00      1.72257     0.118227 
9434.00      1.62423     0.118987 
9435.00      1.60192     0.119925 
9436.00      1.66907     0.120906 
9437.00      1.75550     0.122239 
9438.00      1.76853     0.124607 
9439.00      1.76960     0.131567 
9440.00      1.66346     0.130554 
9441.00      1.49661     0.127898 
9442.00      1.60364     0.128643 
9443.00      1.92440     0.129470 
9444.00      2.00564     0.131567 
9445.00      1.76130     0.130807 
9446.00      1.69091     0.129164 
9447.00      2.04143     0.131953 
9448.00      2.49537     0.133352 
9449.00      2.40310     0.134585 
9450.00      2.02845     0.127997 
9451.00      1.71712     0.125566 
9452.00      1.61778     0.124972 
9453.00      1.55910     0.123968 
9454.00      1.58622     0.124762 
9455.00      1.74137     0.123547 
9456.00      1.59991     0.125101 
9457.00      1.88717     0.133339 
9458.00      1.12300     0.135997 
9459.00      1.00330     0.127799 
9460.00      2.09215     0.124895 
9461.00      3.69348     0.124912 
9462.00      4.02304     0.125861 
9463.00      3.75633     0.125779 
9464.00      4.34257     0.123744 
9465.00      4.61530     0.124022 
9466.00      3.36557     0.127412 
9467.00      2.39467     0.134543 
9468.00      1.80919     0.128737 
9469.00      1.67886     0.121907 
9470.00      1.59525     0.120163 
9471.00      1.66102     0.121412 
9472.00      1.98657     0.120477 
9473.00      1.89693     0.121104 
9474.00      1.52329     0.121831 
9475.00      1.40933     0.121102 
9476.00      1.43470     0.122036 
9477.00      1.47553     0.121519 
9478.00      1.52460     0.121599 
9479.00      1.55044     0.120904 
9480.00      1.51743     0.121271 
9481.00      1.29822     0.121133 
9482.00      1.14730     0.121159 
9489.00      1.38524     0.122261 
9490.00      1.53308     0.119882 
9491.00      1.66296     0.120842 
9492.00      2.13702     0.121919 
9493.00      2.00241     0.123425 
9494.00      1.65913     0.119506 
9495.00      1.69249     0.116372 
9496.00      1.87083     0.117225 
9497.00      1.94223     0.116808 
9498.00      1.73063     0.117992 
9499.00      1.77028     0.121775 
9500.00      2.02182     0.127377 
9501.00      2.25357     0.125869 
9502.00      1.62365     0.124106 
9509.00      1.28094     0.135959 
9510.00      1.89264     0.136080 
9511.00      1.69618     0.131823 
9512.00      1.82086     0.130308 
9513.00      2.05429     0.131378 
9514.00      2.08043     0.131052 
9515.00      1.91119     0.131854 
9516.00      1.76179     0.131498 
9517.00      1.77681     0.131534 
9518.00      1.82596     0.131687 
9519.00      1.86408     0.130790 
9520.00      2.15091     0.130984 
9521.00      2.50560     0.129306 
9522.00      2.55233     0.129635 
9523.00      2.77234     0.129137 
9524.00      3.11554     0.127395 
9525.00      3.55264     0.128124 
9526.00      4.61581     0.127265 
9527.00      6.65247     0.129372 
9528.00      13.7488     0.137318 
9529.00      36.0962     0.138563 
9530.00      86.3682     0.132841 
9531.00      136.838     0.129965 
9532.00      168.144     0.131136 
9533.00      174.302     0.133657 
9534.00      162.849     0.134645 
9535.00      138.188     0.134640 
9536.00      100.957     0.135371 
9537.00      61.0465     0.138982 
9538.00      28.2672     0.142450 
9539.00      9.68177     0.141403 
9540.00      3.92171     0.138780 
9541.00      3.17817     0.140634 
9542.00      3.55437     0.142547 
9543.00      3.98473     0.142752 
9544.00      5.17982     0.142166 
9545.00      7.93501     0.141486 
9546.00      11.1483     0.141481 
9547.00      12.8886     0.145349 
9548.00      12.9163     0.149170 
9549.00      12.0929     0.146456 
9550.00      10.0300     0.143816 
9551.00      7.30715     0.142481 
9552.00      5.04991     0.143805 
9553.00      3.76475     0.142674 
9554.00      2.81495     0.140353 
9555.00      1.98631     0.138589 
9556.00      2.37858     0.139083 
9557.00      2.58022     0.142291 
9558.00      2.10320     0.138388 
9559.00      1.79875     0.132525 
9560.00      1.72344     0.129629 
9561.00      1.75368     0.128372 
9562.00      1.78936     0.129011 
9563.00      1.38395     0.126984 
9564.00      1.17579     0.127830 
9565.00      1.33547     0.127528 
9566.00      1.37390     0.127719 
9567.00      1.38925     0.128911 
9568.00      1.52738     0.128922 
9569.00      1.45286     0.130277 
9570.00      1.26362     0.131245 
9571.00      1.22532     0.132291 
9572.00      1.07725     0.134202 
9573.00      1.03463     0.134234 
9574.00      1.14185     0.136805 
9575.00      1.50191     0.136627 
9576.00      1.71799     0.139003 
9577.00      1.68520     0.139994 
9578.00      1.59804     0.140228 
9579.00      1.57032     0.141745 
9580.00      1.53436     0.141519 
9581.00      1.35598     0.142954 
9582.00      1.47249     0.142467 
9583.00      1.62010     0.141827 
9584.00      1.57751     0.142736 
9585.00      1.57527     0.141150 
9586.00      1.54675     0.141650 
9587.00      1.56167     0.141624 
9588.00      1.46567     0.142883 
9589.00      1.48217     0.142571 
9590.00      1.50579     0.140313 
9591.00      1.24608     0.140858 
9592.00      1.69116     0.140075 
9593.00      2.16895     0.139647 
9594.00      1.79069     0.138544 
9595.00      1.52472     0.136427 
9596.00      1.71270     0.137077 
9597.00      2.12074     0.135966 
9598.00      2.05868     0.135864 
9599.00      2.00048     0.133938 
