#
# Nicastro et al. 2018 RGS1 Spectrum
#
# Column1: wavelength (angstrom), column2: err_wavelength
# Column3: flux (Jansky), column4: err_flux
# Column 5: Best-fit model, 6: continuum
#
wavelength                      err_wavelength                  flux                            err_flux                        model                           continuum
1.571000000000000085e+01        1.000037510000000018e-02        4.498323960000000292e-06        1.596974499999999951e-07        4.618441380000000296e-06        4.618441380000000296e-06
1.573000049999999916e+01        9.999684059999999763e-03        4.735007219999999914e-06        1.629587419999999875e-07        4.625056139999999700e-06        4.625056139999999700e-06
1.575000000000000000e+01        1.000008550000000031e-02        4.701597390000000075e-06        1.767884610000000125e-07        4.631483529999999800e-06        4.631483529999999800e-06
1.577000050000000009e+01        9.999793019999999796e-03        4.546076070000000204e-06        1.805628069999999884e-07        4.637901379999999598e-06        4.637901379999999598e-06
1.578999999999999915e+01        1.000000260000000023e-02        4.942581200000000321e-06        1.825014380000000015e-07        4.644310590000000242e-06        4.644310590000000242e-06
1.581000039999999984e+01        1.000071779999999952e-02        5.025069189999999799e-06        1.999856210000000032e-07        4.650710710000000311e-06        4.650710710000000311e-06
1.583500100000000010e+01        1.499942689999999960e-02        4.589718630000000318e-06        1.614358350000000008e-07        4.659033489999999925e-06        4.659033489999999925e-06
1.586000059999999934e+01        9.999982080000000689e-03        4.695751609999999591e-06        1.804013859999999992e-07        4.667111629999999799e-06        4.667111629999999799e-06
1.588000010000000017e+01        9.999759500000000162e-03        5.056690039999999667e-06        1.982097190000000124e-07        4.673479000000000287e-06        4.673479000000000287e-06
1.590499969999999941e+01        1.500038059999999999e-02        4.614901170000000285e-06        1.497004690000000044e-07        4.681423889999999818e-06        4.681423889999999818e-06
1.593000029999999967e+01        9.999391620000000827e-03        4.977553090000000296e-06        1.703799199999999954e-07        4.689358319999999945e-06        4.689358319999999945e-06
1.594999980000000050e+01        1.000066749999999928e-02        4.643729880000000080e-06        1.674716829999999940e-07        4.695999000000000200e-06        4.695999000000000200e-06
1.597000030000000059e+01        1.000001560000000032e-02        4.663471829999999997e-06        1.679428289999999989e-07        4.702459139999999881e-06        4.702459139999999881e-06
1.599000069999999951e+01        9.999880569999999511e-03        4.756783710000000338e-06        1.697620039999999963e-07        4.708775579999999639e-06        4.708775579999999639e-06
1.601000020000000035e+01        1.000026709999999978e-02        4.546765920000000284e-06        1.672305810000000124e-07        4.715082919999999845e-06        4.715082919999999845e-06
1.603000069999999866e+01        9.999325499999999617e-03        4.697453729999999997e-06        1.675430210000000035e-07        4.721381170000000323e-06        4.721381170000000323e-06
1.604999919999999847e+01        1.000014230000000059e-02        4.811501639999999608e-06        1.697593749999999888e-07        4.727670330000000226e-06        4.727670330000000226e-06
1.606999970000000033e+01        1.000025119999999913e-02        4.827927110000000270e-06        1.711933209999999896e-07        4.734273259999999703e-06        4.734273259999999703e-06
1.609000019999999864e+01        1.000026709999999978e-02        4.600238749999999765e-06        1.675792020000000127e-07        4.740656550000000343e-06        4.740656550000000343e-06
1.611000059999999934e+01        9.999565780000000542e-03        4.964567780000000303e-06        1.872019620000000055e-07        4.746916600000000317e-06        4.746916600000000317e-06
1.613000110000000120e+01        1.000001839999999954e-02        4.951157729999999898e-06        1.882735180000000075e-07        4.753167100000000166e-06        4.753167100000000166e-06
1.614999960000000101e+01        1.000038259999999971e-02        4.740782970000000263e-06        1.811789190000000079e-07        4.759408969999999837e-06        4.759408969999999837e-06
1.617000009999999932e+01        1.000002680000000067e-02        4.661904770000000358e-06        1.810694389999999960e-07        4.765641280000000405e-06        4.765641280000000405e-06
1.619499970000000033e+01        1.499948280000000002e-02        4.896987780000000012e-06        1.605824170000000054e-07        4.773788079999999891e-06        4.773788079999999891e-06
1.621999930000000134e+01        9.999990460000000164e-03        4.940603049999999599e-06        1.886010640000000030e-07        4.781613819999999828e-06        4.781613819999999828e-06
1.624500079999999969e+01        1.500089930000000037e-02        4.876988439999999633e-06        1.590153859999999955e-07        4.789358630000000324e-06        4.789358630000000324e-06
1.627000239999999920e+01        1.000001929999999942e-02        5.072139630000000082e-06        1.891405929999999921e-07        4.797092059999999773e-06        4.797092059999999773e-06
1.629000089999999901e+01        9.999103840000000618e-03        4.983663080000000147e-06        1.757282179999999937e-07        4.803266619999999859e-06        4.803266619999999859e-06
1.630999949999999998e+01        1.000001189999999950e-02        4.756623639999999690e-06        1.713297590000000121e-07        4.809787699999999947e-06        4.809787699999999947e-06
1.632999990000000068e+01        1.000083610000000039e-02        4.932299360000000413e-06        1.790580060000000096e-07        4.816019100000000390e-06        4.816019100000000390e-06
1.635000039999999899e+01        9.999645870000000575e-03        5.165196399999999761e-06        1.930252440000000079e-07        4.822164560000000371e-06        4.822164560000000371e-06
1.637500000000000000e+01        1.499960290000000064e-02        4.853822250000000045e-06        1.551383090000000051e-07        4.829830229999999661e-06        4.829830229999999661e-06
1.639999960000000101e+01        1.000012639999999994e-02        5.387465990000000171e-06        1.977515040000000102e-07        4.837484540000000094e-06        4.837484540000000094e-06
1.642500109999999935e+01        1.500055749999999917e-02        4.733926289999999975e-06        1.627472409999999955e-07        4.845369400000000189e-06        4.845369400000000189e-06
1.645000080000000153e+01        9.999403730000000143e-03        4.713597259999999869e-06        1.874436460000000071e-07        4.853175140000000421e-06        4.853175140000000421e-06
1.647500039999999899e+01        1.500003039999999940e-02        4.806562630000000033e-06        1.591746610000000087e-07        4.860779879999999975e-06        4.860779879999999975e-06
1.650000190000000089e+01        1.000073089999999922e-02        4.639558940000000147e-06        1.834179239999999973e-07        4.868373250000000001e-06        4.868373250000000001e-06
1.652000239999999920e+01        1.000006309999999961e-02        4.910295049999999854e-06        1.790436100000000130e-07        4.874435490000000069e-06        4.874435490000000069e-06
1.654000089999999901e+01        9.999302220000000699e-03        4.728067319999999713e-06        1.738655579999999881e-07        4.880661890000000163e-06        4.880661890000000163e-06
1.655999949999999998e+01        9.999766950000000751e-03        4.521657960000000228e-06        1.707688989999999897e-07        4.886958320000000391e-06        4.886958320000000391e-06
1.658000180000000157e+01        1.000080910000000073e-02        5.112708550000000081e-06        1.808848399999999968e-07        4.892990550000000230e-06        4.892990550000000230e-06
1.660000229999999988e+01        9.999781850000000194e-03        5.038171820000000159e-06        1.779285410000000072e-07        4.899008219999999769e-06        4.899008219999999769e-06
1.662000079999999969e+01        9.999324570000000731e-03        4.800841450000000066e-06        1.732115609999999985e-07        4.904906289999999988e-06        4.904906289999999988e-06
1.663999940000000066e+01        1.000010970000000075e-02        4.853793599999999667e-06        1.767174919999999915e-07        4.910894860000000269e-06        4.910894860000000269e-06
1.665999980000000136e+01        1.000014509999999981e-02        5.067452999999999948e-06        1.810743409999999903e-07        4.917365909999999926e-06        4.917365909999999926e-06
1.668000029999999967e+01        1.000076350000000079e-02        4.951199120000000327e-06        1.788646950000000125e-07        4.923489090000000402e-06        4.923489090000000402e-06
1.670000080000000153e+01        9.998614899999999292e-03        5.041441449999999931e-06        1.811786350000000100e-07        4.929300759999999760e-06        4.929300759999999760e-06
1.671999930000000134e+01        1.000040209999999985e-02        4.890130640000000172e-06        1.782799899999999958e-07        4.935363450000000402e-06        4.935363450000000402e-06
1.674000170000000054e+01        1.000076630000000001e-02        5.008907010000000248e-06        1.804899909999999907e-07        4.940840880000000258e-06        4.940840880000000258e-06
1.676000210000000124e+01        9.999695229999999366e-03        5.041376879999999696e-06        1.821061770000000097e-07        4.946190530000000343e-06        4.946190530000000343e-06
1.678000069999999866e+01        9.999209079999999902e-03        4.931773670000000358e-06        1.790738789999999905e-07        4.951536989999999656e-06        4.951536989999999656e-06
1.679999919999999847e+01        1.000067030000000023e-02        5.021411199999999870e-06        1.798379969999999879e-07        4.956837979999999834e-06        4.956837979999999834e-06
1.682000160000000122e+01        1.000001560000000032e-02        5.183869690000000414e-06        1.845493779999999885e-07        4.962952970000000035e-06        4.962952970000000035e-06
1.684000019999999864e+01        9.999952280000000068e-03        4.760607679999999694e-06        1.783562310000000033e-07        4.969014749999999705e-06        4.969014749999999705e-06
1.686000059999999934e+01        9.999120610000000395e-03        4.705253559999999755e-06        1.750752010000000122e-07        4.975033330000000215e-06        4.975033330000000215e-06
1.687999920000000031e+01        1.000025499999999956e-02        4.931703640000000223e-06        1.805627359999999955e-07        4.980721310000000028e-06        4.980721310000000028e-06
1.689999960000000101e+01        1.000062560000000017e-02        5.010904719999999927e-06        1.818980450000000097e-07        4.986003660000000352e-06        4.986003660000000352e-06
1.692000009999999932e+01        1.000022520000000067e-02        4.949566119999999931e-06        1.835369260000000072e-07        4.991376039999999669e-06        4.991376039999999669e-06
1.694000240000000090e+01        1.000042819999999964e-02        4.897237890000000324e-06        1.810183359999999880e-07        4.996489219999999793e-06        4.996489219999999793e-06
1.696000099999999833e+01        9.999165310000000459e-03        4.642891780000000302e-06        1.765682360000000056e-07        5.001023959999999731e-06        5.001023959999999731e-06
1.697999950000000169e+01        9.999889879999999606e-03        4.805186109999999974e-06        1.857298320000000088e-07        5.005500950000000033e-06        5.005500950000000033e-06
1.700000000000000000e+01        1.000053709999999992e-02        5.097108439999999992e-06        2.012198620000000002e-07        5.009505000000000414e-06        5.009505000000000414e-06
1.702499960000000101e+01        1.499896780000000047e-02        5.041072199999999850e-06        1.791128169999999951e-07        5.013113420000000311e-06        5.013113420000000311e-06
1.705999949999999998e+01        2.000046889999999855e-02        4.830800210000000106e-06        1.925168499999999879e-07        5.017401689999999588e-06        5.017401689999999588e-06
1.710499950000000169e+01        2.500024069999999890e-02        4.980776339999999961e-06        1.989691469999999904e-07        5.011134819999999862e-06        5.011134819999999862e-06
1.715500069999999866e+01        2.500018099999999979e-02        5.046697880000000251e-06        1.760123779999999962e-07        4.965469089999999617e-06        4.965469089999999617e-06
1.719500160000000122e+01        1.500008719999999969e-02        4.975318010000000357e-06        1.741185120000000022e-07        4.935441669999999965e-06        4.935441669999999965e-06
1.722000119999999868e+01        9.999462400000000764e-03        5.207084090000000183e-06        2.014710669999999962e-07        5.015650460000000395e-06        5.015650460000000395e-06
1.723999979999999965e+01        9.999841449999999701e-03        4.841750520000000041e-06        1.840258789999999941e-07        5.085012159999999660e-06        5.085012159999999660e-06
1.726000020000000035e+01        1.000085849999999936e-02        4.875342709999999858e-06        1.855880640000000011e-07        5.108778170000000334e-06        5.108778170000000334e-06
1.728000069999999866e+01        9.998926890000000775e-03        4.584737779999999740e-06        1.780117030000000007e-07        5.114376560000000208e-06        5.114376560000000208e-06
1.729999919999999847e+01        1.000050360000000020e-02        5.308231720000000138e-06        1.908617689999999880e-07        5.115513889999999756e-06        5.115513889999999756e-06
1.732000160000000122e+01        1.000056600000000066e-02        5.064376179999999732e-06        1.866840759999999904e-07        5.115243310000000364e-06        5.115243310000000364e-06
1.734000209999999953e+01        9.999825619999999637e-03        5.154862270000000119e-06        1.885891829999999976e-07        5.113939549999999968e-06        5.113939549999999968e-06
1.736000059999999934e+01        9.999725040000000814e-03        5.410910939999999602e-06        1.912269170000000123e-07        5.114259239999999841e-06        5.114259239999999841e-06
1.738000110000000120e+01        1.000027080000000061e-02        4.650416489999999868e-06        1.814258609999999982e-07        5.112989130000000173e-06        5.112989130000000173e-06
1.740000149999999834e+01        1.000001189999999950e-02        5.270729160000000104e-06        1.895130029999999953e-07        5.101142050000000028e-06        5.101142050000000028e-06
1.742000200000000021e+01        1.000040209999999985e-02        4.918463220000000415e-06        1.847308940000000009e-07        5.074880389999999699e-06        5.074880389999999699e-06
1.744000240000000090e+01        9.999983009999999575e-03        4.708888350000000230e-06        1.825905120000000002e-07        5.036500620000000106e-06        5.036500620000000106e-06
1.746000099999999833e+01        9.998749010000000312e-03        4.654543770000000243e-06        1.796460509999999925e-07        4.979136970000000387e-06        4.979136970000000387e-06
1.748500059999999934e+01        1.500104740000000013e-02        4.851672199999999596e-06        1.616198800000000021e-07        4.849200199999999969e-06        4.849200199999999969e-06
1.751500130000000155e+01        1.500021479999999983e-02        4.944413380000000298e-06        1.629857849999999888e-07        4.876263120000000270e-06        4.876263120000000270e-06
1.754500009999999932e+01        1.499910750000000084e-02        5.116578449999999818e-06        1.740176289999999945e-07        5.208779839999999717e-06        5.208779839999999717e-06
1.757500080000000153e+01        1.499995590000000045e-02        5.410661289999999688e-06        1.802809919999999956e-07        5.305071680000000010e-06        5.305071680000000010e-06
1.760000039999999899e+01        1.000039930000000063e-02        5.589734880000000351e-06        2.150536889999999980e-07        5.320770010000000213e-06        5.320770010000000213e-06
1.762500000000000000e+01        1.499955640000000083e-02        5.353958839999999670e-06        1.777044080000000119e-07        5.330796740000000307e-06        5.330796740000000307e-06
1.764999960000000101e+01        1.000038999999999963e-02        4.818879009999999601e-06        1.884388329999999873e-07        5.340126789999999898e-06        5.340126789999999898e-06
1.767000009999999932e+01        9.999801399999999271e-03        5.460910419999999778e-06        1.981433539999999900e-07        5.346352279999999866e-06        5.346352279999999866e-06
1.769000050000000002e+01        9.999884290000000259e-03        5.575558590000000377e-06        1.999168969999999997e-07        5.352991589999999599e-06        5.352991589999999599e-06
1.771000099999999833e+01        1.000064609999999979e-02        5.402777790000000291e-06        1.990281930000000124e-07        5.359402619999999645e-06        5.359402619999999645e-06
1.773000139999999902e+01        9.999822829999999510e-03        5.530532230000000054e-06        2.013686920000000025e-07        5.365699959999999998e-06        5.365699959999999998e-06
1.775000000000000000e+01        9.999675680000000288e-03        4.994813479999999789e-06        1.961111879999999953e-07        5.372045050000000134e-06        5.372045050000000134e-06
1.777000049999999831e+01        1.000097020000000059e-02        5.350517310000000172e-06        2.013567270000000100e-07        5.378085459999999577e-06        5.378085459999999577e-06
1.779000089999999901e+01        9.999151339999999902e-03        5.491714999999999647e-06        2.066939830000000023e-07        5.384115870000000013e-06        5.384115870000000013e-06
1.781000140000000087e+01        1.000029780000000028e-02        5.921049250000000288e-06        2.152751930000000122e-07        5.390137629999999777e-06        5.390137629999999777e-06
1.783000180000000157e+01        9.999845179999999542e-03        5.429938939999999685e-06        2.093264160000000047e-07        5.396150299999999813e-06        5.396150299999999813e-06
1.785000039999999899e+01        1.000008080000000001e-02        5.402117040000000316e-06        2.082666129999999938e-07        5.402309849999999872e-06        5.402309849999999872e-06
1.787000079999999969e+01        1.000024289999999934e-02        5.272318500000000096e-06        2.076515810000000009e-07        5.408580360000000097e-06        5.408580360000000097e-06
1.789000130000000155e+01        9.999560189999999460e-03        5.184357629999999691e-06        2.055982119999999873e-07        5.414564840000000153e-06        5.414564840000000153e-06
1.791000179999999986e+01        1.000034160000000047e-02        5.382984909999999644e-06        2.055705719999999909e-07        5.420539760000000259e-06        5.420539760000000259e-06
1.793000220000000056e+01        1.000027920000000001e-02        6.024878079999999800e-06        2.165745339999999958e-07        5.426505599999999614e-06        5.426505599999999614e-06
1.795000080000000153e+01        9.999366480000000668e-03        5.306813820000000322e-06        2.046561890000000004e-07        5.432462329999999593e-06        5.432462329999999593e-06
1.797000119999999868e+01        9.999927130000000816e-03        5.638561560000000002e-06        2.057681599999999914e-07        5.438582320000000143e-06        5.438582320000000143e-06
1.798999979999999965e+01        9.999637489999999365e-03        5.335634800000000240e-06        1.967397620000000103e-07        5.444777340000000332e-06        5.444777340000000332e-06
1.801000020000000035e+01        1.000083329999999944e-02        5.434329979999999700e-06        2.009609259999999916e-07        5.450705429999999757e-06        5.450705429999999757e-06
1.803000069999999866e+01        9.999616069999999954e-03        5.575814159999999742e-06        2.024207930000000000e-07        5.456624419999999629e-06        5.456624419999999629e-06
1.805000109999999935e+01        9.999884290000000259e-03        5.303120360000000263e-06        1.986837650000000021e-07        5.462533409999999650e-06        5.462533409999999650e-06
1.806999970000000033e+01        1.000007990000000013e-02        5.488316670000000156e-06        2.010309000000000032e-07        5.468433759999999668e-06        5.468433759999999668e-06
1.809000019999999864e+01        1.000020369999999985e-02        5.668944600000000055e-06        2.014476480000000119e-07        5.474514639999999590e-06        5.474514639999999590e-06
1.811000059999999934e+01        9.999465199999999984e-03        5.361982400000000184e-06        2.006288899999999875e-07        5.480633720000000016e-06        5.480633720000000016e-06
1.812999920000000031e+01        1.000023069999999951e-02        5.316924220000000055e-06        2.027261559999999951e-07        5.486505419999999657e-06        5.486505419999999657e-06
1.814999960000000101e+01        1.000013569999999921e-02        5.500714909999999785e-06        2.023758730000000010e-07        5.492367109999999621e-06        5.492367109999999621e-06
1.817000009999999932e+01        9.999966250000000625e-03        5.640426930000000309e-06        2.037542119999999875e-07        5.498219709999999857e-06        5.498219709999999857e-06
1.819000050000000002e+01        9.999723170000000480e-03        5.672007770000000095e-06        2.035199879999999948e-07        5.504062759999999967e-06        5.504062759999999967e-06
1.821000099999999833e+01        1.000020279999999998e-02        5.483438139999999743e-06        2.014602389999999988e-07        5.510103159999999585e-06        5.510103159999999585e-06
1.822999950000000169e+01        9.999814439999999208e-03        5.636294190000000033e-06        2.059516789999999905e-07        5.516146759999999799e-06        5.516146759999999799e-06
1.825000000000000000e+01        1.000095349999999966e-02        5.270826929999999646e-06        2.014622710000000113e-07        5.521960699999999980e-06        5.521960699999999980e-06
1.827000239999999920e+01        9.999617929999999461e-03        5.707897340000000110e-06        2.208601300000000021e-07        5.527765549999999586e-06        5.527765549999999586e-06
1.829000089999999901e+01        9.999811650000000815e-03        6.301598659999999739e-06        2.406352730000000213e-07        5.533560400000000187e-06        5.533560400000000187e-06
1.831500050000000002e+01        1.500042990000000076e-02        5.413794040000000137e-06        1.826744549999999946e-07        5.540797250000000358e-06        5.540797250000000358e-06
1.834500119999999868e+01        1.499945670000000023e-02        5.662844160000000330e-06        1.998299690000000034e-07        5.549870819999999611e-06        5.549870819999999611e-06
1.837500000000000000e+01        1.499985809999999919e-02        5.597144079999999975e-06        1.933676120000000101e-07        5.558505110000000342e-06        5.558505110000000342e-06
1.840500069999999866e+01        1.500002289999999988e-02        5.253722519999999728e-06        1.914594350000000103e-07        5.567118479999999725e-06        5.567118479999999725e-06
1.843499949999999998e+01        1.499912980000000021e-02        5.766386949999999849e-06        1.847688369999999960e-07        5.575728210000000303e-06        5.575728210000000303e-06
1.845999910000000099e+01        1.000144430000000050e-02        5.876578600000000074e-06        2.142874539999999975e-07        5.583277019999999624e-06        5.583277019999999624e-06
1.848000139999999902e+01        9.999321769999999776e-03        5.710893669999999939e-06        2.098203850000000024e-07        5.588979549999999912e-06        5.588979549999999912e-06
1.850000000000000000e+01        1.000041049999999924e-02        5.397947009999999661e-06        2.079187600000000001e-07        5.594672979999999801e-06        5.594672979999999801e-06
1.852000049999999831e+01        9.999784640000000321e-03        5.362671799999999690e-06        2.062514000000000068e-07        5.600356870000000236e-06        5.600356870000000236e-06
1.854000089999999901e+01        9.999911300000000752e-03        5.481930659999999814e-06        2.074407919999999977e-07        5.606031209999999697e-06        5.606031209999999697e-06
1.855999949999999998e+01        9.999969040000000753e-03        5.116221929999999963e-06        2.041091560000000016e-07        5.611741469999999862e-06        5.611741469999999862e-06
1.857999990000000068e+01        9.999957869999999416e-03        5.751604930000000009e-06        2.163640570000000126e-07        5.617770509999999776e-06        5.617770509999999776e-06
1.860499950000000169e+01        1.499996990000000002e-02        5.522019359999999740e-06        1.874501120000000102e-07        5.624822729999999995e-06        5.624822729999999995e-06
1.863500020000000035e+01        1.499996890000000055e-02        5.494488509999999692e-06        1.839269860000000053e-07        5.633267849999999974e-06        5.633267849999999974e-06
1.866500089999999901e+01        1.500057240000000035e-02        6.038777430000000180e-06        2.050511509999999928e-07        5.641691130000000350e-06        5.641691130000000350e-06
1.869499970000000033e+01        1.499926489999999987e-02        5.530159340000000322e-06        1.906912529999999880e-07        5.650413189999999922e-06        5.650413189999999922e-06
1.872500039999999899e+01        1.500108929999999924e-02        5.919157959999999977e-06        1.986017110000000044e-07        5.658889219999999584e-06        5.658889219999999584e-06
1.875500110000000120e+01        1.499931049999999981e-02        5.855420569999999743e-06        1.898763600000000079e-07        5.667245200000000198e-06        5.667245200000000198e-06
1.878000069999999866e+01        1.000022140000000025e-02        5.719679850000000020e-06        2.170962150000000129e-07        5.674193740000000401e-06        5.674193740000000401e-06
1.880000109999999935e+01        1.000029409999999945e-02        5.664571750000000167e-06        2.166117380000000101e-07        5.679820330000000079e-06        5.679820330000000079e-06
1.882500080000000153e+01        1.499904229999999943e-02        5.474313639999999760e-06        1.859659729999999938e-07        5.687073550000000129e-06        5.687073550000000129e-06
1.885499950000000169e+01        1.500074009999999985e-02        5.804889950000000284e-06        2.088914210000000060e-07        5.695355410000000383e-06        5.695355410000000383e-06
1.889000130000000155e+01        1.999953579999999911e-02        5.715070979999999898e-06        2.027078239999999879e-07        5.704987420000000118e-06        5.704987420000000118e-06
1.892999839999999878e+01        1.999904590000000162e-02        5.941243670000000199e-06        2.136654299999999993e-07        5.716215579999999771e-06        5.716215579999999771e-06
1.896999930000000134e+01        2.000061239999999935e-02        5.486466759999999602e-06        2.045873230000000112e-07        5.727307780000000051e-06        5.727307780000000051e-06
1.900500110000000120e+01        1.500074189999999960e-02        6.075202240000000375e-06        2.132291000000000019e-07        5.736843380000000096e-06        5.736843380000000096e-06
1.903499980000000136e+01        1.499936449999999914e-02        5.556985799999999639e-06        1.841556240000000106e-07        5.745066569999999918e-06        5.745066569999999918e-06
1.905999949999999998e+01        1.000024839999999991e-02        5.907803369999999732e-06        2.266560840000000018e-07        5.752176549999999597e-06        5.752176549999999597e-06
1.908500099999999833e+01        1.500034610000000081e-02        5.673978649999999645e-06        1.833928709999999885e-07        5.758931819999999845e-06        5.758931819999999845e-06
1.911499979999999965e+01        1.499923600000000086e-02        5.508526559999999645e-06        1.810913519999999965e-07        5.767018589999999895e-06        5.767018589999999895e-06
1.913999940000000066e+01        1.000071689999999965e-02        5.789236179999999938e-06        2.274583010000000043e-07        5.773742029999999665e-06        5.773742029999999665e-06
1.916000179999999986e+01        1.000045150000000022e-02        5.869610500000000068e-06        2.260844809999999992e-07        5.779238110000000046e-06        5.779238110000000046e-06
1.918000220000000056e+01        1.000011810000000015e-02        5.808522020000000209e-06        2.280055040000000110e-07        5.784874249999999851e-06        5.784874249999999851e-06
1.920000080000000153e+01        9.999717590000000225e-03        5.733355469999999644e-06        2.233607570000000027e-07        5.790219799999999887e-06        5.790219799999999887e-06
1.922000119999999868e+01        1.000013850000000017e-02        5.748092009999999677e-06        2.249240650000000071e-07        5.795555809999999621e-06        5.795555809999999621e-06
1.924500079999999969e+01        1.499918759999999997e-02        5.686911660000000079e-06        1.867122990000000106e-07        5.802209669999999829e-06        5.802209669999999829e-06
1.927499960000000101e+01        1.499954610000000035e-02        5.601224980000000243e-06        1.837667870000000020e-07        5.810272340000000125e-06        5.810272340000000125e-06
1.930000109999999935e+01        1.000118539999999938e-02        5.835420779999999638e-06        2.320264089999999907e-07        5.817204960000000176e-06        5.817204960000000176e-06
1.932000160000000122e+01        9.999494069999999984e-03        5.836666790000000399e-06        2.322705940000000120e-07        5.822490040000000026e-06        5.822490040000000026e-06
1.934500119999999868e+01        1.500074839999999965e-02        5.749002869999999964e-06        1.897746959999999994e-07        5.829080689999999851e-06        5.829080689999999851e-06
1.937000079999999969e+01        9.999009780000000028e-03        6.079083960000000214e-06        2.372478460000000051e-07        5.835658610000000297e-06        5.835658610000000297e-06
1.938999940000000066e+01        9.999785569999999207e-03        5.878549469999999799e-06        2.321961860000000098e-07        5.840908220000000018e-06        5.840908220000000018e-06
1.941500089999999901e+01        1.500077640000000052e-02        6.043773280000000113e-06        2.014743499999999938e-07        5.847831289999999942e-06        5.847831289999999942e-06
1.944500160000000122e+01        1.499991030000000052e-02        6.415641560000000022e-06        2.226106089999999918e-07        5.855694330000000083e-06        5.855694330000000083e-06
1.947500229999999988e+01        1.500064790000000051e-02        5.892614349999999880e-06        2.162890519999999888e-07        5.863507339999999794e-06        5.863507339999999794e-06
1.950500110000000120e+01        1.499934489999999940e-02        6.051335280000000059e-06        2.327039110000000118e-07        5.871297620000000272e-06        5.871297620000000272e-06
1.953499980000000136e+01        1.499965410000000075e-02        5.735519149999999772e-06        2.163679230000000075e-07        5.879450330000000233e-06        5.879450330000000233e-06
1.956500050000000002e+01        1.499975289999999975e-02        5.628821330000000299e-06        2.190389519999999915e-07        5.887209679999999687e-06        5.887209679999999687e-06
1.959500119999999868e+01        1.500056399999999922e-02        6.172193929999999752e-06        2.189405140000000121e-07        5.894930379999999756e-06        5.894930379999999756e-06
1.962500190000000089e+01        1.500024460000000046e-02        5.937827610000000131e-06        2.113288249999999998e-07        5.902628349999999747e-06        5.902628349999999747e-06
1.965500259999999955e+01        1.500063949999999938e-02        5.932826750000000024e-06        2.171976379999999942e-07        5.910697380000000244e-06        5.910697380000000244e-06
1.968500140000000087e+01        1.499896220000000030e-02        6.269290680000000340e-06        2.276914159999999974e-07        5.918353049999999682e-06        5.918353049999999682e-06
1.971500019999999864e+01        1.499986740000000020e-02        5.620382580000000345e-06        2.116633200000000036e-07        5.925980080000000260e-06        5.925980080000000260e-06
1.974500079999999969e+01        1.499963179999999965e-02        5.678063640000000138e-06        2.148210140000000128e-07        5.933590730000000288e-06        5.933590730000000288e-06
1.977000049999999831e+01        1.000098330000000028e-02        6.148846749999999863e-06        2.435333499999999868e-07        5.940303250000000256e-06        5.940303250000000256e-06
1.979500009999999932e+01        1.499940450000000064e-02        6.016629870000000273e-06        2.001595620000000129e-07        5.946604230000000261e-06        5.946604230000000261e-06
1.982500080000000153e+01        1.500050070000000062e-02        6.068421040000000298e-06        2.177954739999999980e-07        5.954146219999999830e-06        5.954146219999999830e-06
1.985499950000000169e+01        1.499855240000000020e-02        6.425150329999999938e-06        2.235149309999999879e-07        5.961665470000000343e-06        5.961665470000000343e-06
1.988500020000000035e+01        1.500113959999999948e-02        6.083216699999999643e-06        2.265564520000000057e-07        5.969440739999999947e-06        5.969440739999999947e-06
1.991500089999999901e+01        1.500068050000000035e-02        5.762914039999999599e-06        2.263109740000000056e-07        5.977028200000000346e-06        5.977028200000000346e-06
1.994500160000000122e+01        1.499905439999999965e-02        6.244365520000000164e-06        2.313630179999999911e-07        5.984476050000000200e-06        5.984476050000000200e-06
1.997500039999999899e+01        1.500009000000000065e-02        5.912383129999999926e-06        2.215897009999999884e-07        5.991901160000000151e-06        5.991901160000000151e-06
2.000500110000000120e+01        1.500093100000000033e-02        5.773340039999999828e-06        1.984642779999999988e-07        5.999592299999999719e-06        5.999592299999999719e-06
2.003500179999999986e+01        1.499867809999999926e-02        6.103104169999999731e-06        2.057604430000000031e-07        6.007073349999999727e-06        6.007073349999999727e-06
2.005999949999999998e+01        1.000055390000000044e-02        6.446167839999999600e-06        2.550194720000000069e-07        6.013204709999999806e-06        6.013204709999999806e-06
2.008500099999999833e+01        1.500090960000000084e-02        6.289433709999999970e-06        2.062180610000000102e-07        6.019317420000000207e-06        6.019317420000000207e-06
2.011499979999999965e+01        1.499809700000000016e-02        6.014488010000000099e-06        2.029211149999999881e-07        6.026801199999999742e-06        6.026801199999999742e-06
2.014500049999999831e+01        1.500092069999999986e-02        5.974592570000000302e-06        2.035147300000000062e-07        6.034314080000000229e-06        6.034314080000000229e-06
2.017500109999999935e+01        1.500062920000000063e-02        6.289614249999999698e-06        2.075887980000000020e-07        6.041581859999999732e-06        6.041581859999999732e-06
2.020500180000000157e+01        1.499915310000000078e-02        6.325754840000000148e-06        2.084840670000000074e-07        6.048826439999999779e-06        6.048826439999999779e-06
2.023500059999999934e+01        1.500042059999999976e-02        6.006249349999999852e-06        2.070465540000000111e-07        6.056224719999999602e-06        6.056224719999999602e-06
2.026500130000000155e+01        1.500051280000000084e-02        5.838322979999999577e-06        2.049788180000000002e-07        6.063631189999999699e-06        6.063631189999999699e-06
2.029500200000000021e+01        1.499941569999999925e-02        5.860353210000000140e-06        2.057950750000000049e-07        6.070803920000000209e-06        6.070803920000000209e-06
