#
# QSO damped Ly-alpha (DLA) System
# Background QSO J021741.8-370100 (z_em=2.910)
# DLA redshift: z_abs=2.429
#
# Source: ESO UVES Database
# Table : spectrum_qso_34.424-37.017.tbl
#
wave      flux_norm     model
4152.792  9.28937e-02   4.2878691198048702e-01
4152.819  1.07799e-01   4.2753046136839573e-01
4152.846  6.38136e-02   4.2627117453244839e-01
4152.873  3.21348e-02   4.2500905301685010e-01
4152.900  3.25488e-02   4.2374409851983286e-01
4152.927  9.60830e-02   4.2247631286528642e-01
4152.954  1.85519e-01   4.2120569800510793e-01
4152.981  2.45140e-01   4.1993225604181567e-01
4153.008  2.31116e-01   4.1865598923041031e-01
4153.036  2.16630e-01   4.1737689995963950e-01
4153.063  1.67324e-01   4.1609499075444983e-01
4153.090  8.69551e-02   4.1481026429821721e-01
4153.117  1.93947e-01   4.1352272343461921e-01
4153.144  2.09254e-01   4.1223237114902328e-01
4153.171  1.51588e-01   4.1093921057104316e-01
4153.198  1.79854e-01   4.0964324500548077e-01
4153.225  3.26131e-01   4.0834447789928230e-01
4153.252  3.50864e-01   4.0704291287873084e-01
4153.279  2.51094e-01   4.0573855372250961e-01
4153.307  1.91871e-01   4.0443140436433023e-01
4153.334  2.17569e-01   4.0312146891498457e-01
4153.361  3.01277e-01   4.0180875166447144e-01
4153.388  2.60897e-01   4.0049325706434391e-01
4153.415  3.43606e-01   3.9917498973044818e-01
4153.442  3.35855e-01   3.9785395446459748e-01
4153.469  3.37346e-01   3.9653015625671789e-01
4153.496  3.22080e-01   3.9520360026734186e-01
4153.523  2.71665e-01   3.9387429183045425e-01
4153.550  3.56397e-01   3.9254223648350661e-01
4153.578  3.87660e-01   3.9120743993610896e-01
4153.605  3.92947e-01   3.8986990810604449e-01
4153.632  3.76475e-01   3.8852964709381455e-01
4153.659  3.01649e-01   3.8718666318556288e-01
4153.686  3.79605e-01   3.8584096287456104e-01
4153.713  3.66324e-01   3.8449255286361372e-01
4153.740  3.01247e-01   3.8314144004853062e-01
4153.767  3.12131e-01   3.8178763152116502e-01
4153.794  3.29151e-01   3.8043113459052563e-01
4153.821  3.29038e-01   3.7907195678520827e-01
4153.848  3.24813e-01   3.7771010583703313e-01
4153.876  3.39608e-01   3.7634558968419307e-01
4153.903  3.11381e-01   3.7497841650032021e-01
4153.930  2.82368e-01   3.7360859466496482e-01
4153.957  2.65381e-01   3.7223613279840573e-01
4153.984  3.85865e-01   3.7086103973771789e-01
4154.011  4.29069e-01   3.6948332454000571e-01
4154.038  3.72524e-01   3.6810299650330564e-01
4154.065  3.13190e-01   3.6672006516928096e-01
4154.092  3.00429e-01   3.6533454030784862e-01
4154.119  3.27067e-01   3.6394643192052428e-01
4154.147  3.24488e-01   3.6255575026095477e-01
4154.174  3.93805e-01   3.6116250583764375e-01
4154.201  3.94890e-01   3.5976670939875832e-01
4154.228  3.48737e-01   3.5836837193558319e-01
4154.255  3.67832e-01   3.5696750471061101e-01
4154.282  4.14774e-01   3.5556411922984965e-01
4154.309  3.79797e-01   3.5415822727638757e-01
4154.336  4.07006e-01   3.5274984088801964e-01
4154.363  4.18169e-01   3.5133897236078532e-01
4154.390  3.41013e-01   3.4992563426926487e-01
4154.418  3.71610e-01   3.4850983946956104e-01
4154.445  3.48117e-01   3.4709160108509662e-01
4154.472  3.01144e-01   3.4567093251025954e-01
4154.499  2.45945e-01   3.4424784743032971e-01
4154.526  2.12972e-01   3.4282235982448750e-01
4154.553  2.55708e-01   3.4139448395180344e-01
4154.580  3.78914e-01   3.3996423435498635e-01
4154.607  4.26597e-01   3.3853162588745328e-01
4154.634  3.60028e-01   3.3709667368748919e-01
4154.661  2.94782e-01   3.3565939321051558e-01
4154.688  3.43035e-01   3.3421980020828645e-01
4154.716  3.26628e-01   3.3277791073271212e-01
4154.743  3.26125e-01   3.3133374115550884e-01
4154.770  3.55685e-01   3.2988730817144507e-01
4154.797  3.25296e-01   3.2843862878530589e-01
4154.824  3.01385e-01   3.2698772031581347e-01
4154.851  3.14972e-01   3.2553460041489835e-01
4154.878  3.35753e-01   3.2407928707096423e-01
4154.905  3.09151e-01   3.2262179859604800e-01
4154.932  2.53483e-01   3.2116215362982725e-01
4154.959  3.02591e-01   3.1970037116561079e-01
4154.987  2.71209e-01   3.1823647052636983e-01
4155.014  2.93737e-01   3.1677047139579229e-01
4155.041  3.40783e-01   3.1530239379902181e-01
4155.068  3.36065e-01   3.1383225809991805e-01
4155.095  2.89867e-01   3.1236008504682072e-01
4155.122  2.73833e-01   3.1088589573341324e-01
4155.149  2.87362e-01   3.0940971160973679e-01
4155.176  3.69942e-01   3.0793155450748344e-01
4155.203  3.04219e-01   3.0645144661696427e-01
4155.230  2.11790e-01   3.0496941051706383e-01
4155.258  2.53470e-01   3.0348546915677832e-01
4155.285  2.81893e-01   3.0199964585940114e-01
4155.312  2.76084e-01   3.0051196434749045e-01
4155.339  2.79446e-01   2.9902244872073130e-01
4155.366  3.30564e-01   2.9753112348550720e-01
4155.393  2.95763e-01   2.9603801353714493e-01
4155.420  3.29924e-01   2.9454314415775057e-01
4155.447  2.45977e-01   2.9304654105951528e-01
4155.474  1.60058e-01   2.9154823034829996e-01
4155.501  3.24094e-01   2.9004823853436257e-01
4155.528  3.53451e-01   2.8854659255639697e-01
4155.556  3.30178e-01   2.8704331976026726e-01
4155.583  3.00394e-01   2.8553844792740596e-01
4155.610  2.42682e-01   2.8403200525780842e-01
4155.637  2.75302e-01   2.8252402037430080e-01
4155.664  3.16791e-01   2.8101452234618568e-01
4155.691  3.22049e-01   2.7950354066881666e-01
4155.718  3.32635e-01   2.7799110529153620e-01
4155.745  3.26218e-01   2.7647724660131989e-01
4155.772  2.88335e-01   2.7496199542106353e-01
4155.799  3.36031e-01   2.7344538305025451e-01
4155.827  2.10557e-01   2.7192744123117729e-01
4155.854  1.44035e-01   2.7040820215920103e-01
4155.881  2.27313e-01   2.6888769850539351e-01
4155.908  2.54832e-01   2.6736596339689178e-01
4155.935  3.07528e-01   2.6584303044355856e-01
4155.962  2.89531e-01   2.6431893372228843e-01
4155.989  2.78626e-01   2.6279370778118527e-01
4156.016  2.90184e-01   2.6126738766169150e-01
4156.043  2.32785e-01   2.5974000887971560e-01
4156.070  2.41414e-01   2.5821160745172511e-01
4156.098  2.73719e-01   2.5668221987961781e-01
4156.125  2.67917e-01   2.5515188314926174e-01
4156.152  2.47042e-01   2.5362063476829605e-01
4156.179  2.35954e-01   2.5208851273477895e-01
4156.206  1.83585e-01   2.5055555554680919e-01
4156.233  1.76156e-01   2.4902180222347731e-01
4156.260  2.52945e-01   2.4748729228665881e-01
4156.287  3.13094e-01   2.4595206578567386e-01
4156.314  3.04735e-01   2.4441616328267579e-01
4156.341  2.93785e-01   2.4287962585648404e-01
4156.368  2.77428e-01   2.4134249512292713e-01
4156.396  3.41612e-01   2.3980481321727062e-01
4156.423  3.16829e-01   2.3826662281817901e-01
4156.450  2.95758e-01   2.3672796713354441e-01
4156.477  3.64417e-01   2.3518888989899192e-01
4156.504  2.76549e-01   2.3364943541249455e-01
4156.531  2.07984e-01   2.3210964850518029e-01
4156.558  2.08413e-01   2.3056957454996976e-01
4156.585  2.08835e-01   2.2902925948053468e-01
4156.612  2.05811e-01   2.2748874977419620e-01
4156.639  1.82267e-01   2.2594809247423886e-01
4156.667  2.28949e-01   2.2440733517604505e-01
4156.694  2.47367e-01   2.2286652603022564e-01
4156.721  1.99370e-01   2.2132571376080540e-01
4156.748  1.62096e-01   2.1978494764858719e-01
4156.775  1.58450e-01   2.1824427755259052e-01
4156.802  2.23561e-01   2.1670375389645372e-01
4156.829  2.90148e-01   2.1516342766650215e-01
4156.856  1.82344e-01   2.1362335044275532e-01
4156.883  1.16558e-01   2.1208357437148370e-01
4156.910  1.98819e-01   2.1054415217242556e-01
4156.938  2.29267e-01   2.0900513715530827e-01
4156.965  1.53831e-01   2.0746658320340497e-01
4156.992  2.03825e-01   2.0592854479305286e-01
4157.019  2.71989e-01   2.0439107698016204e-01
4157.046  2.11450e-01   2.0285423540214984e-01
4157.073  1.94439e-01   2.0131807628910969e-01
4157.100  2.48937e-01   1.9978265646483132e-01
4157.127  2.44484e-01   1.9824803333774707e-01
4157.154  2.11238e-01   1.9671426490238891e-01
4157.181  2.06277e-01   1.9518140974965068e-01
4157.208  1.94359e-01   1.9364952706725619e-01
4157.236  1.80945e-01   1.9211867663037716e-01
4157.263  1.90872e-01   1.9058891880254455e-01
4157.290  2.60541e-01   1.8906031454913991e-01
4157.317  2.75408e-01   1.8753292542110059e-01
4157.344  2.53021e-01   1.8600681357103371e-01
4157.371  1.83835e-01   1.8448204173936317e-01
4157.398  2.09556e-01   1.8295867325443335e-01
4157.425  2.37712e-01   1.8143677204081565e-01
4157.452  2.39816e-01   1.7991640261838815e-01
4157.479  2.31321e-01   1.7839763009225681e-01
4157.507  1.84672e-01   1.7688052015215086e-01
4157.534  1.57373e-01   1.7536513907960016e-01
4157.561  2.15911e-01   1.7385155374622829e-01
4157.588  2.16408e-01   1.7233983160311037e-01
4157.615  1.04600e-01   1.7083004067937282e-01
4157.642  1.63527e-01   1.6932224959192538e-01
4157.669  2.16624e-01   1.6781652752842127e-01
4157.696  2.25640e-01   1.6631294425918433e-01
4157.723  2.00767e-01   1.6481157012218353e-01
4157.750  1.94886e-01   1.6331247602049376e-01
4157.778  1.65087e-01   1.6181573342692934e-01
4157.805  9.26291e-02   1.6032141438034858e-01
4157.832  1.75809e-01   1.5882959147368955e-01
4157.859  2.24350e-01   1.5734033785043536e-01
4157.886  2.00390e-01   1.5585372720784627e-01
4157.913  1.74526e-01   1.5436983379218855e-01
4157.940  2.03325e-01   1.5288873238591519e-01
4157.967  2.05715e-01   1.5141049830303391e-01
4157.994  1.99767e-01   1.4993520739417451e-01
4158.021  9.51676e-02   1.4846293602783339e-01
4158.048  5.89624e-02   1.4699376109718690e-01
4158.076  1.92350e-01   1.4552776000290268e-01
4158.103  2.17331e-01   1.4406501064697172e-01
4158.130  2.18097e-01   1.4260559143269622e-01
4158.157  1.53148e-01   1.4114958125721455e-01
4158.184  1.59636e-01   1.3969705949661565e-01
4158.211  1.53316e-01   1.3824810599844095e-01
4158.238  1.47409e-01   1.3680280107995263e-01
4158.265  1.19357e-01   1.3536122551924776e-01
4158.292  1.42177e-01   1.3392346053917842e-01
4158.319  1.98505e-01   1.3248958779841036e-01
4158.347  1.75834e-01   1.3105968939077867e-01
4158.374  1.60664e-01   1.2963384782368120e-01
4158.401  1.49371e-01   1.2821214601871936e-01
4158.428  1.44203e-01   1.2679466729120098e-01
4158.455  1.49841e-01   1.2538149533921991e-01
4158.482  1.92758e-01   1.2397271423789971e-01
4158.509  2.02224e-01   1.2256840842700523e-01
4158.536  1.17855e-01   1.2116866269196996e-01
4158.563  6.37960e-02   1.1977356215128250e-01
4158.590  6.26848e-02   1.1838319224866965e-01
4158.618  9.06187e-02   1.1699763873894073e-01
4158.645  7.00215e-02   1.1561698766745805e-01
4158.672  1.14610e-01   1.1424132535571703e-01
4158.699  1.45444e-01   1.1287073839387408e-01
4158.726  9.57646e-02   1.1150531361506520e-01
4158.753  1.06886e-01   1.1014513808876447e-01
4158.780  1.53479e-01   1.0879029909576662e-01
4158.807  1.55459e-01   1.0744088411134380e-01
4158.834  1.21063e-01   1.0609698079262062e-01
4158.861  1.17675e-01   1.0475867696011686e-01
4158.888  1.00975e-01   1.0342606057349896e-01
4158.916  1.06835e-01   1.0209921971270006e-01
4158.943  1.53521e-01   1.0077824256291938e-01
4158.970  1.60167e-01   9.9463217394067771e-02
4158.997  5.89155e-02   9.8154232534631791e-02
4159.024  3.03117e-02   9.6851376350663376e-02
4159.051  9.57770e-02   9.5554737230447453e-02
4159.078  9.95453e-02   9.4264403553594389e-02
4159.105  5.98266e-02   9.2980463676129221e-02
4159.132  8.49834e-02   9.1703005899850851e-02
4159.159  9.32761e-02   9.0432118448538490e-02
4159.187  3.07679e-02   8.9167889447504770e-02
4159.214  9.50789e-03   8.7910406898094526e-02
4159.241 -3.74129e-03   8.6659758647167726e-02
4159.268  7.84056e-02   8.5416032361026448e-02
4159.295  1.38649e-01   8.4179315502389079e-02
4159.322  1.46120e-01   8.2949695302581644e-02
4159.349  1.37411e-01   8.1727258728925750e-02
4159.376  9.02273e-02   8.0512092456348064e-02
4159.403  1.04948e-01   7.9304282843519161e-02
4159.430  1.02873e-01   7.8103915895929535e-02
4159.458  9.33883e-02   7.6911077242143883e-02
4159.485  1.00318e-01   7.5725852096857560e-02
4159.512  9.53790e-02   7.4548325229591053e-02
4159.539  5.34157e-02   7.3378580935975865e-02
4159.566  5.54650e-02   7.2216703004766486e-02
4159.593  1.34539e-01   7.1062774680617585e-02
4159.620  1.51730e-01   6.9916878630491494e-02
4159.647  1.09018e-01   6.8779096912413393e-02
4159.674  7.65747e-02   6.7649510940225560e-02
4159.701  4.76538e-02   6.6528201444333579e-02
4159.728  2.72468e-02   6.5415248435898202e-02
4159.756  5.10899e-03   6.4310731174583566e-02
4159.783  8.07006e-03   6.3214728125644867e-02
4159.810  7.86192e-03   6.2127316927677062e-02
4159.837  1.71164e-02   6.1048574349597470e-02
4159.864  4.66797e-02   5.9978576252234878e-02
4159.891  3.67304e-02   5.8917397551926258e-02
4159.918 -3.84925e-03   5.7865112180661211e-02
4159.945  1.33168e-02   5.6821793042817113e-02
4159.972  8.13074e-02   5.5787511974882735e-02
4159.999  7.02838e-02   5.4762339707019693e-02
4160.027  5.08400e-02   5.3746345821461899e-02
4160.054  7.72403e-03   5.2739598707761286e-02
4160.081 -8.68944e-03   5.1742165520896090e-02
4160.108  3.74523e-03   5.0754112142205592e-02
4160.135  2.06893e-02   4.9775503131984623e-02
4160.162  3.49285e-02   4.8806401690610755e-02
4160.189  4.86508e-02   4.7846869611266218e-02
4160.216  8.20000e-02   4.6896967236485142e-02
4160.243  1.50590e-01   4.5956753416363648e-02
4160.270  1.42550e-01   4.5026285464231167e-02
4160.298  1.16526e-01   4.4105619109836215e-02
4160.325  8.71554e-02   4.3194808455119936e-02
4160.352  6.20258e-02   4.2293905931578335e-02
4160.379  3.83931e-02   4.1402962255410951e-02
4160.406  3.39182e-02   4.0522026380484542e-02
4160.433  3.62265e-02   3.9651145453841172e-02
4160.460  4.70090e-02   3.8790364773618607e-02
4160.487  5.11340e-02   3.7939727740907425e-02
4160.514  4.07695e-02   3.7099275818491623e-02
4160.541  4.90931e-02   3.6269048483511666e-02
4160.568  6.81407e-02   3.5449083183495628e-02
4160.596  4.06452e-02   3.4639415294015957e-02
4160.623 -1.02618e-02   3.3840078074866768e-02
4160.650  6.46982e-03   3.3051102624829215e-02
4160.677  7.54037e-03   3.2272517838933625e-02
4160.704  3.49435e-04   3.1504350367383971e-02
4160.731  1.17600e-02   3.0746624573376905e-02
4160.758  1.60540e-02   2.9999362489866187e-02
4160.785  2.51200e-02   2.9262583778879258e-02
4160.812  2.41939e-02   2.8536305693205036e-02
4160.839  3.55608e-02   2.7820543034281536e-02
4160.867 -1.31521e-02   2.7115308115862297e-02
4160.894 -4.25957e-02   2.6420610723923259e-02
4160.921  1.75585e-02   2.5736458079854529e-02
4160.948  4.12971e-02   2.5062854805586038e-02
4160.975  5.39894e-02   2.4399802888465497e-02
4161.002  5.04928e-02   2.3747301645971015e-02
4161.029  6.32879e-02   2.3105347693168184e-02
4161.056  1.16507e-01   2.2473934912247005e-02
4161.083  1.00353e-01   2.1853054422229398e-02
4161.110  3.30554e-02   2.1242694548917265e-02
4161.138  4.88228e-02   2.0642840797733517e-02
4161.165  6.12423e-02   2.0053475829264117e-02
4161.192  3.48977e-02   1.9474579433226637e-02
4161.219  1.80336e-02   1.8906128507649785e-02
4161.246  3.46291e-03   1.8348097036563954e-02
4161.273  5.01680e-03   1.7800456071238716e-02
4161.300  5.60461e-03   1.7263173713964745e-02
4161.327  5.69048e-03   1.6736215102937005e-02
4161.354  6.97689e-03   1.6219542398327097e-02
4161.381  9.81829e-03   1.5713114771619262e-02
4161.408  2.32525e-02   1.5216888397702836e-02
4161.436  3.78212e-02   1.4730816448483966e-02
4161.463  1.20846e-02   1.4254849088091399e-02
4161.490  3.59547e-03   1.3788933471535080e-02
4161.517  3.25772e-02   1.3333013746633695e-02
4161.544  3.19176e-02   1.2887031056417532e-02
4161.571  2.58292e-02   1.2450923546558662e-02
4161.598  3.93585e-02   1.2024626373359104e-02
4161.625  5.23847e-02   1.1608071715460565e-02
4161.652  6.11524e-02   1.1201188790058962e-02
4161.679  1.08107e-02   1.0803903868821296e-02
4161.707 -4.10159e-02   1.0416140298904803e-02
4161.734  1.59232e-02   1.0037818527303644e-02
4161.761  5.92387e-02   9.6688561266973089e-03
4161.788  1.04874e-01   9.3091678262430238e-03
4161.815  7.09369e-02   8.9586655439310367e-03
4161.842  1.52655e-02   8.6172584230909156e-03
4161.869 -3.38909e-02   8.2848528726357437e-03
4161.896 -4.12648e-02   7.9613526093074531e-03
4161.923  3.65329e-02   7.6466587047534784e-03
4161.950  2.97613e-02   7.3406696346222794e-03
4161.978  8.04207e-05   7.0432813316567752e-03
4162.005  4.91906e-04   6.7543872431734299e-03
4162.032 -6.09009e-03   6.4738783899934730e-03
4162.059 -5.57492e-02   6.2016434301071779e-03
4162.086 -7.91971e-03   5.9375687258930521e-03
4162.113  4.69075e-02   5.6815384137896300e-03
4162.140  3.76556e-02   5.4334344784158564e-03
4162.167  2.76620e-02   5.1931368290692318e-03
4162.194 -1.42965e-02   4.9605233800968165e-03
4162.221 -8.72648e-03   4.7354701347828093e-03
4162.248 -4.00289e-03   4.5178512717024173e-03
4162.276 -2.38432e-02   4.3075392350897489e-03
4162.303 -1.88381e-02   4.1044048275151413e-03
4162.330  1.89933e-02   3.9083173059374478e-03
4162.357  3.19575e-02   3.7191444812061957e-03
4162.384  3.98180e-02   3.5367528192918373e-03
4162.411 -2.13054e-02   3.3610075459832764e-03
4162.438 -4.03044e-02   3.1917727542421573e-03
4162.465 -1.33617e-02   3.0289115135166030e-03
4162.492 -2.07462e-02   2.8722859819665988e-03
4162.519 -2.60946e-02   2.7217575203444945e-03
4162.547  1.74278e-02   2.5771868082119327e-03
4162.574  3.72145e-02   2.4384339621274366e-03
4162.601  3.12765e-02   2.3053586551226735e-03
4162.628  8.91732e-03   2.1778202381128524e-03
4162.655 -1.34424e-02   2.0556778621934209e-03
4162.682  3.38823e-03   1.9387906022206266e-03
4162.709 -8.52127e-03   1.8270175815118949e-03
4162.736 -3.57184e-02   1.7202180966411152e-03
4162.763 -4.65632e-02   1.6182517430279137e-03
4162.790 -5.21854e-02   1.5209785407091785e-03
4162.818 -3.08432e-02   1.4282590597825514e-03
4162.845 -1.50039e-02   1.3399545457885354e-03
4162.872 -2.31175e-02   1.2559270442337954e-03
4162.899  6.66999e-03   1.1760395243966464e-03
4162.926  1.61814e-02   1.1001560020293898e-03
4162.953 -3.87220e-03   1.0281416604586927e-03
4162.980  2.17393e-02   9.5986297018158548e-04
4163.007  7.37730e-02   8.9518780628493951e-04
4163.034  5.82982e-02   8.3398556368467693e-04
4163.061  3.55798e-02   7.7612726990496778e-04
4163.088  2.73198e-02   7.2148569477229038e-04
4163.116  3.27958e-02   6.6993545715150152e-04
4163.143  4.82983e-02   6.2135312827048099e-04
4163.170  1.53489e-02   5.7561733125723784e-04
4163.197 -1.37755e-02   5.3260883683487804e-04
4163.224  6.63460e-02   4.9221065468950018e-04
4163.251  6.64484e-02   4.5430812042816993e-04
4163.278  4.01300e-02   4.1878897782699322e-04
4163.305  3.40679e-02   3.8554345605423216e-04
4163.332  1.48783e-02   3.5446434179177460e-04
4163.359 -3.70831e-02   3.2544704589620825e-04
4163.387 -1.45633e-02   2.9838966451726454e-04
4163.414  1.73137e-02   2.7319303449049799e-04
4163.441  6.82456e-05   2.4976078272534089e-04
4163.468 -8.40997e-03   2.2799936959919313e-04
4163.495 -3.04485e-02   2.0781812616901864e-04
4163.522  2.32986e-02   1.8912928507151683e-04
4163.549  7.42715e-02   1.7184800510875416e-04
4163.576  3.04221e-02   1.5589238939117228e-04
4163.603  2.57739e-02   1.4118349706940831e-04
4163.630  4.45698e-02   1.2764534862986989e-04
4163.658  2.85452e-02   1.1520492475378187e-04
4163.685  1.51351e-02   1.0379215883326608e-04
4163.712  1.51611e-02   9.3339923172920021e-05
4163.739  5.99533e-03   8.3784009014196422e-05
4163.766 -8.28338e-03   7.5063100506046258e-05
4163.793 -8.58675e-03   6.7118742744169530e-05
4163.820 -6.58666e-03   5.9895304103762647e-05
4163.847  1.02149e-02   5.3339933050696065e-05
4163.874 -1.35408e-02   4.7402509655944371e-05
4163.901 -4.77648e-02   4.2035592087373013e-05
4163.928  1.51907e-02   3.7194358336765795e-05
4163.956  5.02010e-02   3.2836543497001434e-05
4163.983  3.27893e-02   2.8922372900567885e-05
4164.010 -1.04597e-02   2.5414491455128496e-05
4164.037 -6.05551e-02   2.2277889528471993e-05
4164.064 -1.53474e-02   1.9479825753694664e-05
4164.091 -3.56307e-03   1.6989747128382405e-05
4164.118 -3.35941e-02   1.4779206794326545e-05
4164.145  2.47522e-03   1.2821779891026188e-05
4164.172  2.92273e-03   1.1092977883000777e-05
4164.199 -1.34352e-02   9.5701617570296762e-06
4164.227 -1.36567e-02   8.2324544848298399e-06
4164.254  4.28308e-03   7.0606531469832215e-06
4164.281 -1.03747e-02   6.0371410996421182e-06
4164.308 -1.98995e-02   5.1458005622920198e-06
4164.335  2.03513e-02   4.3719259876445666e-06
4164.362  1.84794e-02   3.7021385611649805e-06
4164.389 -2.28603e-03   3.1243021600050438e-06
4164.416 -3.29709e-02   2.6274410819551151e-06
4164.443 -3.08077e-02   2.2016598314817476e-06
4164.470  6.84958e-02   1.8380652268327531e-06
4164.498  2.57731e-02   1.5286910665683899e-06
4164.525 -6.36600e-02   1.2664255674091440e-06
4164.552  1.05251e-02   1.0449417565735493e-06
4164.579  2.11447e-02   8.5863097339551583e-07
4164.606 -1.24936e-02   7.0253960634402724e-07
4164.633 -5.89694e-02   5.7230916154578123e-07
4164.660 -9.33761e-02   4.6411973067847374e-07
4164.687 -4.95699e-03   3.7463689709517568e-07
4164.714  4.37413e-02   3.0096209169052130e-07
4164.741  6.50320e-02   2.4058638355714219e-07
4164.768  3.06495e-02   1.9134766557954632e-07
4164.796 -5.89803e-03   1.5139117168606783e-07
4164.823 -9.14579e-03   1.1913324123817505e-07
4164.850 -3.09668e-03   9.3228226794304582e-08
4164.877  1.11510e-02   7.2538424578968579e-08
4164.904 -2.76096e-02   5.6106892381776271e-08
4164.931 -2.95005e-02   4.3133007577370121e-08
4164.958  5.00644e-02   3.2950608406129609e-08
4164.985  2.79045e-02   2.5008554534799324e-08
4165.012 -1.44676e-02   1.8853538322227946e-08
4165.039  2.40842e-02   1.4114975890125101e-08
4165.067  1.28324e-03   1.0491807039844114e-08
4165.094 -6.96720e-02   7.7410350301432780e-09
4165.121 -1.66848e-02   5.6678410756149195e-09
4165.148  1.50279e-02   4.1171139094594940e-09
4165.175  3.48131e-03   2.9662416692615569e-09
4165.202 -6.95584e-03   2.1190214489787008e-09
4165.229 -2.13319e-02   1.5005508777606806e-09
4165.256  1.86596e-02   1.0529757850859194e-09
4165.283  4.16645e-02   7.3197816065464507e-10
4165.310  1.26582e-02   5.0389898545779961e-10
4165.338  1.90543e-03   3.4340088993695287e-10
4165.365 -7.16082e-03   2.3158580153625025e-10
4165.392 -2.91422e-02   1.5449261108112989e-10
4165.419 -6.34907e-03   1.0190928158556070e-10
4165.446  5.63740e-02   6.6442633782229776e-11
4165.473  2.04009e-02   4.2797189370230897e-11
4165.500 -9.80277e-03   2.7221880974422581e-11
4165.527 -4.02026e-02   1.7090118259506426e-11
4165.554 -3.63632e-02   1.0584625983811270e-11
4165.581 -8.90722e-03   6.4636559330205024e-12
4165.608  4.45049e-02   3.8896511550652182e-12
4165.636  5.37508e-02   2.3052522426504827e-12
4165.663  1.43050e-02   1.3447378090464355e-12
4165.690  3.52158e-02   7.7161714382287042e-13
4165.717  4.20896e-02   4.3513133835392691e-13
4165.744  2.50319e-03   2.4044673636729624e-13
4165.771 -1.13516e-02   1.2939612787975240e-13
4165.798 -7.71180e-03   6.7592893500038640e-14
4165.825 -4.01574e-03   3.4433097528944946e-14
4165.852  3.17804e-03   1.7204531536689507e-14
4165.879  3.69244e-02   8.4444523826632241e-15
4165.907  7.27453e-03   4.0678043073189138e-15
4165.934 -3.64540e-02   1.9202005332283109e-15
4165.961 -2.63804e-02   8.8672474387071413e-16
4165.988 -1.26540e-02   3.9982599443103246e-16
4166.015  7.07759e-04   1.7566421952627545e-16
4166.042  5.72213e-02   7.5022773769732532e-17
4166.069  9.74768e-02   3.1060316724749969e-17
4166.096  4.53961e-02   1.2425432106219451e-17
4166.123  2.91927e-02   4.7842351484704249e-18
4166.150  3.37862e-02   1.7645324800426084e-18
4166.178  4.24469e-02   6.1969932591682158e-19
4166.205  5.98023e-02   2.0569950744644524e-19
4166.232  1.05505e-01   6.3933329778853671e-20
4166.259  3.89954e-02   1.8390309378443139e-20
4166.286 -3.01477e-02   4.8255166607706794e-21
4166.313 -8.01536e-03   1.1349203709027923e-21
4166.340 -1.10226e-02   2.3431063287114200e-22
4166.367 -3.08390e-02   4.1450984309053906e-23
4166.394 -4.50652e-02   6.1146291365616940e-24
4166.421 -2.50917e-02   7.2984683030803255e-25
4166.448  2.58997e-02   6.8181211691071591e-26
4166.476  1.93519e-02   4.7957528758692695e-27
4166.503  6.02886e-03   2.4132733974392110e-28
4166.530  1.31822e-02   8.0197664218102997e-30
4166.557  1.74689e-02   1.5309757126610338e-31
4166.584  2.15364e-02   1.3156965413294104e-33
4166.611 -9.97156e-03   3.4415754492476353e-36
4166.638 -3.65361e-02   1.5998164946014357e-39
4166.665 -2.28745e-02   6.6809543429704262e-44
4166.692 -1.85337e-02   1.0325844453358996e-49
4166.719 -1.77425e-02   1.8058406533410599e-57
4166.747 -1.62102e-02   7.3025011486287682e-68
4166.774 -9.61257e-03   8.2107695753465409e-82
4166.801  1.24696e-02  1.5445516902366371e-100
4166.828  1.16636e-02  1.1908837733143797e-125
4166.855  1.44024e-02  2.8929383416659372e-159
4166.882  1.43320e-02  3.8514141109721091e-204
4166.909  4.25537e-02  7.3608333243089812e-264
4166.936  7.87903e-02   0.0000000000000000e+00
4166.963  1.36240e-03   0.0000000000000000e+00
4166.990 -3.42458e-02   0.0000000000000000e+00
4167.018 -1.70933e-02   0.0000000000000000e+00
4167.045 -9.19562e-03   0.0000000000000000e+00
4167.072 -1.08476e-02   0.0000000000000000e+00
4167.099 -3.20024e-02   0.0000000000000000e+00
4167.126 -5.58220e-03   0.0000000000000000e+00
4167.153  4.31947e-02   0.0000000000000000e+00
4167.180  7.87044e-03   0.0000000000000000e+00
4167.207 -1.37712e-02   0.0000000000000000e+00
4167.234 -1.73215e-02   0.0000000000000000e+00
4167.261  4.46860e-02   0.0000000000000000e+00
4167.288  8.62810e-02   0.0000000000000000e+00
4167.316 -4.39415e-04   0.0000000000000000e+00
4167.343 -1.65628e-02   0.0000000000000000e+00
4167.370 -1.29562e-02   0.0000000000000000e+00
4167.397 -5.81644e-03   0.0000000000000000e+00
4167.424  1.38501e-02   0.0000000000000000e+00
4167.451  5.90219e-02   0.0000000000000000e+00
4167.478  8.76736e-03   0.0000000000000000e+00
4167.505 -2.33165e-02   0.0000000000000000e+00
4167.532  2.81861e-02   0.0000000000000000e+00
4167.559  2.43003e-02   0.0000000000000000e+00
4167.587  8.68757e-03   0.0000000000000000e+00
4167.614 -2.33381e-02   0.0000000000000000e+00
4167.641 -1.65698e-02   0.0000000000000000e+00
4167.668  6.46342e-02   0.0000000000000000e+00
4167.695  1.60239e-02   0.0000000000000000e+00
