#
# Keck ESI Spectrum of Quasar J1306+0356, z=6.016
#
# Source: Fan et al. 2001, AJ, 122, 2833
#         provided by the authors
#
# Wavelengths: 3901-10930 Angstroms
#
# wave - wavelength in Agnstroms
# flam - Flux in scaled F-lambda units
# sig - uncertainty on flam
wave          flam     sig
6549.88222182 0.00467543 0.0235542
6553.68133327 0.00121456 0.022872
6557.48044472 0.0439286 0.0231892
6561.27955617 0.0573235 0.0223402
6565.07866763 0.0879638 0.0235023
6568.87777908 0.130674 0.0243642
6572.67689053 0.0934948 0.0268518
6576.47600198 0.0901309 0.0265807
6580.27511344 0.127837 0.026241
6584.07422489 0.0785595 0.0250575
6587.87333634 0.0543799 0.0244505
6591.67244779 0.0832923 0.0242953
6595.47155925 0.116345 0.0236334
6599.2706707 0.149308 0.0244249
6603.06978215 0.19647 0.0235844
6606.8688936 0.176761 0.023687
6610.66800506 0.12791 0.0228387
6614.46711651 0.158797 0.0225836
6618.26622796 0.12634 0.0226115
6622.06533941 0.103994 0.0223909
6625.86445086 0.156877 0.0223415
6629.66356232 0.120755 0.0221802
6633.46267377 0.0660165 0.0219025
6637.26178522 0.0293711 0.0216257
6641.06089667 0.0175314 0.0207617
6644.86000813 0.0654276 0.0205011
6648.65911958 0.0877329 0.020278
6652.45823103 0.0460816 0.0202521
6656.25734248 0.00900421 0.0200022
6660.05645394 0.00684211 0.0199937
6663.85556539 0.0414329 0.0198242
6667.65467684 0.147839 0.0195274
6671.45378829 0.298514 0.0193469
6675.25289975 0.389847 0.0193395
6679.0520112 0.333512 0.0193251
6682.85112265 0.201755 0.0195113
6686.6502341 0.145996 0.0196924
6690.44934555 0.15801 0.0195321
6694.24845701 0.127839 0.0192272
6698.04756846 0.0961562 0.0190526
6701.84667991 0.0537958 0.0193075
6705.64579136 0.00919502 0.0190593
6709.44490282 0.0580086 0.0185221
6713.24401427 0.110909 0.018125
6717.04312572 0.0775397 0.0180487
6720.84223717 0.0509736 0.0181945
6724.64134863 0.097363 0.018347
6728.44046008 0.113194 0.0183543
6732.23957153 0.117467 0.0183687
6736.03868298 0.140716 0.0182454
6739.83779444 0.20652 0.0184471
6743.63690589 0.322253 0.0179957
6747.43601734 0.281848 0.017756
6751.23512879 0.197267 0.017488
6755.03424024 0.212706 0.0177002
6758.8333517 0.188194 0.01771
6762.63246315 0.106028 0.0176063
6766.4315746 0.0957069 0.0172413
6770.23068605 0.121795 0.0171838
6774.02979751 0.0941954 0.0170872
6777.82890896 0.0825228 0.0170657
6781.62802041 0.0997164 0.0168525
6785.42713186 0.0515666 0.0165778
6789.22624332 0.0116721 0.0165975
6793.02535477 0.11199 0.0166555
6796.82446622 0.234926 0.0168605
6800.62357767 0.206234 0.017233
6804.42268913 0.0834779 0.0172329
6808.22180058 0.011386 0.0171639
6812.02091203 -0.00626324 0.0168799
6815.82002348 -0.00900901 0.0167815
6819.61913493 0.00120997 0.0164552
6823.41824639 -0.00340724 0.0174572
6827.21735784 -0.00339813 0.0190403
6831.01646929 0.062108 0.0219292
6834.81558074 0.0883861 0.0199716
6838.6146922 0.0433481 0.0188258
6842.41380365 0.0569186 0.0172895
6846.2129151 0.099018 0.0172248
6850.01202655 0.0665449 0.0167331
6853.81113801 0.0547473 0.0166569
6857.61024946 0.137909 0.0172573
6861.40936091 0.201357 0.0186041
6865.20847236 0.100849 0.0201839
6869.00758382 -0.0226752 0.0209399
6872.80669527 0.0235621 0.0199846
6876.60580672 0.116431 0.0195052
6880.40491817 0.148049 0.0183907
6884.20402962 0.109781 0.0187721
6888.00314108 0.0510704 0.0186756
6891.80225253 0.0191205 0.0190986
6895.60136398 -0.0125049 0.0190263
6899.40047543 0.0833551 0.0190715
6903.19958689 0.212008 0.0183329
6906.99869834 0.113853 0.0180332
6910.79780979 0.0644902 0.0177584
6914.59692124 0.159179 0.0178577
6918.3960327 0.144349 0.0184162
6922.19514415 0.0596944 0.0177173
6925.9942556 0.0699949 0.0176214
6929.79336705 0.130804 0.0165103
6933.59247851 0.140667 0.0169472
6937.39158996 0.0657523 0.0176154
6941.19070141 -0.00146926 0.0179522
6944.98981286 -0.00482006 0.0192317
6948.78892431 0.0082498 0.0185743
6952.58803577 0.0331962 0.0189162
6956.38714722 0.0781365 0.017586
6960.18625867 0.114264 0.0176365
6963.98537012 0.14686 0.0176828
6967.78448158 0.220656 0.0182076
6971.58359303 0.240791 0.018041
6975.38270448 0.143452 0.0188555
6979.18181593 0.0053398 0.0183618
6982.98092739 0.064216 0.0186638
6986.78003884 0.191091 0.0174089
6990.57915029 0.128528 0.0173667
6994.37826174 0.0295023 0.017468
6998.1773732 -0.00339887 0.0179452
7001.97648465 0.0539363 0.018186
7005.7755961 0.217713 0.0187332
7009.57470755 0.222653 0.0185008
7013.373819 0.0639258 0.0179789
7017.17293046 -0.00435971 0.0175932
7020.97204191 -0.00293085 0.0174915
7024.77115336 0.00900153 0.0180841
7028.57026481 0.0562192 0.0177409
7032.36937627 0.119801 0.0179362
7036.16848772 0.143235 0.0177296
7039.96759917 0.18808 0.0182189
7043.76671062 0.262261 0.0192788
7047.56582208 0.243626 0.0197597
7051.36493353 0.159978 0.0199051
7055.16404498 0.2745 0.0186745
7058.96315643 0.374222 0.018514
7062.76226789 0.250467 0.0184413
7066.56137934 0.157781 0.0188361
7070.36049079 0.128052 0.0190764
7074.15960224 0.0584827 0.0191431
7077.95871369 0.0427253 0.019195
7081.75782515 0.116585 0.0186011
7085.5569366 0.171595 0.0189038
7089.35604805 0.110496 0.0184701
7093.1551595 0.0385398 0.018651
7096.95427096 0.026791 0.0180106
7100.75338241 0.0289442 0.0182118
7104.55249386 0.032028 0.0185543
7108.35160531 0.0285569 0.0185794
7112.15071677 0.010466 0.0187108
7115.94982822 -0.0189654 0.0186745
7119.74893967 -0.0317457 0.0190135
7123.54805112 -0.0159199 0.019387
7127.34716258 0.00425669 0.0192773
7131.14627403 0.0134271 0.0194624
7134.94538548 0.0187133 0.0189622
7138.74449693 0.0170027 0.0194569
7142.54360838 0.00321235 0.0197568
7146.34271984 -0.00138581 0.0201491
7150.14183129 -0.00352764 0.0195311
7153.94094274 -0.0049841 0.0193422
7157.74005419 -0.00308079 0.0194999
7161.53916565 -0.00388039 0.0201871
7165.3382771 0.00256786 0.0204533
7169.13738855 0.015385 0.0206237
7172.9365 0.0275029 0.0205728
7176.73561146 0.0297396 0.0204244
7180.53472291 0.038047 0.0204136
7184.33383436 0.0726287 0.0201595
7188.13294581 0.0996599 0.0200996
7191.93205727 0.0868632 0.019751
7195.73116872 0.11261 0.0199643
7199.53028017 0.243207 0.0199333
7203.32939162 0.275431 0.0199914
7207.12850307 0.183781 0.0196233
7210.92761453 0.21704 0.0194769
7214.72672598 0.24324 0.0193379
7218.52583743 0.203079 0.0197422
7222.32494888 0.278481 0.0200548
7226.12406034 0.291164 0.0205806
7229.92317179 0.216114 0.0206324
7233.72228324 0.319416 0.021565
7237.52139469 0.453138 0.0244518
7241.32050615 0.344342 0.0284239
7245.1196176 0.241545 0.026921
7248.91872905 0.323972 0.0246504
7252.7178405 0.279557 0.0220295
7256.51695196 0.195755 0.021493
7260.31606341 0.39102 0.0205611
7264.11517486 0.705391 0.0204086
7267.91428631 0.711045 0.0207322
7271.71339776 0.544826 0.0229196
7275.51250922 0.535318 0.0227286
7279.31162067 0.528206 0.0240693
7283.11073212 0.365191 0.0218449
7286.90984357 0.142108 0.0216216
7290.70895503 0.0105686 0.0207696
7294.50806648 0.0144357 0.0214136
7298.30717793 0.103747 0.0236481
7302.10628938 0.13293 0.025381
7305.90540084 0.144934 0.0255846
7309.70451229 0.171402 0.024035
7313.50362374 0.14592 0.025028
7317.30273519 0.233384 0.0236597
7321.10184665 0.369889 0.0227784
7324.9009581 0.430968 0.0226719
7328.70006955 0.430375 0.0231523
7332.499181 0.244723 0.0235735
7336.29829245 0.196244 0.0238459
7340.09740391 0.213028 0.0231015
7343.89651536 0.0744248 0.0229244
7347.69562681 0.0346361 0.0206922
7351.49473826 0.0563785 0.0205651
7355.29384972 0.0271278 0.0221514
7359.09296117 -0.0123695 0.0215189
7362.89207262 0.0332102 0.021707
7366.69118407 0.212635 0.0217234
7370.49029553 0.603926 0.0214474
7374.28940698 0.627752 0.020701
7378.08851843 0.345408 0.0189859
7381.88762988 0.233861 0.0185532
7385.68674133 0.248967 0.0185029
7389.48585279 0.152447 0.019473
7393.28496424 0.16946 0.0196503
7397.08407569 0.444962 0.0211975
7400.88318714 0.579599 0.0194612
7404.6822986 0.310405 0.0189621
7408.48141005 0.0787456 0.0172909
7412.2805215 0.0120126 0.0171702
7416.07963295 0.164627 0.0172067
7419.87874441 0.431684 0.0169525
7423.67785586 0.556019 0.0169014
7427.47696731 0.563988 0.0174662
7431.27607876 0.470228 0.0174029
7435.07519022 0.317755 0.0188364
7438.87430167 0.119179 0.0175708
7442.67341312 0.0217244 0.0177579
7446.47252457 0.045526 0.0159713
7450.27163602 0.0283456 0.015304
7454.07074748 0.0645026 0.0150944
7457.86985893 0.235469 0.0156636
7461.66897038 0.32157 0.0170075
7465.46808183 0.181524 0.0175283
7469.26719329 0.113992 0.0184687
7473.06630474 0.09106 0.0176205
7476.86541619 0.103176 0.018794
7480.66452764 0.340445 0.0179442
7484.4636391 0.7155 0.0176018
7488.26275055 0.785643 0.0163134
7492.061862 0.622106 0.0156993
7495.86097345 0.374951 0.0155602
7499.66008491 0.265875 0.0150482
7503.45919636 0.238039 0.0142949
7507.25830781 0.134227 0.0141931
7511.05741926 0.0785185 0.0143165
7514.85653071 0.113062 0.0151988
7518.65564217 0.0721248 0.0166545
7522.45475362 0.0151197 0.0177643
7526.25386507 0.0419437 0.0184757
7530.05297652 0.125712 0.016452
7533.85208798 0.158942 0.0152847
7537.65119943 0.101935 0.0147958
7541.45031088 0.148664 0.0146972
7545.24942233 0.254193 0.0145548
7549.04853379 0.163405 0.0141326
7552.84764524 0.0776725 0.0147403
7556.64675669 0.110416 0.0148899
7560.44586814 0.0830742 0.0146184
7564.2449796 0.0895672 0.0144253
7568.04409105 0.209418 0.0158595
7571.8432025 0.257547 0.0163146
7575.64231395 0.200538 0.0156283
7579.4414254 0.177667 0.0140893
7583.24053686 0.12973 0.014463
7587.03964831 0.201079 0.0144195
7590.83875976 0.284749 0.015714
7594.63787121 0.247444 0.0179552
7598.43698267 0.270172 0.0244566
7602.23609412 0.319687 0.0319972
7606.03520557 0.122022 0.030653
7609.83431702 0.0391397 0.0274236
7613.63342848 0.058985 0.0222634
7617.43253993 0.0557606 0.0196932
7621.23165138 0.0452355 0.0192538
7625.03076283 0.0433117 0.0216907
7628.82987429 0.048417 0.0225884
7632.62898574 0.189551 0.0221506
7636.42809719 0.392115 0.0201567
7640.22720864 0.402609 0.0196667
7644.02632009 0.204256 0.0185431
7647.82543155 0.104697 0.0176194
7651.624543 0.0999334 0.0167523
7655.42365445 0.0508123 0.0159194
7659.2227659 0.138342 0.0159624
7663.02187736 0.330406 0.0148992
7666.82098881 0.253862 0.0145075
7670.62010026 0.101354 0.0132758
7674.41921171 0.0577357 0.0132725
7678.21832317 0.078655 0.013709
7682.01743462 0.118103 0.014393
7685.81654607 0.181848 0.0149739
7689.61565752 0.250299 0.014873
7693.41476898 0.209268 0.0148629
7697.21388043 0.133054 0.0148933
7701.01299188 0.183971 0.0144349
7704.81210333 0.233628 0.0138586
7708.61121478 0.182647 0.0151783
7712.41032624 0.0735759 0.0187608
7716.20943769 0.125238 0.0217832
7720.00854914 0.317002 0.0204704
7723.80766059 0.315336 0.0173593
7727.60677205 0.175058 0.0161977
7731.4058835 0.123456 0.0155457
7735.20499495 0.118783 0.0148399
7739.0041064 0.0781532 0.0147846
7742.80321786 0.0270125 0.0142716
7746.60232931 0.00641453 0.0167075
7750.40144076 -0.0156071 0.0165654
7754.20055221 -0.0497709 0.0181885
7757.99966367 -0.0201802 0.0161866
7761.79877512 0.0626061 0.0156597
7765.59788657 0.189613 0.0150135
7769.39699802 0.333419 0.0164722
7773.19610947 0.225226 0.0177786
7776.99522093 0.0215268 0.0196137
7780.79433238 0.0275912 0.0161414
7784.59344383 0.0119923 0.0159167
7788.39255528 -0.0121701 0.0159944
7792.19166674 -0.018382 0.0175222
7795.99077819 0.0946324 0.016665
7799.78988964 0.216271 0.0152594
7803.58900109 0.316345 0.0155235
7807.38811255 0.529207 0.0165626
7811.187224 0.768925 0.0170698
7814.98633545 0.835163 0.0164525
7818.7854469 0.71065 0.0183264
7822.58455836 0.283278 0.0173035
7826.38366981 0.0798256 0.016423
7830.18278126 0.0946281 0.0145956
7833.98189271 0.223513 0.0147141
7837.78100416 0.360621 0.0162828
7841.58011562 0.24704 0.0159935
7845.37922707 0.0540966 0.0170599
7849.17833852 0.022229 0.0180514
7852.97744997 0.0576145 0.0187594
7856.77656143 0.0605214 0.0206215
7860.57567288 0.054785 0.0166561
7864.37478433 0.0470304 0.0180595
7868.17389578 0.0202329 0.0176287
7871.97300724 0.0250029 0.0177431
7875.77211869 0.0434475 0.0183546
7879.57123014 0.0385453 0.0179309
7883.37034159 0.0226922 0.0203766
7887.16945305 0.0157114 0.0200613
7890.9685645 0.0461803 0.019475
7894.76767595 0.0526091 0.0179526
7898.5667874 0.0327411 0.0159274
7902.36589885 0.101719 0.0156861
7906.16501031 0.223585 0.0162593
7909.96412176 0.262313 0.0194292
7913.76323321 0.169975 0.0193534
7917.56234466 0.106181 0.0225293
7921.36145612 0.172723 0.0181138
7925.16056757 0.250686 0.0187515
7928.95967902 0.254099 0.0182124
7932.75879047 0.175588 0.0179713
7936.55790193 0.128728 0.0172144
7940.35701338 0.102344 0.0160223
7944.15612483 0.0464034 0.0173776
7947.95523628 0.0243363 0.0180438
7951.75434774 0.0635837 0.0174879
7955.55345919 0.0806075 0.016139
7959.35257064 0.0618693 0.0164973
7963.15168209 0.0238665 0.0183409
7966.95079354 0.0639473 0.0193935
7970.749905 0.0916691 0.0183515
7974.54901645 0.0150945 0.0190519
7978.3481279 -0.0125826 0.018794
7982.14723935 0.0514823 0.0189332
7985.94635081 0.0589489 0.0170759
7989.74546226 0.0899674 0.0192921
7993.54457371 0.233064 0.0198423
7997.34368516 0.237149 0.020603
8001.14279662 0.0888945 0.0180943
8004.94190807 0.0225558 0.0172228
8008.74101952 0.0485881 0.0176133
8012.54013097 0.0507506 0.0178341
8016.33924243 0.0333084 0.0189492
8020.13835388 0.0384402 0.0189508
8023.93746533 0.0492089 0.0208432
8027.73657678 0.242073 0.0201053
8031.53568823 0.347874 0.019171
8035.33479969 0.169246 0.0168773
8039.13391114 0.104832 0.0166128
8042.93302259 0.163275 0.0163594
8046.73213404 0.0997346 0.0174247
8050.5312455 0.0824631 0.0177775
8054.33035695 0.152444 0.0178703
8058.1294684 0.152323 0.0187608
8061.92857985 0.144515 0.0183116
8065.72769131 0.0843479 0.0181642
8069.52680276 0.0756782 0.0165443
8073.32591421 0.151943 0.0169706
8077.12502566 0.128277 0.0171553
8080.92413712 0.0186314 0.0177601
8084.72324857 -0.0111766 0.0172214
8088.52236002 0.0045303 0.0180647
8092.32147147 0.0425285 0.017922
8096.12058292 0.10387 0.0184574
8099.91969438 0.0983927 0.019101
8103.71880583 0.15645 0.0186599
8107.51791728 0.218098 0.0184009
8111.31702873 0.105851 0.0172507
8115.11614019 0.0113966 0.0174907
8118.91525164 0.177527 0.0176846
8122.71436309 0.412435 0.0179786
8126.51347454 0.328696 0.0178845
8130.312586 0.152596 0.0179625
8134.11169745 0.198749 0.0185826
8137.9108089 0.240307 0.0185778
8141.70992035 0.114916 0.0189648
8145.5090318 0.0639757 0.0185972
8149.30814326 0.243492 0.0186715
8153.10725471 0.379542 0.0182961
8156.90636616 0.227828 0.0182398
8160.70547761 0.0764273 0.0183941
8164.50458907 0.069139 0.0185059
8168.30370052 0.0442 0.0181993
8172.10281197 0.0181417 0.0182723
8175.90192342 0.0325299 0.0181634
8179.70103488 0.115947 0.0184364
8183.50014633 0.170627 0.0186394
8187.29925778 0.162996 0.0186435
8191.09836923 0.164483 0.0189634
8194.89748069 0.125294 0.0187779
8198.69659214 0.0419771 0.0186286
8202.49570359 0.00307125 0.0196418
8206.29481504 0.0126329 0.0217933
8210.09392649 0.0276405 0.025225
8213.89303795 0.00527579 0.0254501
8217.6921494 0.021668 0.0247408
8221.49126085 0.0906571 0.0246394
8225.2903723 0.123154 0.0250658
8229.08948376 0.0623396 0.0247584
8232.88859521 -0.00874886 0.0240695
8236.68770666 -0.00218516 0.0232703
8240.48681811 0.0798455 0.0230171
8244.28592957 0.134652 0.0232016
8248.08504102 0.115321 0.0224055
8251.88415247 0.101088 0.0221794
8255.68326392 0.185661 0.0211541
8259.48237538 0.242815 0.0211386
8263.28148683 0.11167 0.0211263
8267.08059828 -0.0176485 0.021662
8270.87970973 -0.0136782 0.0216432
8274.67882118 0.00588803 0.0238052
8278.47793264 0.0804236 0.0277366
8282.27704409 0.241828 0.0336136
8286.07615554 0.181011 0.0340758
8289.87526699 0.0163708 0.0273491
8293.67437845 -0.0175847 0.0287895
8297.4734899 0.000462988 0.026469
8301.27260135 0.131587 0.0257833
8305.0717128 0.209276 0.0221363
8308.87082426 0.129948 0.0209351
8312.66993571 0.00432291 0.0206616
8316.46904716 0.0109041 0.0199929
8320.26815861 0.0377759 0.0190862
8324.06727007 0.035194 0.0184148
8327.86638152 0.188158 0.0179871
8331.66549297 0.485058 0.0181241
8335.46460442 0.628806 0.0189765
8339.26371587 0.6429 0.0221602
8343.06282733 0.609443 0.0230478
8346.86193878 0.561789 0.0251006
8350.66105023 0.553506 0.0222309
8354.46016168 0.262509 0.0210006
8358.25927314 0.165111 0.0204272
8362.05838459 0.450102 0.0210009
8365.85749604 0.563658 0.0199155
8369.65660749 0.468873 0.0181772
8373.45571895 0.610788 0.0170904
8377.2548304 0.855698 0.0195662
8381.05394185 0.650861 0.0199168
8384.8530533 0.341067 0.0198348
8388.65216476 0.530812 0.0173671
8392.45127621 0.727076 0.0168301
8396.25038766 0.699403 0.0184114
8400.04949911 0.315405 0.0173908
8403.84861056 0.0227755 0.0171288
8407.64772202 0.00787767 0.0148537
8411.44683347 -0.00099011 0.0168137
8415.24594492 0.0169951 0.016761
8419.04505637 0.164172 0.0176384
8422.84416783 0.267483 0.0158976
8426.64327928 0.292894 0.0189819
8430.44239073 0.512618 0.0193092
8434.24150218 1.23476 0.0192202
8438.04061364 1.50314 0.0156064
8441.83972509 1.19703 0.015766
8445.63883654 0.892617 0.0159897
8449.43794799 1.13404 0.0187392
8453.23705945 1.69943 0.0178261
8457.0361709 1.69289 0.017974
8460.83528235 1.21715 0.0183253
8464.6343938 0.833775 0.0177206
8468.43350525 1.48689 0.0180213
8472.23261671 1.91441 0.0154805
8476.03172816 1.19495 0.0148273
8479.83083961 0.486652 0.0140248
8483.62995106 0.803358 0.01462
8487.42906252 2.3387 0.0163466
8491.22817397 4.00441 0.0191458
8495.02728542 4.29381 0.019741
8498.82639687 4.33895 0.0199454
8502.62550833 4.4105 0.0203893
8506.42461978 4.03979 0.019149
8510.22373123 3.72512 0.0178106
8514.02284268 4.0072 0.0161775
8517.82195414 4.35404 0.0162771
8521.62106559 3.81892 0.0153937
8525.42017704 2.77673 0.0150463
8529.21928849 2.82321 0.0148254
8533.01839994 4.00423 0.016148
8536.8175114 4.72934 0.0174757
8540.61662285 4.78304 0.0171246
8544.4157343 4.82059 0.0181859
8548.21484575 4.61646 0.0175485
8552.01395721 4.19956 0.0179286
8555.81306866 3.86459 0.015481
8559.61218011 3.68848 0.0148591
8563.41129156 3.72232 0.0147993
8567.21040302 3.39913 0.0150942
8571.00951447 2.94128 0.0155767
8574.80862592 3.10012 0.0157463
8578.60773737 3.32836 0.0154119
8582.40684883 3.14472 0.0149012
8586.20596028 2.93473 0.0152255
8590.00507173 3.04522 0.015619
8593.80418318 3.22604 0.0170871
8597.60329463 3.20846 0.0162185
8601.40240609 3.21794 0.01611
8605.20151754 3.23801 0.015549
8609.00062899 3.23419 0.0172754
8612.79974044 3.2128 0.0206908
8616.5988519 3.18678 0.0253091
8620.39796335 3.2086 0.0307415
8624.1970748 3.25205 0.034461
8627.99618625 3.26912 0.037797
8631.79529771 3.29722 0.036368
8635.59440916 3.19749 0.0321189
8639.39352061 3.18028 0.0234428
8643.19263206 3.24873 0.0213613
8646.99174352 3.26704 0.0223924
8650.79085497 3.20819 0.0289699
8654.58996642 3.21656 0.0343747
8658.38907787 3.30596 0.032129
8662.18818932 3.36359 0.0296869
8665.98730078 3.38 0.0299151
8669.78641223 3.40221 0.0291279
8673.58552368 3.40086 0.0260816
8677.38463513 3.3657 0.0247156
8681.18374659 3.34328 0.0209861
8684.98285804 3.16585 0.0193499
8688.78196949 2.80792 0.0179243
8692.58108094 2.68928 0.0171893
8696.3801924 3.02433 0.0175641
8700.17930385 3.14693 0.0167755
8703.9784153 2.96546 0.0169405
8707.77752675 2.90056 0.0158536
8711.57663821 2.94653 0.0151979
8715.37574966 2.92472 0.0147092
8719.17486111 2.8368 0.0143171
8722.97397256 2.74193 0.014389
8726.77308401 2.63247 0.0141759
8730.57219547 2.54115 0.01428
8734.37130692 2.44493 0.0141495
8738.17041837 2.34521 0.0146386
8741.96952982 2.29257 0.0145111
8745.76864128 2.2532 0.014352
8749.56775273 2.18752 0.0138554
8753.36686418 2.11822 0.0148874
8757.16597563 2.10449 0.018422
8760.96508709 2.09381 0.02152
8764.76419854 2.05839 0.0273135
8768.56330999 1.90617 0.0192879
8772.36242144 1.66863 0.0213376
8776.1615329 1.52656 0.0193319
8779.96064435 1.72304 0.0186568
8783.7597558 1.75701 0.0152766
8787.55886725 1.65397 0.0157635
8791.3579787 1.69032 0.015477
8795.15709016 1.85298 0.0155659
8798.95620161 1.87498 0.0138119
8802.75531306 1.86707 0.0136244
8806.55442451 1.88639 0.0145244
8810.35353597 1.89741 0.0142721
8814.15264742 1.87288 0.0144715
8817.95175887 1.87298 0.0138612
8821.75087032 1.87954 0.0162914
8825.54998178 1.87498 0.0191284
8829.34909323 1.89402 0.0243339
8833.14820468 1.8972 0.0246835
8836.94731613 1.73931 0.0188443
8840.74642758 1.71403 0.0167258
8844.54553904 1.80633 0.0156285
8848.34465049 1.8511 0.016833
8852.14376194 1.79464 0.0163878
8855.94287339 1.78902 0.0149041
8859.74198485 1.77092 0.0149706
8863.5410963 1.76346 0.017774
8867.34020775 1.80974 0.0174919
8871.1393192 1.76311 0.0165742
8874.93843066 1.7195 0.0139913
8878.73754211 1.75478 0.0142766
8882.53665356 1.79747 0.0169006
8886.33576501 1.68259 0.0177816
8890.13487647 1.54272 0.0177345
8893.93398792 1.57495 0.0155393
8897.73309937 1.63448 0.0164359
8901.53221082 1.62925 0.0182853
8905.33132227 1.59537 0.0186013
8909.13043373 1.6139 0.0170387
8912.92954518 1.60591 0.0165977
8916.72865663 1.57586 0.0186219
8920.52776808 1.62421 0.0191148
8924.32687954 1.64466 0.0193958
8928.12599099 1.62176 0.0163993
8931.92510244 1.644 0.0166069
8935.72421389 1.6649 0.0160523
8939.52332535 1.65278 0.0187101
8943.3224368 1.47971 0.017949
8947.12154825 0.987348 0.0174448
8950.9206597 0.742254 0.0151862
8954.71977116 0.798038 0.0175169
8958.51888261 1.19583 0.0180227
8962.31799406 1.42596 0.0184655
8966.11710551 1.4385 0.0161516
8969.91621696 1.26087 0.0158445
8973.71532842 0.819014 0.0158063
8977.51443987 0.601817 0.0160212
8981.31355132 0.86375 0.0169466
8985.11266277 1.27554 0.0206024
8988.91177423 1.43206 0.0206375
8992.71088568 1.41763 0.0188692
8996.50999713 1.41219 0.0180523
9000.30910858 1.46026 0.0182894
9004.10822004 1.4603 0.0188109
9007.90733149 1.40181 0.0166032
9011.70644294 1.41256 0.0156883
9015.50555439 1.43324 0.0157567
9019.30466585 1.40383 0.0159291
9023.1037773 1.37232 0.0163677
9026.90288875 1.33867 0.0170472
9030.7020002 1.35818 0.0172116
9034.50111165 1.45625 0.0190755
9038.30022311 1.49794 0.0183481
9042.09933456 1.45298 0.0185795
9045.89844601 1.45323 0.0190526
9049.69755746 1.41812 0.0192599
9053.49666892 1.3783 0.0197947
9057.29578037 1.42963 0.0168485
9061.09489182 1.46257 0.017411
9064.89400327 1.4212 0.0181914
9068.69311473 1.19671 0.0191094
9072.49222618 0.806166 0.0178569
9076.29133763 0.576367 0.0172154
9080.09044908 0.619509 0.017325
9083.88956054 0.835324 0.0183698
9087.68867199 0.923246 0.0199103
9091.48778344 0.847377 0.0204707
9095.28689489 0.915119 0.0202744
9099.08600634 1.01298 0.0215188
9102.8851178 1.10753 0.0203464
9106.68422925 1.27869 0.020096
9110.4833407 1.37375 0.0180044
9114.28245215 1.30776 0.0185792
9118.08156361 1.19788 0.0192523
9121.88067506 1.34615 0.0188148
9125.67978651 1.49483 0.0185181
9129.47889796 1.42983 0.0184031
9133.27800942 1.10596 0.0195382
9137.07712087 0.841154 0.0197569
9140.87623232 1.09094 0.0204287
9144.67534377 1.4364 0.0204056
9148.47445523 1.524 0.0227646
9152.27356668 1.53102 0.0237573
9156.07267813 1.57339 0.0263022
9159.87178958 1.54929 0.0241448
9163.67090103 1.48575 0.0225115
9167.47001249 1.51397 0.0210324
9171.26912394 1.53829 0.0212802
9175.06823539 1.43611 0.0224115
9178.86734684 1.10174 0.0218161
9182.6664583 0.761232 0.0207116
9186.46556975 0.708699 0.0196113
9190.2646812 0.976788 0.0200098
9194.06379265 1.3016 0.0202076
9197.86290411 1.41857 0.0208721
9201.66201556 1.425 0.0212457
9205.46112701 1.45681 0.0219484
9209.26023846 1.48021 0.0222689
9213.05934992 1.43253 0.0234517
9216.85846137 1.4335 0.0233947
9220.65757282 1.51282 0.0255605
9224.45668427 1.46112 0.0246361
9228.25579572 1.37138 0.0246637
9232.05490718 1.38143 0.0227019
9235.85401863 1.43258 0.0230073
9239.65313008 1.50712 0.022676
9243.45224153 1.47009 0.023234
9247.25135299 1.35506 0.0235221
9251.05046444 1.28006 0.0248156
9254.84957589 1.31253 0.0249958
9258.64868734 1.37843 0.0260452
9262.4477988 1.37873 0.0272847
9266.24691025 1.38252 0.0271843
9270.0460217 1.37486 0.025408
9273.84513315 1.32112 0.0246152
9277.64424461 1.28958 0.0249827
9281.44335606 1.28118 0.0265294
9285.24246751 1.2921 0.0274987
9289.04157896 1.31803 0.029254
9292.84069041 1.30508 0.028282
9296.63980187 1.26585 0.0281154
9300.43891332 1.24606 0.0293675
9304.23802477 1.22428 0.0370521
9308.03713622 1.17933 0.0510517
9311.83624768 1.09762 0.0718787
9315.63535913 1.12695 0.0518103
9319.43447058 1.16343 0.0538456
9323.23358203 1.11762 0.0426794
9327.03269349 1.15839 0.0437765
9330.83180494 1.28016 0.0378423
9334.63091639 1.33866 0.0423437
9338.43002784 1.33275 0.0402448
9342.2291393 1.29788 0.03865
9346.02825075 1.27853 0.0359401
9349.8273622 1.31719 0.0360384
9353.62647365 1.27268 0.0363317
9357.4255851 1.24714 0.034643
9361.22469656 1.33176 0.0343946
9365.02380801 1.38605 0.0361228
9368.82291946 1.32515 0.0433528
9372.62203091 1.20636 0.0598283
9376.42114237 1.19356 0.0727787
9380.22025382 1.23016 0.0692017
9384.01936527 1.25847 0.0580087
9387.81847672 1.23298 0.0501376
9391.61758818 1.26988 0.0463505
9395.41669963 1.34299 0.0459356
9399.21581108 1.31998 0.0522057
9403.01492253 1.28312 0.0501868
9406.81403399 1.29334 0.0466831
9410.61314544 1.25257 0.0414143
9414.41225689 1.245 0.0459999
9418.21136834 1.36037 0.0503855
9422.01047979 1.49822 0.0541114
9425.80959125 1.35525 0.050843
9429.6087027 1.17961 0.0457603
9433.40781415 1.18641 0.049184
9437.2069256 1.24696 0.05528
