#
# Keck ESI Spectrum of Quasar J0836+0054, z=5.774
#
# Source: Fan et al. 2001, AJ, 122, 2833
#         provided by the authors
#
# Wavelengths: 3901-10926 Angstroms
#
# wave - wavelength in Agnstroms
# flam - Flux in scaled F-lambda units
# sig - uncertainty on flam
wave          flam     sig
4331.2267362 0.0800725 0.140383
4335.02583265 -0.0363757 0.136942
4338.8249291 0.0307114 0.134428
4342.62402555 0.209794 0.132029
4346.423122 0.122701 0.130841
4350.22221844 0.0464849 0.128891
4354.02131489 0.161637 0.127353
4357.82041134 0.0697967 0.124744
4361.61950779 -0.038734 0.122656
4365.41860424 0.0156584 0.120806
4369.21770068 -0.0693498 0.11826
4373.01679713 -0.307235 0.116318
4376.81589358 -0.367875 0.113934
4380.61499003 -0.0115023 0.11181
4384.41408647 0.416034 0.11006
4388.21318292 0.307414 0.10846
4392.01227937 -0.132846 0.107302
4395.81137582 -0.115222 0.106594
4399.61047227 0.0977874 0.105465
4403.40956871 0.137356 0.10562
4407.20866516 0.107998 0.105052
4411.00776161 -0.000481737 0.104672
4414.80685806 0.0803836 0.10419
4418.60595451 0.124678 0.103782
4422.40505095 -0.139007 0.103671
4426.2041474 -0.246919 0.103101
4430.00324385 -0.0218394 0.102116
4433.8023403 0.226605 0.101163
4437.60143675 0.277438 0.10045
4441.40053319 0.159016 0.100706
4445.19962964 0.0748377 0.101351
4448.99872609 0.0687297 0.101424
4452.79782254 -0.0482698 0.10107
4456.59691898 -0.173872 0.10082
4460.39601543 -0.154321 0.101273
4464.19511188 -0.248408 0.101549
4467.99420833 -0.443554 0.108435
4471.79330478 -0.493582 0.137182
4475.59240122 -0.430697 0.206657
4479.39149767 -0.218369 1.3386
4483.19059412 -0.0326746 1.18606
4486.98969057 0.0949055 1.0512
4490.78878702 -0.115129 0.938046
4494.58788346 -0.754544 0.844943
4498.38697991 -0.197425 0.764506
4502.18607636 0.748746 0.690149
4505.98517281 0.871537 0.627466
4509.78426926 0.446782 0.570101
4513.5833657 -0.063849 0.524426
4517.38246215 -0.117746 0.481177
4521.1815586 -0.028382 0.191343
4524.98065505 0.0575285 0.138989
4528.7797515 0.152358 0.11364
4532.57884794 0.133665 0.110569
4536.37794439 -0.0160826 0.111672
4540.17704084 0.0277691 0.11323
4543.97613729 0.315345 0.11398
4547.77523373 0.39744 0.114025
4551.57433018 0.316929 0.113907
4555.37342663 0.18695 0.114609
4559.17252308 0.0483097 0.114483
4562.97161953 0.133728 0.114677
4566.77071597 0.17704 0.11404
4570.56981242 0.0133315 0.114264
4574.36890887 -0.199564 0.114345
4578.16800532 -0.224448 0.114373
4581.96710177 -0.161294 0.113855
4585.76619821 -0.143027 0.113237
4589.56529466 0.0269236 0.11226
4593.36439111 0.105081 0.111456
4597.16348756 0.0266668 0.110181
4600.96258401 -0.0319849 0.109115
4604.76168045 -0.0438352 0.107958
4608.5607769 -0.0101311 0.106602
4612.35987335 -0.0358493 0.105236
4616.1589698 -0.0433228 0.103446
4619.95806624 -0.000107594 0.101478
4623.75716269 -0.0599567 0.0993826
4627.55625914 -0.104209 0.0974241
4631.35535559 -0.0626974 0.0961505
4635.15445204 -0.0609558 0.0947768
4638.95354848 -0.0172313 0.0936344
4642.75264493 -0.000487864 0.091525
4646.55174138 -0.0966524 0.0897759
4650.35083783 -0.195865 0.08782
4654.14993428 -0.22985 0.0866648
4657.94903072 -0.143726 0.0852441
4661.74812717 -0.0420232 0.0838788
4665.54722362 -0.0111738 0.0820152
4669.34632007 -0.00233695 0.0804825
4673.14541652 0.0170479 0.0786715
4676.94451296 -0.0251538 0.0773305
4680.74360941 -0.10078 0.0761428
4684.54270586 -0.0529424 0.0751702
4688.34180231 0.00887515 0.0739072
4692.14089876 -0.0170946 0.0725223
4695.9399952 -0.0177842 0.0713169
4699.73909165 -0.0385692 0.0705563
4703.5381881 -0.110002 0.069868
4707.33728455 -0.0815059 0.0689981
4711.13638099 0.0376388 0.067991
4714.93547744 0.0815163 0.0671438
4718.73457389 0.0538174 0.0666696
4722.53367034 0.0677338 0.0657185
4726.33276679 0.102596 0.0649724
4730.13186323 0.0790571 0.0642259
4733.93095968 0.0235173 0.0639343
4737.73005613 -0.0135636 0.0633891
4741.52915258 -0.0392463 0.0628474
4745.32824903 -0.0184721 0.0623116
4749.12734547 0.0257086 0.0618011
4752.92644192 0.0175558 0.061185
4756.72553837 0.00862274 0.0606756
4760.52463482 -0.0557082 0.0603089
4764.32373127 -0.107104 0.0603759
4768.12282771 0.0168925 0.0606537
4771.92192416 0.112532 0.060806
4775.72102061 0.0919756 0.0607301
4779.52011706 0.0445702 0.0603844
4783.31921351 -0.0048801 0.0602731
4787.11830995 0.0130262 0.0602218
4790.9174064 0.0736155 0.0602941
4794.71650285 0.0880513 0.0603573
4798.5155993 0.0490317 0.0606054
4802.31469574 -0.0640354 0.0607316
4806.11379219 -0.111574 0.0603668
4809.91288864 0.0317523 0.0601365
4813.71198509 0.114639 0.0601341
4817.51108154 0.0303021 0.0607009
4821.31017798 -0.0142256 0.0610445
4825.10927443 -0.0406254 0.0615731
4828.90837088 -0.0790289 0.0621211
4832.70746733 -0.0477658 0.0625276
4836.50656378 -0.07683 0.0625643
4840.30566022 -0.117574 0.0626784
4844.10475667 -0.118667 0.0629694
4847.90385312 -0.134232 0.0635193
4851.70294957 -0.104955 0.0637224
4855.50204602 -0.0514922 0.0641463
4859.30114246 -0.0127769 0.0647409
4863.10023891 0.0232701 0.065408
4866.89933536 0.0232361 0.0657473
4870.69843181 -0.0554927 0.0660475
4874.49752825 -0.0966872 0.0665212
4878.2966247 -0.0709223 0.067203
4882.09572115 -0.0691368 0.067545
4885.8948176 -0.0826635 0.0679939
4889.69391405 -0.0992685 0.0684873
4893.49301049 -0.0795119 0.0689812
4897.29210694 -0.0691631 0.0692786
4901.09120339 -0.0741802 0.0696556
4904.89029984 -0.0304875 0.0699063
4908.68939629 0.00482716 0.0703246
4912.48849273 0.0163225 0.0702787
4916.28758918 0.0417351 0.0703391
4920.08668563 0.0360963 0.0706729
4923.88578208 -0.0399152 0.0708873
4927.68487853 -0.0106242 0.0712713
4931.48397497 0.0999511 0.0708764
4935.28307142 0.0666513 0.0704248
4939.08216787 0.0380444 0.0700607
4942.88126432 0.0842413 0.0696704
4946.68036077 0.0547395 0.0694286
4950.47945721 0.0225681 0.0690505
4954.27855366 0.0332653 0.068461
4958.07765011 -0.0176147 0.0677379
4961.87674656 -0.0339453 0.0669652
4965.675843 0.00290899 0.0665243
4969.47493945 -0.00334171 0.0658334
4973.2740359 0.00716488 0.0648503
4977.07313235 0.00997724 0.0637916
4980.8722288 -0.0134948 0.062861
4984.67132524 -0.0217384 0.0619993
4988.47042169 -0.00799464 0.0610783
4992.26951814 -0.00206435 0.0602343
4996.06861459 -0.0109334 0.0593448
4999.86771104 -0.0150855 0.0583274
5003.66680748 -0.0414974 0.0571915
5007.46590393 -0.0543999 0.056201
5011.26500038 -0.0252936 0.0552222
5015.06409683 -0.00725512 0.054404
5018.86319328 -0.034483 0.0535904
5022.66228972 -0.0595525 0.0534452
5026.46138617 -0.0226547 0.053029
5030.26048262 0.0205345 0.052512
5034.05957907 0.00949838 0.0513183
5037.85867552 -0.00193654 0.050214
5041.65777196 0.0144921 0.0491347
5045.45686841 0.0163028 0.048258
5049.25596486 0.00329304 0.0473383
5053.05506131 -0.0197583 0.0463711
5056.85415775 -0.0337075 0.045591
5060.6532542 -0.0118934 0.0449274
5064.45235065 0.00328515 0.0442765
5068.2514471 -0.0032527 0.0435453
5072.05054355 0.00115846 0.0428933
5075.84963999 0.00510862 0.0423054
5079.64873644 -0.00865936 0.0416008
5083.44783289 -0.0251181 0.0409729
5087.24692934 -0.0219886 0.0404261
5091.04602579 -0.00304551 0.0399708
5094.84512223 0.00592503 0.0394976
5098.64421868 0.00939258 0.0390757
5102.44331513 0.0191244 0.0385928
5106.24241158 0.0174073 0.0381017
5110.04150803 0.00143847 0.0377145
5113.84060447 0.00384294 0.0373859
5117.63970092 0.0223616 0.0371011
5121.43879737 0.0293522 0.0366955
5125.23789382 0.0115602 0.0363377
5129.03699026 -0.00403909 0.0360661
5132.83608671 0.00139298 0.0358458
5136.63518316 0.00253234 0.0356813
5140.43427961 -0.00989601 0.0355012
5144.23337606 -0.0180229 0.035271
5148.0324725 -0.0110005 0.0350418
5151.83156895 -0.00542849 0.034798
5155.6306654 -0.00688298 0.0346669
5159.42976185 -0.0231719 0.0345617
5163.2288583 -0.0292513 0.0344507
5167.02795474 -0.00360553 0.0342943
5170.82705119 0.0228067 0.0342112
5174.62614764 0.023865 0.0341703
5178.42524409 0.00582363 0.0341813
5182.22434054 0.00320192 0.0342168
5186.02343698 0.00810182 0.034313
5189.82253343 -0.00247102 0.0343128
5193.62162988 -0.0124729 0.0351668
5197.42072633 -0.000356493 0.0356695
5201.21982278 0.0170641 0.035754
5205.01891922 0.0260038 0.0349448
5208.81801567 0.0330786 0.0345437
5212.61711212 0.0411933 0.0347274
5216.41620857 0.0387218 0.034811
5220.21530501 0.0140507 0.0350189
5224.01440146 0.00548505 0.0350919
5227.81349791 0.00536936 0.0352397
5231.61259436 -0.00499537 0.0353316
5235.41169081 -0.003564 0.0356413
5239.21078725 -0.0194437 0.0359082
5243.0098837 -0.0403431 0.0361791
5246.80898015 -0.0218224 0.036428
5250.6080766 0.00794749 0.0369149
5254.40717305 0.0336707 0.0372584
5258.20626949 0.0365785 0.0374191
5262.00536594 -0.00394368 0.0374248
5265.80446239 -0.0264446 0.0376289
5269.60355884 0.00268213 0.0380644
5273.40265529 0.0298755 0.0385664
5277.20175173 0.0288006 0.0389937
5281.00084818 0.0220298 0.0393359
5284.79994463 0.0123329 0.0396573
5288.59904108 -0.00655452 0.040035
5292.39813753 -0.0155597 0.0404428
5296.19723397 -0.012247 0.0409233
5299.99633042 -0.0158851 0.0413404
5303.79542687 -0.0255962 0.0418065
5307.59452332 -0.0289899 0.0422183
5311.39361976 -0.0238072 0.0426643
5315.19271621 -0.00640084 0.0431068
5318.99181266 0.0028442 0.0434113
5322.79090911 -0.0164908 0.0438052
5326.59000556 -0.0124872 0.044395
5330.389102 0.0232097 0.0447915
5334.18819845 0.0279246 0.0451564
5337.9872949 0.033447 0.0451905
5341.78639135 0.0666525 0.0455236
5345.5854878 0.0625691 0.0457466
5349.38458424 0.0583622 0.0460235
5353.18368069 0.0860657 0.04628
5356.98277714 0.0727965 0.0464776
5360.78187359 0.0248845 0.0465642
5364.58097004 0.00618237 0.0465822
5368.38006648 0.0233193 0.046656
5372.17916293 0.00780766 0.0466809
5375.97825938 -7.17565e-05 0.0467555
5379.77735583 0.0265874 0.0467518
5383.57645227 -0.0251729 0.0466866
5387.37554872 -0.0402318 0.046504
5391.17464517 0.0529986 0.0463418
5394.97374162 0.07232 0.0461147
5398.77283807 0.0125978 0.0459807
5402.57193451 -0.0287474 0.0458718
5406.37103096 -0.0224973 0.0457236
5410.17012741 0.0169899 0.0454949
5413.96922386 0.0608635 0.0453626
5417.76832031 0.0673821 0.0451627
5421.56741675 -0.00145997 0.0448027
5425.3665132 -0.0475762 0.0442667
5429.16560965 -0.00430963 0.0439188
5432.9647061 0.0721703 0.0438073
5436.76380255 0.114756 0.0435467
5440.56289899 0.0975063 0.042998
5444.36199544 0.0898688 0.0424588
5448.16109189 0.0781517 0.0420449
5451.96018834 0.0120286 0.0418252
5455.75928479 -0.0204413 0.0416588
5459.55838123 -0.0342416 0.04134
5463.35747768 -0.046176 0.0409589
5467.15657413 -0.0454111 0.0404003
5470.95567058 -0.0578218 0.0399135
5474.75476702 -0.0250011 0.0399014
5478.55386347 0.00978165 0.0401711
5482.35295992 0.0333829 0.0402412
5486.15205637 0.0984367 0.0399429
5489.95115282 0.127732 0.0392043
5493.75024926 0.0988799 0.0387755
5497.54934571 0.0625076 0.0380861
5501.34844216 0.00655518 0.0376094
5505.14753861 -0.0206967 0.0370045
5508.94663506 -0.00256452 0.036808
5512.7457315 0.0160771 0.0364542
5516.54482795 0.0342154 0.0361381
5520.3439244 -0.000292658 0.035561
5524.14302085 -0.0396642 0.0351328
5527.9421173 -0.0321557 0.03473
5531.74121374 -0.0400643 0.0344688
5535.54031019 -0.0249656 0.0340608
5539.33940664 0.0454461 0.0344712
5543.13850309 0.0748612 0.0343767
5546.93759954 0.0247149 0.0342835
5550.73669598 -0.0302565 0.0333135
5554.53579243 -0.0498822 0.0326816
5558.33488888 -0.0236863 0.0328659
5562.13398533 0.0192607 0.0326612
5565.93308177 0.0455718 0.0329211
5569.73217822 0.0563099 0.0324516
5573.53127467 0.0583247 0.0360808
5577.33037112 0.0716993 0.0355982
5581.12946757 0.0186149 0.0352215
5584.92856401 -0.0335141 0.0318523
5588.72766046 -0.00245674 0.0312744
5592.52675691 0.0450292 0.0312277
5596.32585336 0.0178292 0.0306427
5600.12494981 -0.0518264 0.0311577
5603.92404625 -0.041993 0.0309853
5607.7231427 0.0158202 0.0310306
5611.52223915 -0.0103719 0.0303767
5615.3213356 -0.0351622 0.0303597
5619.12043205 0.00606705 0.0306789
5622.91952849 0.0486223 0.0307276
5626.71862494 0.0450417 0.0306462
5630.51772139 -7.73881e-05 0.0301498
5634.31681784 -0.0187897 0.0300889
5638.11591428 0.00633127 0.0299941
5641.91501073 0.0271617 0.030173
5645.71410718 -0.0173967 0.0301853
5649.51320363 -0.0827247 0.0300969
5653.31230008 -0.0774358 0.0300435
5657.11139652 -0.0366643 0.0300345
5660.91049297 -0.00924415 0.0302749
5664.70958942 -0.00510242 0.0302208
5668.50868587 0.0178229 0.0302602
5672.30778232 0.0427984 0.0303067
5676.10687876 0.0364282 0.0304869
5679.90597521 0.025212 0.0305762
5683.70507166 0.0232517 0.0308172
5687.50416811 0.0151833 0.0308997
5691.30326456 -0.0200071 0.0312456
5695.102361 -0.0326738 0.0311499
5698.90145745 -0.012434 0.0313217
5702.7005539 -0.0123088 0.0313209
5706.49965035 -0.019697 0.0315901
5710.2987468 -0.0112988 0.0317942
5714.09784324 0.00665349 0.031903
5717.89693969 0.015828 0.0320544
5721.69603614 -0.00209463 0.032214
5725.49513259 -0.0101396 0.0323334
5729.29422903 0.0367551 0.0324886
5733.09332548 0.0492478 0.0324728
5736.89242193 -0.0112489 0.0327397
5740.69151838 -0.0401272 0.0329782
5744.49061483 -0.018566 0.0332838
5748.28971127 -0.00610262 0.0333289
5752.08880772 -0.0453744 0.0332929
5755.88790417 -0.0844953 0.0334433
5759.68700062 -0.069329 0.0336066
5763.48609707 -0.0396266 0.0339349
5767.28519351 -0.00874434 0.034166
5771.08428996 0.0134393 0.0344486
5774.88338641 0.0315148 0.0346869
5778.68248286 0.0354464 0.0346844
5782.48157931 -0.00117792 0.0349349
5786.28067575 -0.0262697 0.0351251
5790.0797722 -0.0337663 0.035364
5793.87886865 -0.0312674 0.0355918
5797.6779651 -0.0396639 0.0358519
5801.47706154 -0.0416408 0.0360318
5805.27615799 0.020532 0.0362535
5809.07525444 0.0554116 0.0363964
5812.87435089 0.0462165 0.0367655
5816.67344734 0.038366 0.0369106
5820.47254378 0.00462486 0.0369886
5824.27164023 -0.0144165 0.0371195
5828.07073668 -0.0210776 0.0372262
5831.86983313 -0.0151835 0.0375025
5835.66892958 -0.00507544 0.0375119
5839.46802602 -0.0266537 0.0376469
5843.26712247 -0.025681 0.0376484
5847.06621892 -0.0246364 0.0377162
5850.86531537 -0.0405577 0.0377748
5854.66441182 -0.0420373 0.0377615
5858.46350826 -0.0549628 0.0378491
5862.26260471 -0.0687836 0.0389232
5866.06170116 -0.0617104 0.0393438
5869.86079761 -0.01555 0.0396683
5873.65989406 0.0446221 0.03847
5877.4589905 0.0662239 0.0381406
5881.25808695 0.0721337 0.038066
5885.0571834 0.0566808 0.041712
5888.85627985 -0.0112477 0.042006
5892.65537629 -0.0309067 0.0446175
5896.45447274 -0.0277469 0.0398568
5900.25356919 -0.0618414 0.0393287
5904.05266564 -0.0848548 0.0371627
5907.85176209 -0.0526578 0.0371414
5911.65085853 -0.0078713 0.0374885
5915.44995498 -0.0112234 0.0370068
5919.24905143 0.00813694 0.0370314
5923.04814788 0.0280408 0.0360308
5926.84724433 -0.00643622 0.036476
5930.64634077 -0.0237681 0.0361338
5934.44543722 0.0123768 0.0357962
5938.24453367 0.053177 0.0348872
5942.04363012 0.0525273 0.0346104
5945.84272657 0.0453225 0.0343678
5949.64182301 0.0296605 0.0349045
5953.44091946 -0.0135216 0.0342738
5957.24001591 -0.0342613 0.0339612
5961.03911236 -0.0385575 0.0328369
5964.83820881 -0.0206684 0.0328201
5968.63730525 0.000978369 0.0327575
5972.4364017 -0.00254229 0.0336045
5976.23549815 0.00124441 0.0334923
5980.0345946 0.000444308 0.0333346
5983.83369104 -0.000461855 0.032313
5987.63278749 0.00864843 0.0320112
5991.43188394 0.0323997 0.0316593
5995.23098039 0.0748344 0.0313418
5999.03007684 0.075176 0.0310764
6002.82917328 0.0573746 0.0304868
6006.62826973 0.0667004 0.0299833
6010.42736618 0.0735642 0.0293889
6014.22646263 0.0693892 0.0291722
6018.02555908 0.063688 0.0288543
6021.82465552 0.0749708 0.0284909
6025.62375197 0.0648177 0.0281108
6029.42284842 0.0312855 0.02792
6033.22194487 0.0394343 0.0275263
6037.02104132 0.0561979 0.0272944
6040.82013776 0.0134789 0.026758
6044.61923421 -0.0427406 0.0265224
6048.41833066 -0.040564 0.0260591
6052.21742711 -0.0138173 0.0256925
6056.01652355 0.00139544 0.0254272
6059.81562 0.046088 0.0253549
6063.61471645 0.0858739 0.0253083
6067.4138129 0.0433198 0.0250625
6071.21290935 0.0145162 0.0247565
6075.01200579 0.0161887 0.0244414
6078.81110224 -0.0315646 0.0242571
6082.61019869 -0.0377612 0.024154
6086.40929514 0.0482213 0.024302
6090.20839159 0.105642 0.0242471
6094.00748803 0.0666885 0.0241116
6097.80658448 0.0399639 0.0239369
6101.60568093 0.0429199 0.0237727
6105.40477738 0.0236254 0.0235411
6109.20387383 0.00409419 0.0232387
6113.00297027 -0.023141 0.0229772
6116.80206672 -0.0354674 0.0227434
6120.60116317 -0.0371128 0.0225334
6124.40025962 -0.0214387 0.0224108
6128.19935607 0.0132333 0.0222805
6131.99845251 0.00952864 0.0223135
6135.79754896 0.00750711 0.0224495
6139.59664541 0.04074 0.0229205
6143.39574186 0.0504465 0.0227679
6147.1948383 0.0179837 0.0225163
6150.99393475 0.00610423 0.0224299
6154.7930312 0.0346976 0.0227975
6158.59212765 0.0352873 0.0225391
6162.3912241 0.0171177 0.0220625
6166.19032054 0.0258387 0.0220942
6169.98941699 0.0430868 0.0225191
6173.78851344 0.0655926 0.0225772
6177.58760989 0.0742346 0.0221776
6181.38670634 0.0592549 0.0220117
6185.18580278 0.0289035 0.0219446
6188.98489923 0.0205671 0.0219232
6192.78399568 0.0157821 0.0217044
6196.58309213 -0.00983574 0.0218659
6200.38218858 -0.0115521 0.0218583
6204.18128502 0.00913596 0.0219678
6207.98038147 0.0293411 0.0218883
6211.77947792 0.0298868 0.0217334
6215.57857437 0.0127872 0.0219645
6219.37767082 0.00537338 0.0221373
6223.17676726 0.00524983 0.022084
6226.97586371 -0.00757501 0.0218706
6230.77496016 -0.0151874 0.0231989
6234.57405661 -0.0106163 0.0239448
6238.37315305 -0.00206668 0.0249999
6242.1722495 0.0151659 0.0233074
6245.97134595 0.0441099 0.0230069
6249.7704424 0.0609644 0.0223932
6253.56953885 0.0547851 0.0236445
6257.36863529 0.07562 0.0238157
6261.16773174 0.118571 0.0246857
6264.96682819 0.174507 0.023979
6268.76592464 0.218429 0.0241697
6272.56502109 0.145299 0.0240652
6276.36411753 0.04278 0.0234499
6280.16321398 0.00484899 0.0232949
6283.96231043 -0.00120243 0.0240088
6287.76140688 0.00185529 0.0242697
6291.56050333 0.0162878 0.0250165
6295.35959977 0.0427261 0.0277357
6299.15869622 0.0708108 0.0282073
6302.95779267 0.0558032 0.0298379
6306.75688912 0.0653082 0.0258248
6310.55598556 0.133049 0.025583
6314.35508201 0.142192 0.0243319
6318.15417846 0.077513 0.024526
6321.95327491 0.0473751 0.0245722
6325.75237136 0.0310228 0.025759
6329.5514678 -0.00575972 0.0254741
6333.35056425 0.00441463 0.0254621
6337.1496607 -0.0025655 0.024532
6340.94875715 0.0715368 0.0251616
6344.7478536 0.244919 0.0259042
6348.54695004 0.21525 0.0260772
6352.34604649 0.119301 0.0266378
6356.14514294 0.125037 0.0263722
6359.94423939 0.142901 0.0300331
6363.74333584 0.129085 0.0285272
6367.54243228 0.0975572 0.0288624
6371.34152873 0.102945 0.0258078
6375.14062518 0.0881129 0.0262114
6378.93972163 0.0560795 0.0261701
6382.73881808 0.0464238 0.0269637
6386.53791452 0.0323834 0.0267368
6390.33701097 0.0276739 0.0269972
6394.13610742 0.140013 0.0270716
6397.93520387 0.258465 0.0273712
6401.73430031 0.154968 0.0274533
6405.53339676 0.0620851 0.0271018
6409.33249321 0.140146 0.0274551
6413.13158966 0.185393 0.0275208
6416.93068611 0.13191 0.0280049
6420.72978255 0.110472 0.0279669
6424.528879 0.0648178 0.028248
6428.32797545 0.0440446 0.0281713
6432.1270719 0.148837 0.0284548
6435.92616835 0.206504 0.0289136
6439.72526479 0.168633 0.0293027
6443.52436124 0.200981 0.0296594
6447.32345769 0.256063 0.0299943
6451.12255414 0.274416 0.0305273
6454.92165059 0.268823 0.0305366
6458.72074703 0.176346 0.0308776
6462.51984348 0.0695634 0.0311544
6466.31893993 0.0288637 0.032206
6470.11803638 0.0689918 0.0318838
6473.91713283 0.152823 0.0316278
6477.71622927 0.196178 0.0307904
6481.51532572 0.16545 0.030792
6485.31442217 0.114266 0.0304193
6489.11351862 0.0823151 0.0303805
6492.91261506 0.0765649 0.0317612
6496.71171151 0.083608 0.0323734
6500.51080796 0.0479589 0.033426
6504.30990441 -0.0140912 0.0319409
6508.10900086 -0.0257499 0.0317036
6511.9080973 -0.00597951 0.0309982
6515.70719375 -0.022564 0.0312693
6519.5062902 0.0389263 0.0318702
6523.30538665 0.0992154 0.0317512
6527.1044831 0.00126373 0.0325293
6530.90357954 0.00749546 0.0323727
6534.70267599 0.072037 0.0324704
6538.50177244 0.0395364 0.032264
6542.30086889 0.0765059 0.0316316
6546.09996534 0.162927 0.0317942
6549.89906178 0.222277 0.0326618
6553.69815823 0.253354 0.0323581
6557.49725468 0.19297 0.0333808
6561.29635113 0.187012 0.0319492
6565.09544757 0.211753 0.0341318
6568.89454402 0.0651258 0.0345048
6572.69364047 0.108164 0.0384667
6576.49273692 0.377527 0.0372782
6580.29183337 0.398833 0.0377671
6584.09092981 0.684004 0.0369487
6587.89002626 1.17347 0.0377528
6591.68912271 0.859957 0.0370423
6595.48821916 0.301294 0.0337459
6599.28731561 0.0879234 0.0334217
6603.08641205 0.0626328 0.0321417
6606.8855085 0.165256 0.0322967
6610.68460495 0.239823 0.0305417
6614.4837014 0.22115 0.0300195
6618.28279785 0.134485 0.0292792
6622.08189429 0.044541 0.0293056
6625.88099074 0.0763063 0.0293242
6629.68008719 0.158089 0.0298887
6633.47918364 0.194084 0.0295326
6637.27828009 0.190601 0.0292694
6641.07737653 0.126972 0.0284976
6644.87647298 0.102237 0.0283026
6648.67556943 0.306474 0.0287163
6652.47466588 0.496287 0.0285697
6656.27376232 0.331903 0.0282887
6660.07285877 0.113373 0.0270013
6663.87195522 0.0559689 0.0268495
6667.67105167 0.200164 0.0270335
6671.47014812 0.356253 0.0269974
