#
# Draine & Li IR Dust Emission
# "big" graphitic grains (a>250A)
#
# lambda - wavelength in microns
# lamIlamH - IR emission per H column (erg s^-1 H^-1)
# sigExt - exinction cross section 
# 
lambda       lamIlamH       sigExt
   1.4345    1.00000E-90    9.21278E-23
   1.4411    1.00000E-90    9.16165E-23
   1.4476    1.00000E-90    9.11061E-23
   1.4542    1.00000E-90    9.05964E-23
   1.4609    1.00000E-90    9.00871E-23
   1.4675    1.00000E-90    8.95780E-23
   1.4742    1.00000E-90    8.90699E-23
   1.4810    1.00000E-90    8.85627E-23
   1.4877    1.00000E-90    8.80567E-23
   1.4945    1.00000E-90    8.75516E-23
   1.5014    1.00000E-90    8.70475E-23
   1.5082    1.00000E-90    8.65443E-23
   1.5151    1.00000E-90    8.60420E-23
   1.5220    1.00000E-90    8.55408E-23
   1.5290    1.00000E-90    8.50405E-23
   1.5359    1.00000E-90    8.45414E-23
   1.5429    1.00000E-90    8.40435E-23
   1.5500    1.00000E-90    8.35467E-23
   1.5571    1.00000E-90    8.30521E-23
   1.5642    1.00000E-90    8.25585E-23
   1.5713    1.00000E-90    8.20659E-23
   1.5785    1.00000E-90    8.15744E-23
   1.5857    1.00000E-90    8.10840E-23
   1.5929    1.00000E-90    8.05947E-23
   1.6002    1.00000E-90    8.01067E-23
   1.6075    1.00000E-90    7.96197E-23
   1.6148    1.00000E-90    7.91340E-23
   1.6222    1.00000E-90    7.86493E-23
   1.6296    1.00000E-90    7.81657E-23
   1.6371    1.00000E-90    7.76833E-23
   1.6445    1.00000E-90    7.72021E-23
   1.6520    1.00000E-90    7.67220E-23
   1.6596    1.00000E-90    7.62427E-23
   1.6672    1.00000E-90    7.57645E-23
   1.6748    1.00000E-90    7.52876E-23
   1.6824    1.00000E-90    7.48119E-23
   1.6901    1.00000E-90    7.43373E-23
   1.6978    1.00000E-90    7.38640E-23
   1.7056    1.00000E-90    7.33919E-23
   1.7133    1.00000E-90    7.29212E-23
   1.7212    1.00000E-90    7.24518E-23
   1.7290    1.00000E-90    7.19837E-23
   1.7369    1.00000E-90    7.15170E-23
   1.7448    1.00000E-90    7.10516E-23
   1.7528    1.00000E-90    7.05874E-23
   1.7608    1.00000E-90    7.01247E-23
   1.7689    1.00000E-90    6.96633E-23
   1.7769    1.00000E-90    6.92032E-23
   1.7850    1.00000E-90    6.87446E-23
   1.7932    1.00000E-90    6.82875E-23
   1.8014    1.00000E-90    6.78318E-23
   1.8096    1.00000E-90    6.73776E-23
   1.8179    1.00000E-90    6.69249E-23
   1.8262    1.00000E-90    6.64736E-23
   1.8345    1.00000E-90    6.60239E-23
   1.8429    1.00000E-90    6.55758E-23
   1.8513    1.00000E-90    6.51292E-23
   1.8597    1.00000E-90    6.46842E-23
   1.8682    1.00000E-90    6.42407E-23
   1.8767    1.00000E-90    6.37988E-23
   1.8853    1.00000E-90    6.33585E-23
   1.8939    1.00000E-90    6.29197E-23
   1.9026    1.00000E-90    6.24826E-23
   1.9113    1.00000E-90    6.20471E-23
   1.9200    1.00000E-90    6.16134E-23
   1.9287    1.00000E-90    6.11813E-23
   1.9375    1.00000E-90    6.07509E-23
   1.9464    1.00000E-90    6.03220E-23
   1.9553    1.00000E-90    5.98948E-23
   1.9642    1.00000E-90    5.94693E-23
   1.9732    1.00000E-90    5.90454E-23
   1.9822    1.00000E-90    5.86232E-23
   1.9912    1.00000E-90    5.82027E-23
   2.0003    1.00000E-90    5.77839E-23
   2.0094    1.00000E-90    5.73668E-23
   2.0186    1.00000E-90    5.69513E-23
   2.0278    1.00000E-90    5.65376E-23
   2.0371    1.00000E-90    5.61256E-23
   2.0464    1.00000E-90    5.57153E-23
   2.0557    1.00000E-90    5.53067E-23
   2.0651    1.00000E-90    5.48999E-23
   2.0745    1.00000E-90    5.44948E-23
   2.0840    1.00000E-90    5.40914E-23
   2.0935    1.00000E-90    5.36898E-23
   2.1031    1.00000E-90    5.32900E-23
   2.1127    1.00000E-90    5.28919E-23
   2.1223    1.00000E-90    5.24956E-23
   2.1320    1.00000E-90    5.21002E-23
   2.1418    1.00000E-90    5.17066E-23
   2.1515    1.00000E-90    5.13147E-23
   2.1614    1.00000E-90    5.09247E-23
   2.1712    1.00000E-90    5.05364E-23
   2.1811    1.00000E-90    5.01499E-23
   2.1911    1.00000E-90    4.97651E-23
   2.2011    1.00000E-90    4.93823E-23
   2.2111    1.00000E-90    4.90015E-23
   2.2212    1.00000E-90    4.86225E-23
   2.2314    1.00000E-90    4.82454E-23
   2.2416    1.00000E-90    4.78701E-23
   2.2518    1.00000E-90    4.74966E-23
   2.2621    1.00000E-90    4.71250E-23
   2.2724    1.00000E-90    4.67552E-23
   2.2828    1.00000E-90    4.63872E-23
   2.2932    1.00000E-90    4.60210E-23
   2.3037    1.00000E-90    4.56567E-23
   2.3142    1.00000E-90    4.52943E-23
   2.3247    1.00000E-90    4.49337E-23
   2.3353    1.00000E-90    4.45749E-23
   2.3460    1.00000E-90    4.42180E-23
   2.3567    1.00000E-90    4.38630E-23
   2.3675    1.00000E-90    4.35098E-23
   2.3783    1.00000E-90    4.31585E-23
   2.3891    1.00000E-90    4.28091E-23
   2.4000    1.00000E-90    4.24615E-23
   2.4110    1.00000E-90    4.21158E-23
   2.4220    1.00000E-90    4.17720E-23
   2.4331    1.00000E-90    4.14300E-23
   2.4442    1.00000E-90    4.10898E-23
   2.4553    1.00000E-90    4.07516E-23
   2.4665    1.00000E-90    4.04152E-23
   2.4778    1.00000E-90    4.00807E-23
   2.4891    1.00000E-90    3.97480E-23
   2.5005    1.00000E-90    3.94173E-23
   2.5119    1.00000E-90    3.90884E-23
   2.5234    1.00000E-90    3.87615E-23
   2.5349    1.00000E-90    3.84364E-23
   2.5464    1.00000E-90    3.81132E-23
   2.5581    1.00000E-90    3.77919E-23
   2.5697    1.00000E-90    3.74724E-23
   2.5815    1.00000E-90    3.71549E-23
   2.5933    1.00000E-90    3.68392E-23
   2.6051    1.00000E-90    3.65255E-23
   2.6170    1.00000E-90    3.62136E-23
   2.6289    1.00000E-90    3.59036E-23
   2.6409    1.00000E-90    3.55953E-23
   2.6530    1.00000E-90    3.52890E-23
   2.6651    1.00000E-90    3.49819E-23
   2.6773    1.00000E-90    3.46762E-23
   2.6895    1.00000E-90    3.43763E-23
   2.7018    1.00000E-90    3.40770E-23
   2.7141    1.00000E-90    3.37802E-23
   2.7265    1.00000E-90    3.34854E-23
   2.7389    1.00000E-90    3.31920E-23
   2.7514    1.00000E-90    3.29001E-23
   2.7640    1.00000E-90    3.26106E-23
   2.7766    1.00000E-90    3.23237E-23
   2.7893    1.00000E-90    3.20372E-23
   2.8020    1.00000E-90    3.17535E-23
   2.8148    1.00000E-90    3.14719E-23
   2.8277    1.00000E-90    3.11914E-23
   2.8406    1.00000E-90    3.09127E-23
   2.8535    1.00000E-90    3.06366E-23
   2.8666    1.00000E-90    3.03624E-23
   2.8797    1.00000E-90    3.00896E-23
   2.8928    1.00000E-90    2.98188E-23
   2.9060    1.00000E-90    2.95501E-23
   2.9193    1.00000E-90    2.92804E-23
   2.9326    1.00000E-90    2.90140E-23
   2.9460    1.00000E-90    2.87509E-23
   2.9594    1.00000E-90    2.84894E-23
   2.9729    1.00000E-90    2.82298E-23
   2.9865    1.00000E-90    2.79727E-23
   3.0002    1.00000E-90    2.77170E-23
   3.0138    1.00000E-90    2.74624E-23
   3.0276    1.00000E-90    2.72100E-23
   3.0414    1.00000E-90    2.69598E-23
   3.0553    1.00000E-90    2.67113E-23
   3.0693    1.00000E-90    2.64644E-23
   3.0833    1.00000E-90    2.62198E-23
   3.0973    1.00000E-90    2.59768E-23
   3.1115    1.00000E-90    2.57356E-23
   3.1257    1.00000E-90    2.54962E-23
   3.1400    1.00000E-90    2.52580E-23
   3.1543    1.00000E-90    2.49538E-23
   3.1687    1.00000E-90    2.47872E-23
   3.1832    1.00000E-90    2.45545E-23
   3.1977    1.00000E-90    2.43242E-23
   3.2123    1.00000E-90    2.40953E-23
   3.2269    1.00000E-90    2.38678E-23
   3.2417    1.00000E-90    2.36425E-23
   3.2565    1.00000E-90    2.34179E-23
   3.2713    1.00000E-90    2.31951E-23
   3.2863    1.00000E-90    2.29748E-23
   3.3013    1.00000E-90    2.27562E-23
   3.3163    1.00000E-90    2.25393E-23
   3.3315    1.00000E-90    2.23244E-23
   3.3467    1.00000E-90    2.21112E-23
   3.3620    1.00000E-90    2.18996E-23
   3.3773    1.00000E-90    2.16894E-23
   3.3927    1.00000E-90    2.14810E-23
   3.4082    1.00000E-90    2.12744E-23
   3.4238    1.00000E-90    2.10696E-23
   3.4394    1.00000E-90    2.08664E-23
   3.4551    1.00000E-90    2.06649E-23
   3.4709    1.00000E-90    2.04651E-23
   3.4867    1.00000E-90    2.02669E-23
   3.5026    1.00000E-90    2.00704E-23
   3.5186    1.00000E-90    1.98756E-23
   3.5347    1.00000E-90    1.96824E-23
   3.5508    1.00000E-90    1.94908E-23
   3.5670    1.00000E-90    1.93009E-23
   3.5833    1.00000E-90    1.91126E-23
   3.5997    1.00000E-90    1.89259E-23
   3.6161    1.00000E-90    1.87409E-23
   3.6326    1.00000E-90    1.85574E-23
   3.6492    1.00000E-90    1.83756E-23
   3.6659    1.00000E-90    1.81955E-23
   3.6826    1.00000E-90    1.80169E-23
   3.6994    1.00000E-90    1.78399E-23
   3.7163    1.00000E-90    1.76645E-23
   3.7333    1.00000E-90    1.74905E-23
   3.7503    1.00000E-90    1.73181E-23
   3.7674    1.00000E-90    1.71472E-23
   3.7846    1.00000E-90    1.69778E-23
   3.8019    1.00000E-90    1.68099E-23
   3.8193    1.00000E-90    1.66435E-23
   3.8367    1.00000E-90    1.64786E-23
   3.8542    1.00000E-90    1.63151E-23
   3.8718    1.00000E-90    1.61532E-23
   3.8895    1.00000E-90    1.59926E-23
   3.9072    1.00000E-90    1.58336E-23
   3.9251    1.00000E-90    1.56759E-23
   3.9430    1.00000E-90    1.55197E-23
   3.9610    1.00000E-90    1.53650E-23
   3.9791    1.00000E-90    1.52116E-23
   3.9972    1.00000E-90    1.50597E-23
   4.0155    1.00000E-90    1.49092E-23
   4.0338    1.00000E-90    1.47601E-23
   4.0522    1.00000E-90    1.46124E-23
   4.0707    1.00000E-90    1.44660E-23
   4.0893    1.23634E-90    1.43211E-23
   4.1080    2.65234E-90    1.41775E-23
   4.1267    5.66990E-90    1.40352E-23
   4.1456    1.20776E-89    1.38944E-23
   4.1645    2.56360E-89    1.37548E-23
   4.1835    5.42243E-89    1.36167E-23
   4.2026    1.14293E-88    1.34798E-23
   4.2218    2.40065E-88    1.33443E-23
   4.2411    5.02498E-88    1.32101E-23
   4.2604    1.04819E-87    1.30772E-23
   4.2799    2.17899E-87    1.29456E-23
   4.2994    4.51422E-87    1.28152E-23
   4.3190    9.32036E-87    1.26862E-23
   4.3387    1.91783E-86    1.25584E-23
   4.3585    3.93300E-86    1.24319E-23
   4.3784    8.03855E-86    1.23067E-23
   4.3984    1.63750E-85    1.21827E-23
   4.4185    3.32459E-85    1.20600E-23
   4.4387    6.72757E-85    1.19385E-23
   4.4589    1.35690E-84    1.18182E-23
   4.4793    2.72778E-84    1.16991E-23
   4.4997    5.46578E-84    1.15812E-23
   4.5203    1.09165E-83    1.14646E-23
   4.5409    2.17324E-83    1.13491E-23
   4.5617    4.31253E-83    1.12348E-23
   4.5825    8.53028E-83    1.11216E-23
   4.6034    1.68193E-82    1.10097E-23
   4.6244    3.30576E-82    1.08988E-23
   4.6455    6.47681E-82    1.07891E-23
   4.6667    1.26498E-81    1.06806E-23
   4.6880    2.46288E-81    1.05732E-23
   4.7094    4.78021E-81    1.04668E-23
   4.7309    9.24916E-81    1.03616E-23
   4.7525    1.78408E-80    1.02575E-23
   4.7742    3.43076E-80    1.01545E-23
   4.7960    6.57710E-80    1.00525E-23
   4.8179    1.25705E-79    9.95163E-24
   4.8399    2.39527E-79    9.85181E-24
   4.8620    4.55034E-79    9.75303E-24
   4.8842    8.61838E-79    9.65529E-24
   4.9065    1.62745E-78    9.55859E-24
   4.9289    3.06404E-78    9.46291E-24
   4.9514    5.75166E-78    9.36825E-24
   4.9740    1.07649E-77    9.27458E-24
   4.9967    2.00885E-77    9.18192E-24
   5.0195    3.73725E-77    9.08995E-24
   5.0424    6.93231E-77    8.99890E-24
   5.0654    1.28215E-76    8.90881E-24
   5.0886    2.36453E-76    8.81967E-24
   5.1118    4.34807E-76    8.73147E-24
   5.1351    7.97263E-76    8.64420E-24
   5.1586    1.45769E-75    8.55785E-24
   5.1821    2.65764E-75    8.47242E-24
   5.2058    4.83167E-75    8.38789E-24
   5.2295    8.75939E-75    8.30426E-24
   5.2534    1.58356E-74    8.22152E-24
   5.2774    2.85482E-74    8.13967E-24
   5.3015    5.13204E-74    8.05876E-24
   5.3257    9.20031E-74    7.97874E-24
   5.3500    1.64483E-73    7.89958E-24
   5.3744    2.93259E-73    7.82127E-24
   5.3989    5.21432E-73    7.74382E-24
   5.4236    9.24630E-73    7.66720E-24
   5.4484    1.63518E-72    7.59142E-24
   5.4732    2.88402E-72    7.51646E-24
   5.4982    5.07306E-72    7.44232E-24
   5.5233    8.89994E-72    7.36898E-24
   5.5485    1.55724E-71    7.29644E-24
   5.5738    2.71758E-71    7.22469E-24
   5.5993    4.73009E-71    7.15372E-24
   5.6249    8.21152E-71    7.08353E-24
   5.6505    1.42184E-70    7.01410E-24
   5.6763    2.45559E-70    6.94543E-24
   5.7022    4.23005E-70    6.87751E-24
   5.7283    7.26816E-70    6.81033E-24
   5.7544    1.24566E-69    6.74389E-24
   5.7807    2.12949E-69    6.67817E-24
   5.8071    3.63128E-69    6.61317E-24
   5.8336    6.17673E-69    6.54889E-24
   5.8602    1.04805E-68    6.48532E-24
   5.8870    1.77391E-68    6.42244E-24
   5.9138    2.99519E-68    6.36026E-24
   5.9408    5.04507E-68    6.29878E-24
   5.9680    8.47767E-68    6.23799E-24
   5.9952    1.42125E-67    6.17789E-24
   6.0226    2.37725E-67    6.11849E-24
   6.0501    3.96757E-67    6.05980E-24
   6.0777    6.60796E-67    6.00183E-24
   6.1054    1.09839E-66    5.94462E-24
   6.1333    1.82217E-66    5.88810E-24
   6.1613    3.01714E-66    5.83208E-24
   6.1894    4.97990E-66    5.77663E-24
   6.2177    8.18629E-66    5.72075E-24
   6.2461    1.34066E-65    5.66472E-24
   6.2746    2.18915E-65    5.60712E-24
   6.3032    3.50665E-65    5.55151E-24
   6.3320    5.76733E-65    5.50788E-24
   6.3609    9.38114E-65    5.45418E-24
   6.3899    1.52060E-64    5.40161E-24
   6.4191    2.45865E-64    5.34978E-24
   6.4484    3.96681E-64    5.29884E-24
   6.4778    6.38607E-64    5.24846E-24
   6.5074    1.02556E-63    5.19855E-24
   6.5371    1.64351E-63    5.14937E-24
   6.5670    2.62801E-63    5.10073E-24
   6.5969    4.19305E-63    5.05262E-24
   6.6271    6.67545E-63    5.00503E-24
   6.6573    1.06043E-62    4.95795E-24
   6.6877    1.68088E-62    4.91138E-24
   6.7182    2.65858E-62    4.86532E-24
   6.7489    4.19590E-62    4.81975E-24
   6.7797    6.60794E-62    4.77468E-24
   6.8106    1.03843E-61    4.73009E-24
   6.8417    1.62841E-61    4.68598E-24
   6.8730    2.54817E-61    4.64235E-24
   6.9043    3.97903E-61    4.59919E-24
   6.9359    6.20034E-61    4.55649E-24
   6.9675    9.64157E-61    4.51426E-24
   6.9993    1.49617E-60    4.47248E-24
   7.0313    2.31696E-60    4.43115E-24
   7.0634    3.58069E-60    4.39028E-24
   7.0956    5.52246E-60    4.34984E-24
   7.1280    8.50004E-60    4.30985E-24
   7.1606    1.30569E-59    4.27029E-24
   7.1932    2.00167E-59    4.23117E-24
   7.2261    3.06260E-59    4.19248E-24
   7.2591    4.67668E-59    4.15421E-24
   7.2922    7.12757E-59    4.11637E-24
   7.3255    1.08420E-58    4.07895E-24
   7.3589    1.64607E-58    4.04194E-24
   7.3925    2.49438E-58    4.00535E-24
   7.4263    3.77273E-58    3.96916E-24
   7.4602    5.69543E-58    3.93338E-24
   7.4942    8.58245E-58    3.89794E-24
   7.5284    1.29083E-57    3.86287E-24
   7.5628    1.93765E-57    3.82816E-24
   7.5973    2.90267E-57    3.79384E-24
   7.6320    4.33920E-57    3.75985E-24
   7.6669    6.47278E-57    3.72615E-24
   7.7019    9.63444E-57    3.69271E-24
   7.7370    1.43091E-56    3.65949E-24
   7.7723    2.12057E-56    3.62652E-24
   7.8078    3.13596E-56    3.59383E-24
   7.8435    4.62792E-56    3.56141E-24
   7.8793    6.81615E-56    3.52931E-24
   7.9152    1.00199E-55    3.49755E-24
   7.9514    1.47023E-55    3.46614E-24
   7.9877    2.15341E-55    3.43510E-24
   8.0241    3.14845E-55    3.40442E-24
   8.0608    4.59518E-55    3.37409E-24
   8.0976    6.69497E-55    3.34410E-24
   8.1345    9.73729E-55    3.31444E-24
   8.1716    1.41376E-54    3.28512E-24
   8.2090    2.04910E-54    3.25615E-24
   8.2464    2.96486E-54    3.22751E-24
   8.2841    4.28266E-54    3.19921E-24
   8.3219    6.17587E-54    3.17124E-24
   8.3599    8.89153E-54    3.14361E-24
   8.3980    1.27807E-53    3.11630E-24
   8.4364    1.83412E-53    3.08932E-24
   8.4749    2.62786E-53    3.06265E-24
   8.5136    3.75880E-53    3.03628E-24
   8.5524    5.36701E-53    3.01017E-24
   8.5915    7.64884E-53    2.98432E-24
   8.6307    1.08793E-52    2.95869E-24
   8.6701    1.54444E-52    2.93328E-24
   8.7097    2.18855E-52    2.90812E-24
   8.7494    3.09612E-52    2.88324E-24
   8.7894    4.37311E-52    2.85863E-24
   8.8295    6.16723E-52    2.83431E-24
   8.8698    8.68390E-52    2.81026E-24
   8.9103    1.22086E-51    2.78649E-24
   8.9510    1.71368E-51    2.76300E-24
   8.9918    2.40167E-51    2.73977E-24
   9.0329    3.36060E-51    2.71681E-24
   9.0741    4.69503E-51    2.69410E-24
   9.1155    6.54909E-51    2.67165E-24
   9.1572    9.12111E-51    2.64945E-24
   9.1990    1.26835E-50    2.62749E-24
   9.2409    1.76099E-50    2.60578E-24
   9.2831    2.44120E-50    2.58431E-24
   9.3255    3.37894E-50    2.56309E-24
   9.3681    4.66976E-50    2.54209E-24
   9.4108    6.44390E-50    2.52133E-24
   9.4538    8.87865E-50    2.50080E-24
   9.4970    1.22150E-49    2.48049E-24
   9.5403    1.67800E-49    2.46040E-24
   9.5839    2.30167E-49    2.44054E-24
   9.6276    3.15252E-49    2.42089E-24
   9.6716    4.31182E-49    2.40143E-24
   9.7157    5.88852E-49    2.38231E-24
   9.7601    8.02994E-49    2.36338E-24
   9.8046    1.09341E-48    2.34465E-24
   9.8494    1.48666E-48    2.32607E-24
   9.8943    2.01843E-48    2.30770E-24
   9.9395    2.73648E-48    2.28953E-24
   9.9849    3.70467E-48    2.27157E-24
  10.0305    5.00839E-48    2.25382E-24
  10.0763    6.76135E-48    2.23629E-24
  10.1223    9.11490E-48    2.21895E-24
  10.1685    1.22703E-47    2.20181E-24
  10.2149    1.64945E-47    2.18484E-24
  10.2615    2.21402E-47    2.16802E-24
  10.3084    2.96777E-47    2.15140E-24
  10.3554    3.97270E-47    2.13500E-24
  10.4027    5.31071E-47    2.11881E-24
  10.4502    7.08708E-47    2.10241E-24
  10.4979    9.44374E-47    2.08609E-24
  10.5458    1.25684E-46    2.07007E-24
  10.5939    1.67062E-46    2.05435E-24
  10.6423    2.21790E-46    2.03893E-24
  10.6909    2.94088E-46    2.02380E-24
  10.7397    3.89481E-46    2.00896E-24
  10.7887    5.15198E-46    1.99442E-24
  10.8380    6.80685E-46    1.98017E-24
  10.8874    8.98272E-46    1.96621E-24
  10.9371    1.18404E-45    1.95255E-24
  10.9871    1.55894E-45    1.93918E-24
  11.0372    2.05028E-45    1.92611E-24
  11.0876    2.69364E-45    1.91336E-24
  11.1382    3.53685E-45    1.90130E-24
  11.1891    4.64218E-45    1.88998E-24
  11.2401    6.09004E-45    1.87915E-24
  11.2915    7.98027E-45    1.86870E-24
  11.3430    1.04273E-44    1.85833E-24
  11.3948    1.36581E-44    1.85244E-24
  11.4468    1.81583E-44    1.86274E-24
  11.4990    2.96159E-44    2.11399E-24
  11.5515    3.02247E-44    1.82925E-24
  11.6043    3.74692E-44    1.77086E-24
  11.6572    4.85096E-44    1.75884E-24
  11.7105    6.27901E-44    1.74805E-24
  11.7639    8.11745E-44    1.73734E-24
  11.8176    1.04811E-43    1.72670E-24
  11.8716    1.35154E-43    1.71611E-24
  11.9258    1.74035E-43    1.70553E-24
  11.9802    2.23783E-43    1.69494E-24
  12.0349    2.87368E-43    1.68436E-24
  12.0898    3.68544E-43    1.67378E-24
  12.1450    4.72038E-43    1.66319E-24
  12.2005    6.03852E-43    1.65264E-24
  12.2562    7.71858E-43    1.64241E-24
  12.3121    9.85459E-43    1.63222E-24
  12.3683    1.25665E-42    1.62214E-24
  12.4248    1.60047E-42    1.61222E-24
  12.4815    2.03597E-42    1.60246E-24
  12.5385    2.58720E-42    1.59285E-24
  12.5957    3.28427E-42    1.58339E-24
  12.6532    4.16460E-42    1.57407E-24
  12.7110    5.27382E-42    1.56486E-24
  12.7690    6.66847E-42    1.55571E-24
  12.8273    8.42163E-42    1.54666E-24
  12.8858    1.06248E-41    1.53776E-24
  12.9447    1.33906E-41    1.52896E-24
  13.0038    1.68589E-41    1.52028E-24
  13.0631    2.12036E-41    1.51174E-24
  13.1227    2.66404E-41    1.50334E-24
  13.1827    3.34364E-41    1.49508E-24
  13.2428    4.19267E-41    1.48704E-24
  13.3033    5.25194E-41    1.47915E-24
  13.3640    6.57206E-41    1.47140E-24
  13.4250    8.21557E-41    1.46378E-24
  13.4863    1.02595E-40    1.45628E-24
  13.5479    1.27979E-40    1.44884E-24
  13.6097    1.59479E-40    1.44153E-24
  13.6718    1.98532E-40    1.43433E-24
  13.7343    2.46897E-40    1.42724E-24
  13.7970    3.06738E-40    1.42028E-24
  13.8599    3.80713E-40    1.41345E-24
  13.9232    4.72062E-40    1.40675E-24
  13.9868    5.84758E-40    1.40018E-24
  14.0506    7.23652E-40    1.39372E-24
  14.1148    8.94672E-40    1.38739E-24
  14.1792    1.10505E-39    1.38117E-24
  14.2439    1.36357E-39    1.37508E-24
  14.3089    1.68097E-39    1.36911E-24
  14.3743    2.07028E-39    1.36325E-24
  14.4399    2.54728E-39    1.35750E-24
  14.5058    3.13117E-39    1.35186E-24
  14.5720    3.84533E-39    1.34635E-24
  14.6385    4.71804E-39    1.34095E-24
  14.7054    5.78352E-39    1.33569E-24
  14.7725    7.08336E-39    1.33056E-24
  14.8399    8.66877E-39    1.32564E-24
  14.9077    1.06000E-38    1.32088E-24
  14.9757    1.29504E-38    1.31626E-24
  15.0441    1.58056E-38    1.31163E-24
  15.1128    1.92707E-38    1.30701E-24
  15.1817    2.34745E-38    1.30252E-24
  15.2510    2.85698E-38    1.29814E-24
  15.3207    3.47402E-38    1.29386E-24
  15.3906    4.22059E-38    1.28968E-24
  15.4609    5.12308E-38    1.28561E-24
  15.5314    6.21314E-38    1.28163E-24
  15.6023    7.52857E-38    1.27777E-24
  15.6736    9.11455E-38    1.27400E-24
  15.7451    1.10251E-37    1.27033E-24
  15.8170    1.33246E-37    1.26676E-24
  15.8892    1.60899E-37    1.26329E-24
  15.9617    1.94124E-37    1.25991E-24
  16.0346    2.34012E-37    1.25663E-24
  16.1078    2.81862E-37    1.25345E-24
  16.1813    3.39224E-37    1.25037E-24
  16.2552    4.07967E-37    1.24742E-24
  16.3294    4.90431E-37    1.24464E-24
  16.4039    5.89191E-37    1.24200E-24
  16.4788    7.06000E-37    1.23915E-24
  16.5541    8.45580E-37    1.23645E-24
  16.6296    1.01229E-36    1.23392E-24
  16.7055    1.21101E-36    1.23151E-24
  16.7818    1.44760E-36    1.22920E-24
  16.8584    1.72901E-36    1.22699E-24
  16.9354    2.06348E-36    1.22487E-24
  17.0127    2.46069E-36    1.22285E-24
  17.0903    2.93204E-36    1.22093E-24
  17.1683    3.49090E-36    1.21910E-24
  17.2467    4.15306E-36    1.21736E-24
  17.3255    4.93704E-36    1.21571E-24
  17.4045    5.86443E-36    1.21416E-24
  17.4840    6.96058E-36    1.21270E-24
  17.5638    8.25521E-36    1.21133E-24
  17.6440    9.78309E-36    1.21005E-24
  17.7245    1.15848E-35    1.20886E-24
  17.8054    1.37076E-35    1.20776E-24
  17.8867    1.62072E-35    1.20676E-24
  17.9684    1.91481E-35    1.20584E-24
  18.0504    2.26059E-35    1.20500E-24
  18.1328    2.66677E-35    1.20426E-24
  18.2156    3.14345E-35    1.20359E-24
  18.2987    3.70236E-35    1.20299E-24
  18.3823    4.35713E-35    1.20246E-24
  18.4662    5.12373E-35    1.20200E-24
  18.5505    6.02074E-35    1.20162E-24
  18.6352    7.06965E-35    1.20132E-24
  18.7202    8.29528E-35    1.20110E-24
  18.8057    9.72643E-35    1.20096E-24
  18.8915    1.13964E-34    1.20090E-24
  18.9778    1.33432E-34    1.20090E-24
  19.0644    1.56110E-34    1.20098E-24
  19.1514    1.82506E-34    1.20111E-24
  19.2389    2.13209E-34    1.20132E-24
  19.3267    2.48895E-34    1.20159E-24
  19.4149    2.90335E-34    1.20191E-24
  19.5035    3.38417E-34    1.20228E-24
  19.5926    3.94172E-34    1.20272E-24
  19.6820    4.58777E-34    1.20322E-24
  19.7719    5.33583E-34    1.20379E-24
  19.8621    6.20138E-34    1.20441E-24
  19.9528    7.20216E-34    1.20511E-24
  20.0439    8.35850E-34    1.20591E-24
  20.1354    9.69371E-34    1.20685E-24
  20.2273    1.12344E-33    1.20789E-24
  20.3196    1.30108E-33    1.20900E-24
  20.4124    1.50588E-33    1.21018E-24
  20.5056    1.74173E-33    1.21143E-24
  20.5992    2.01317E-33    1.21276E-24
  20.6932    2.32527E-33    1.21415E-24
  20.7877    2.68386E-33    1.21559E-24
  20.8826    3.09587E-33    1.21714E-24
  20.9779    3.56894E-33    1.21881E-24
  21.0737    4.11233E-33    1.22073E-24
  21.1699    4.73552E-33    1.22280E-24
  21.2665    5.44899E-33    1.22490E-24
  21.3636    6.26526E-33    1.22704E-24
  21.4611    7.19751E-33    1.22904E-24
  21.5591    8.26212E-33    1.23099E-24
  21.6575    9.47731E-33    1.23289E-24
  21.7563    1.08632E-32    1.23475E-24
  21.8557    1.24412E-32    1.23645E-24
  21.9554    1.42393E-32    1.23819E-24
  22.0557    1.62867E-32    1.23997E-24
  22.1563    1.86172E-32    1.24183E-24
  22.2575    2.12726E-32    1.24399E-24
  22.3591    2.42921E-32    1.24622E-24
  22.4612    2.77234E-32    1.24853E-24
  22.5637    3.16196E-32    1.25089E-24
  22.6667    3.60379E-32    1.25323E-24
  22.7702    4.10472E-32    1.25559E-24
  22.8741    4.67225E-32    1.25798E-24
  22.9785    5.31478E-32    1.26038E-24
  23.0834    6.04174E-32    1.26280E-24
  23.1888    6.86360E-32    1.26522E-24
  23.2947    7.79214E-32    1.26766E-24
  23.4010    8.84055E-32    1.27010E-24
  23.5078    1.00236E-31    1.27255E-24
  23.6151    1.13577E-31    1.27501E-24
  23.7229    1.28610E-31    1.27746E-24
  23.8312    1.45539E-31    1.27991E-24
  23.9400    1.64591E-31    1.28236E-24
  24.0493    1.86016E-31    1.28479E-24
  24.1591    2.10094E-31    1.28720E-24
  24.2694    2.37134E-31    1.28960E-24
  24.3802    2.67473E-31    1.29190E-24
  24.4915    3.01497E-31    1.29417E-24
  24.6033    3.39636E-31    1.29646E-24
  24.7156    3.82359E-31    1.29876E-24
  24.8284    4.30187E-31    1.30108E-24
  24.9417    4.83695E-31    1.30341E-24
  25.0556    5.43520E-31    1.30581E-24
  25.1700    6.10364E-31    1.30827E-24
  25.2849    6.85005E-31    1.31071E-24
