#
# ISO SWS/LWS Spectra of young stellar object GL7009S
# Dartois et al. 1998, A&A, 
#
# Combined SWS/LWS spectrum of GL7009 S obtained from P.Cox 
# through XT on 09/12/98
#
# lam - wavelength in microns
# flux - flux in W/cm^2/um
#
lam      flux
  4.8510  2.43223e-16  
  4.8551  2.42783e-16  
  4.8591  2.42809e-16  
  4.8632  2.42658e-16  
  4.8672  2.42009e-16  
  4.8713  2.40098e-16  
  4.8753  2.36992e-16  
  4.8794  2.33317e-16  
  4.8835  2.30106e-16  
  4.8875  2.27971e-16  
  4.8916  2.27589e-16  
  4.8957  2.29540e-16  
  4.8998  2.33636e-16  
  4.9039  2.39071e-16  
  4.9079  2.44049e-16  
  4.9120  2.47833e-16  
  4.9161  2.50916e-16  
  4.9202  2.54192e-16  
  4.9243  2.57715e-16  
  4.9284  2.61137e-16  
  4.9325  2.64163e-16  
  4.9367  2.66675e-16  
  4.9408  2.69173e-16  
  4.9449  2.73425e-16  
  4.9490  2.80497e-16  
  4.9531  2.90198e-16  
