#
# Draine & Li IR Dust Emission
# "small" silicate grains (a<250A)
#
# lambda - wavelength in microns
# lamIlamH - IR emission per H column (erg s^-1 H^-1)
# sigExt - exinction cross section 
# 
lambda      lamIlamH     sigExt    
   1.4675   7.5622E-28   9.5536E-25
   1.4742   7.6057E-28   9.5162E-25
   1.4810   7.6490E-28   9.4789E-25
   1.4877   7.6922E-28   9.4419E-25
   1.4945   7.7354E-28   9.4050E-25
   1.5014   7.7784E-28   9.3682E-25
   1.5082   7.8212E-28   9.3317E-25
   1.5151   7.8640E-28   9.2953E-25
   1.5220   7.9066E-28   9.2590E-25
   1.5290   7.9490E-28   9.2229E-25
   1.5359   7.9914E-28   9.1870E-25
   1.5429   8.0335E-28   9.1512E-25
   1.5500   8.0756E-28   9.1156E-25
   1.5571   8.1171E-28   9.0798E-25
   1.5642   8.1586E-28   9.0441E-25
   1.5713   8.1998E-28   9.0086E-25
   1.5785   8.2409E-28   8.9733E-25
   1.5857   8.2819E-28   8.9381E-25
   1.5929   8.3227E-28   8.9031E-25
   1.6002   8.3633E-28   8.8683E-25
   1.6075   8.4037E-28   8.8336E-25
   1.6148   8.4440E-28   8.7990E-25
   1.6222   8.4840E-28   8.7646E-25
   1.6296   8.5240E-28   8.7304E-25
   1.6371   8.5637E-28   8.6963E-25
   1.6445   8.6032E-28   8.6624E-25
   1.6520   8.6424E-28   8.6285E-25
   1.6596   8.6812E-28   8.5945E-25
   1.6672   8.7199E-28   8.5608E-25
   1.6748   8.7585E-28   8.5273E-25
   1.6824   8.7970E-28   8.4941E-25
   1.6901   8.8354E-28   8.4611E-25
   1.6978   8.8737E-28   8.4283E-25
   1.7056   8.9118E-28   8.3958E-25
   1.7133   8.9498E-28   8.3635E-25
   1.7212   8.9877E-28   8.3314E-25
   1.7290   9.0255E-28   8.2995E-25
   1.7369   9.0631E-28   8.2678E-25
   1.7448   9.1006E-28   8.2364E-25
   1.7528   9.1380E-28   8.2051E-25
   1.7608   9.1752E-28   8.1741E-25
   1.7689   9.2122E-28   8.1433E-25
   1.7769   9.2496E-28   8.1131E-25
   1.7850   9.2872E-28   8.0833E-25
   1.7932   9.3246E-28   8.0538E-25
   1.8014   9.3619E-28   8.0245E-25
   1.8096   9.3990E-28   7.9953E-25
   1.8179   9.4360E-28   7.9664E-25
   1.8262   9.4729E-28   7.9377E-25
   1.8345   9.5097E-28   7.9092E-25
   1.8429   9.5463E-28   7.8808E-25
   1.8513   9.5828E-28   7.8527E-25
   1.8597   9.6191E-28   7.8248E-25
   1.8682   9.6552E-28   7.7970E-25
   1.8767   9.6912E-28   7.7694E-25
   1.8853   9.7271E-28   7.7420E-25
   1.8939   9.7628E-28   7.7148E-25
   1.9026   9.7983E-28   7.6877E-25
   1.9113   9.8335E-28   7.6608E-25
   1.9200   9.8684E-28   7.6339E-25
   1.9287   9.9032E-28   7.6071E-25
   1.9375   9.9377E-28   7.5805E-25
   1.9464   9.9720E-28   7.5541E-25
   1.9553   1.0006E-27   7.5277E-25
   1.9642   1.0040E-27   7.5016E-25
   1.9732   1.0074E-27   7.4755E-25
   1.9822   1.0107E-27   7.4496E-25
   1.9912   1.0140E-27   7.4238E-25
   2.0003   1.0173E-27   7.3982E-25
   2.0094   1.0206E-27   7.3727E-25
   2.0186   1.0238E-27   7.3473E-25
   2.0278   1.0271E-27   7.3220E-25
   2.0371   1.0303E-27   7.2968E-25
   2.0464   1.0334E-27   7.2718E-25
   2.0557   1.0366E-27   7.2469E-25
   2.0651   1.0397E-27   7.2221E-25
   2.0745   1.0428E-27   7.1974E-25
   2.0840   1.0459E-27   7.1727E-25
   2.0935   1.0489E-27   7.1482E-25
   2.1031   1.0519E-27   7.1237E-25
   2.1127   1.0549E-27   7.0994E-25
   2.1223   1.0578E-27   7.0751E-25
   2.1320   1.0608E-27   7.0512E-25
   2.1418   1.0637E-27   7.0274E-25
   2.1515   1.0666E-27   7.0038E-25
   2.1614   1.0695E-27   6.9803E-25
   2.1712   1.0724E-27   6.9570E-25
   2.1811   1.0752E-27   6.9338E-25
   2.1911   1.0781E-27   6.9108E-25
   2.2011   1.0809E-27   6.8879E-25
   2.2111   1.0837E-27   6.8653E-25
   2.2212   1.0865E-27   6.8428E-25
   2.2314   1.0892E-27   6.8204E-25
   2.2416   1.0920E-27   6.7981E-25
   2.2518   1.0947E-27   6.7759E-25
   2.2621   1.0973E-27   6.7539E-25
   2.2724   1.1000E-27   6.7319E-25
   2.2828   1.1026E-27   6.7100E-25
   2.2932   1.1052E-27   6.6882E-25
   2.3037   1.1078E-27   6.6665E-25
   2.3142   1.1103E-27   6.6448E-25
   2.3247   1.1128E-27   6.6233E-25
   2.3353   1.1152E-27   6.6018E-25
   2.3460   1.1177E-27   6.5804E-25
   2.3567   1.1201E-27   6.5590E-25
   2.3675   1.1225E-27   6.5378E-25
   2.3783   1.1248E-27   6.5166E-25
   2.3891   1.1271E-27   6.4955E-25
   2.4000   1.1294E-27   6.4745E-25
   2.4110   1.1316E-27   6.4536E-25
   2.4220   1.1338E-27   6.4327E-25
   2.4331   1.1360E-27   6.4117E-25
   2.4442   1.1381E-27   6.3907E-25
   2.4553   1.1402E-27   6.3700E-25
   2.4665   1.1423E-27   6.3494E-25
   2.4778   1.1443E-27   6.3289E-25
   2.4891   1.1464E-27   6.3089E-25
   2.5005   1.1485E-27   6.2892E-25
   2.5119   1.1506E-27   6.2695E-25
   2.5234   1.1527E-27   6.2501E-25
   2.5349   1.1547E-27   6.2307E-25
   2.5464   1.1567E-27   6.2115E-25
   2.5581   1.1587E-27   6.1925E-25
   2.5697   1.1607E-27   6.1735E-25
   2.5815   1.1627E-27   6.1547E-25
   2.5933   1.1647E-27   6.1361E-25
   2.6051   1.1666E-27   6.1175E-25
   2.6170   1.1685E-27   6.0991E-25
   2.6289   1.1704E-27   6.0808E-25
   2.6409   1.1723E-27   6.0626E-25
   2.6530   1.1741E-27   6.0446E-25
   2.6651   1.1759E-27   6.0266E-25
   2.6773   1.1778E-27   6.0088E-25
   2.6895   1.1795E-27   5.9911E-25
   2.7018   1.1813E-27   5.9735E-25
   2.7141   1.1831E-27   5.9560E-25
   2.7265   1.1848E-27   5.9386E-25
   2.7389   1.1865E-27   5.9213E-25
   2.7514   1.1882E-27   5.9041E-25
   2.7640   1.1898E-27   5.8868E-25
   2.7766   1.1914E-27   5.8697E-25
   2.7893   1.1930E-27   5.8526E-25
   2.8020   1.1945E-27   5.8357E-25
   2.8148   1.1961E-27   5.8188E-25
   2.8277   1.1976E-27   5.8021E-25
   2.8406   1.1991E-27   5.7855E-25
   2.8535   1.2006E-27   5.7689E-25
   2.8666   1.2020E-27   5.7525E-25
   2.8797   1.2035E-27   5.7361E-25
   2.8928   1.2049E-27   5.7198E-25
   2.9060   1.2063E-27   5.7037E-25
   2.9193   1.2076E-27   5.6876E-25
   2.9326   1.2090E-27   5.6716E-25
   2.9460   1.2103E-27   5.6557E-25
   2.9594   1.2116E-27   5.6398E-25
   2.9729   1.2129E-27   5.6241E-25
   2.9865   1.2142E-27   5.6084E-25
   3.0002   1.2154E-27   5.5928E-25
   3.0138   1.2166E-27   5.5773E-25
   3.0276   1.2178E-27   5.5619E-25
   3.0414   1.2189E-27   5.5465E-25
   3.0553   1.2201E-27   5.5312E-25
   3.0693   1.2212E-27   5.5160E-25
   3.0833   1.2223E-27   5.5008E-25
   3.0973   1.2234E-27   5.4857E-25
   3.1115   1.2247E-27   5.4721E-25
   3.1257   1.2262E-27   5.4590E-25
   3.1400   1.2276E-27   5.4461E-25
   3.1543   1.2290E-27   5.4332E-25
   3.1687   1.2305E-27   5.4206E-25
   3.1832   1.2319E-27   5.4080E-25
   3.1977   1.2333E-27   5.3956E-25
   3.2123   1.2347E-27   5.3833E-25
   3.2269   1.2361E-27   5.3712E-25
   3.2417   1.2375E-27   5.3591E-25
   3.2565   1.2389E-27   5.3472E-25
   3.2713   1.2401E-27   5.3344E-25
   3.2863   1.2410E-27   5.3207E-25
   3.3013   1.2419E-27   5.3069E-25
   3.3163   1.2427E-27   5.2931E-25
   3.3315   1.2434E-27   5.2792E-25
   3.3467   1.2441E-27   5.2652E-25
   3.3620   1.2448E-27   5.2512E-25
   3.3773   1.2454E-27   5.2371E-25
   3.3927   1.2460E-27   5.2230E-25
   3.4082   1.2464E-27   5.2087E-25
   3.4238   1.2469E-27   5.1943E-25
   3.4394   1.2473E-27   5.1799E-25
   3.4551   1.2476E-27   5.1655E-25
   3.4709   1.2479E-27   5.1511E-25
   3.4867   1.2482E-27   5.1368E-25
   3.5026   1.2485E-27   5.1225E-25
   3.5186   1.2488E-27   5.1082E-25
   3.5347   1.2490E-27   5.0940E-25
   3.5508   1.2492E-27   5.0798E-25
   3.5670   1.2493E-27   5.0656E-25
   3.5833   1.2494E-27   5.0514E-25
   3.5997   1.2495E-27   5.0372E-25
   3.6161   1.2496E-27   5.0231E-25
   3.6326   1.2496E-27   5.0090E-25
   3.6492   1.2497E-27   4.9949E-25
   3.6659   1.2497E-27   4.9809E-25
   3.6826   1.2496E-27   4.9669E-25
   3.6994   1.2496E-27   4.9530E-25
   3.7163   1.2495E-27   4.9392E-25
   3.7333   1.2495E-27   4.9254E-25
   3.7503   1.2494E-27   4.9117E-25
   3.7674   1.2493E-27   4.8980E-25
   3.7846   1.2491E-27   4.8844E-25
   3.8019   1.2490E-27   4.8708E-25
   3.8193   1.2488E-27   4.8573E-25
   3.8367   1.2486E-27   4.8438E-25
   3.8542   1.2484E-27   4.8304E-25
   3.8718   1.2482E-27   4.8170E-25
   3.8895   1.2481E-27   4.8043E-25
   3.9072   1.2480E-27   4.7916E-25
   3.9251   1.2479E-27   4.7790E-25
   3.9430   1.2478E-27   4.7663E-25
   3.9610   1.2476E-27   4.7536E-25
   3.9791   1.2474E-27   4.7410E-25
   3.9972   1.2472E-27   4.7283E-25
   4.0155   1.2469E-27   4.7157E-25
   4.0338   1.2466E-27   4.7030E-25
   4.0522   1.2463E-27   4.6903E-25
   4.0707   1.2460E-27   4.6777E-25
   4.0893   1.2456E-27   4.6650E-25
   4.1080   1.2452E-27   4.6524E-25
   4.1267   1.2448E-27   4.6397E-25
   4.1456   1.2441E-27   4.6261E-25
   4.1645   1.2432E-27   4.6121E-25
   4.1835   1.2424E-27   4.5983E-25
   4.2026   1.2416E-27   4.5845E-25
   4.2218   1.2407E-27   4.5708E-25
   4.2411   1.2399E-27   4.5572E-25
   4.2604   1.2391E-27   4.5437E-25
   4.2799   1.2382E-27   4.5302E-25
   4.2994   1.2374E-27   4.5169E-25
   4.3190   1.2365E-27   4.5036E-25
   4.3387   1.2357E-27   4.4904E-25
   4.3585   1.2348E-27   4.4773E-25
   4.3784   1.2340E-27   4.4642E-25
   4.3984   1.2331E-27   4.4513E-25
   4.4185   1.2323E-27   4.4384E-25
   4.4387   1.2315E-27   4.4259E-25
   4.4589   1.2309E-27   4.4140E-25
   4.4793   1.2303E-27   4.4023E-25
   4.4997   1.2297E-27   4.3907E-25
   4.5203   1.2291E-27   4.3794E-25
   4.5409   1.2286E-27   4.3682E-25
   4.5617   1.2281E-27   4.3571E-25
   4.5825   1.2277E-27   4.3463E-25
   4.6034   1.2273E-27   4.3356E-25
   4.6244   1.2269E-27   4.3250E-25
   4.6455   1.2265E-27   4.3147E-25
   4.6667   1.2261E-27   4.3044E-25
   4.6880   1.2258E-27   4.2943E-25
   4.7094   1.2255E-27   4.2844E-25
   4.7309   1.2252E-27   4.2746E-25
   4.7525   1.2250E-27   4.2649E-25
   4.7742   1.2248E-27   4.2555E-25
   4.7960   1.2248E-27   4.2467E-25
   4.8179   1.2248E-27   4.2381E-25
   4.8399   1.2249E-27   4.2297E-25
   4.8620   1.2250E-27   4.2215E-25
   4.8842   1.2251E-27   4.2135E-25
   4.9065   1.2253E-27   4.2056E-25
   4.9289   1.2255E-27   4.1979E-25
   4.9514   1.2258E-27   4.1904E-25
   4.9740   1.2261E-27   4.1831E-25
   4.9967   1.2264E-27   4.1759E-25
   5.0195   1.2270E-27   4.1694E-25
   5.0424   1.2276E-27   4.1633E-25
   5.0654   1.2284E-27   4.1575E-25
   5.0886   1.2292E-27   4.1522E-25
   5.1118   1.2302E-27   4.1472E-25
   5.1351   1.2312E-27   4.1426E-25
   5.1586   1.2324E-27   4.1383E-25
   5.1821   1.2336E-27   4.1343E-25
   5.2058   1.2350E-27   4.1308E-25
   5.2295   1.2365E-27   4.1276E-25
   5.2534   1.2381E-27   4.1248E-25
   5.2774   1.2398E-27   4.1224E-25
   5.3015   1.2416E-27   4.1203E-25
   5.3257   1.2435E-27   4.1186E-25
   5.3500   1.2456E-27   4.1172E-25
   5.3744   1.2477E-27   4.1162E-25
   5.3989   1.2499E-27   4.1155E-25
   5.4236   1.2523E-27   4.1151E-25
   5.4484   1.2547E-27   4.1151E-25
   5.4732   1.2572E-27   4.1153E-25
   5.4982   1.2599E-27   4.1158E-25
   5.5233   1.2627E-27   4.1169E-25
   5.5485   1.2657E-27   4.1187E-25
   5.5738   1.2689E-27   4.1209E-25
   5.5993   1.2722E-27   4.1234E-25
   5.6249   1.2755E-27   4.1262E-25
   5.6505   1.2791E-27   4.1295E-25
   5.6763   1.2828E-27   4.1332E-25
   5.7022   1.2866E-27   4.1373E-25
   5.7283   1.2906E-27   4.1419E-25
   5.7544   1.2947E-27   4.1468E-25
   5.7807   1.2989E-27   4.1521E-25
   5.8071   1.3033E-27   4.1577E-25
   5.8336   1.3078E-27   4.1637E-25
   5.8602   1.3124E-27   4.1700E-25
   5.8870   1.3171E-27   4.1767E-25
   5.9138   1.3221E-27   4.1839E-25
   5.9408   1.3272E-27   4.1916E-25
   5.9680   1.3324E-27   4.1995E-25
   5.9952   1.3377E-27   4.2076E-25
   6.0226   1.3431E-27   4.2160E-25
   6.0501   1.3486E-27   4.2245E-25
   6.0777   1.3542E-27   4.2333E-25
   6.1054   1.3598E-27   4.2422E-25
   6.1333   1.3656E-27   4.2513E-25
   6.1613   1.3714E-27   4.2606E-25
   6.1894   1.3773E-27   4.2701E-25
   6.2177   1.3827E-27   4.2777E-25
   6.2461   1.3876E-27   4.2838E-25
   6.2746   1.3924E-27   4.2896E-25
   6.3032   1.3971E-27   4.2951E-25
   6.3320   1.4018E-27   4.3002E-25
   6.3609   1.4063E-27   4.3048E-25
   6.3899   1.4093E-27   4.3070E-25
   6.4191   1.4134E-27   4.3103E-25
   6.4484   1.4174E-27   4.3131E-25
   6.4778   1.4213E-27   4.3156E-25
   6.5074   1.4251E-27   4.3177E-25
   6.5371   1.4288E-27   4.3193E-25
   6.5670   1.4338E-27   4.3221E-25
   6.5969   1.4374E-27   4.3232E-25
   6.6271   1.4409E-27   4.3241E-25
   6.6573   1.4436E-27   4.3231E-25
   6.6877   1.4471E-27   4.3237E-25
   6.7182   1.4503E-27   4.3232E-25
   6.7489   1.4533E-27   4.3224E-25
   6.7797   1.4566E-27   4.3222E-25
   6.8106   1.4601E-27   4.3225E-25
   6.8417   1.4639E-27   4.3235E-25
   6.8730   1.4674E-27   4.3231E-25
   6.9043   1.4715E-27   4.3251E-25
   6.9359   1.4755E-27   4.3265E-25
   6.9675   1.4805E-27   4.3307E-25
   6.9993   1.4867E-27   4.3384E-25
   7.0313   1.4942E-27   4.3496E-25
   7.0634   1.5026E-27   4.3621E-25
   7.0956   1.5111E-27   4.3759E-25
   7.1280   1.5202E-27   4.3916E-25
   7.1606   1.5340E-27   4.4202E-25
   7.1932   1.5522E-27   4.4617E-25
   7.2261   1.5749E-27   4.5135E-25
   7.2591   1.6037E-27   4.5819E-25
   7.2922   1.6356E-27   4.6609E-25
   7.3255   1.6661E-27   4.7356E-25
   7.3589   1.7067E-27   4.8358E-25
   7.3925   1.7577E-27   4.9671E-25
   7.4263   1.8191E-27   5.1268E-25
   7.4602   1.8907E-27   5.3115E-25
   7.4942   1.9728E-27   5.5271E-25
   7.5284   2.0670E-27   5.7752E-25
   7.5628   2.1794E-27   6.0690E-25
   7.5973   2.3099E-27   6.4146E-25
   7.6320   2.4584E-27   6.8082E-25
   7.6669   2.6251E-27   7.2449E-25
   7.7019   2.8099E-27   7.7331E-25
   7.7370   3.0130E-27   8.2684E-25
   7.7723   3.2390E-27   8.8573E-25
   7.8078   3.4899E-27   9.5161E-25
   7.8435   3.7642E-27   1.0234E-24
   7.8793   4.0618E-27   1.1011E-24
   7.9152   4.3827E-27   1.1837E-24
   7.9514   4.7269E-27   1.2728E-24
   7.9877   5.0942E-27   1.3675E-24
   8.0241   5.4960E-27   1.4714E-24
   8.0608   5.9204E-27   1.5800E-24
   8.0976   6.3670E-27   1.6937E-24
   8.1345   6.8357E-27   1.8136E-24
   8.1716   7.3263E-27   1.9374E-24
   8.2090   7.8388E-27   2.0674E-24
   8.2464   8.3728E-27   2.2008E-24
   8.2841   8.8849E-27   2.3275E-24
   8.3219   9.3545E-27   2.4440E-24
   8.3599   9.8198E-27   2.5568E-24
   8.3980   1.0264E-26   2.6652E-24
   8.4364   1.0685E-26   2.7650E-24
   8.4749   1.1097E-26   2.8616E-24
   8.5136   1.1498E-26   2.9548E-24
   8.5524   1.1908E-26   3.0516E-24
   8.5915   1.2329E-26   3.1482E-24
   8.6307   1.2770E-26   3.2495E-24
   8.6701   1.3255E-26   3.3617E-24
   8.7097   1.3763E-26   3.4781E-24
   8.7494   1.4309E-26   3.6029E-24
   8.7894   1.4895E-26   3.7368E-24
   8.8295   1.5541E-26   3.8821E-24
   8.8698   1.6201E-26   4.0315E-24
   8.9103   1.6890E-26   4.1869E-24
   8.9510   1.7599E-26   4.3458E-24
   8.9918   1.8327E-26   4.5079E-24
   9.0329   1.9060E-26   4.6699E-24
   9.0741   1.9781E-26   4.8272E-24
   9.1155   2.0484E-26   4.9788E-24
   9.1572   2.1146E-26   5.1190E-24
   9.1990   2.1755E-26   5.2450E-24
   9.2409   2.2305E-26   5.3557E-24
   9.2831   2.2784E-26   5.4480E-24
   9.3255   2.3183E-26   5.5202E-24
   9.3681   2.3502E-26   5.5726E-24
   9.4108   2.3739E-26   5.6047E-24
   9.4538   2.3893E-26   5.6169E-24
   9.4970   2.3973E-26   5.6114E-24
   9.5403   2.3984E-26   5.5895E-24
   9.5839   2.3940E-26   5.5547E-24
   9.6276   2.3842E-26   5.5072E-24
   9.6716   2.3698E-26   5.4494E-24
   9.7157   2.3530E-26   5.3863E-24
   9.7601   2.3356E-26   5.3221E-24
   9.8046   2.3186E-26   5.2592E-24
   9.8494   2.3021E-26   5.1974E-24
   9.8943   2.2860E-26   5.1368E-24
   9.9395   2.2706E-26   5.0783E-24
   9.9849   2.2561E-26   5.0217E-24
  10.0305   2.2436E-26   4.9698E-24
  10.0763   2.2316E-26   4.9193E-24
  10.1223   2.2194E-26   4.8685E-24
  10.1685   2.2072E-26   4.8178E-24
  10.2149   2.1942E-26   4.7657E-24
  10.2615   2.1784E-26   4.7076E-24
  10.3084   2.1598E-26   4.6439E-24
  10.3554   2.1369E-26   4.5712E-24
  10.4027   2.1090E-26   4.4884E-24
  10.4502   2.0781E-26   4.3997E-24
  10.4979   2.0445E-26   4.3060E-24
  10.5458   2.0071E-26   4.2049E-24
  10.5939   1.9692E-26   4.1036E-24
  10.6423   1.9314E-26   4.0033E-24
  10.6909   1.8939E-26   3.9045E-24
  10.7397   1.8602E-26   3.8141E-24
  10.7887   1.8281E-26   3.7278E-24
  10.8380   1.7976E-26   3.6453E-24
  10.8874   1.7690E-26   3.5672E-24
  10.9371   1.7425E-26   3.4941E-24
  10.9871   1.7168E-26   3.4230E-24
  11.0372   1.6918E-26   3.3539E-24
  11.0876   1.6666E-26   3.2851E-24
  11.1382   1.6406E-26   3.2151E-24
  11.1891   1.6152E-26   3.1467E-24
  11.2401   1.5902E-26   3.0798E-24
  11.2915   1.5660E-26   3.0150E-24
  11.3430   1.5430E-26   2.9530E-24
  11.3948   1.5208E-26   2.8931E-24
  11.4468   1.4994E-26   2.8349E-24
  11.4990   1.4790E-26   2.7794E-24
  11.5515   1.4597E-26   2.7262E-24
  11.6043   1.4404E-26   2.6735E-24
  11.6572   1.4210E-26   2.6211E-24
  11.7105   1.4011E-26   2.5681E-24
  11.7639   1.3795E-26   2.5125E-24
  11.8176   1.3577E-26   2.4571E-24
  11.8716   1.3358E-26   2.4018E-24
  11.9258   1.3137E-26   2.3468E-24
  11.9802   1.2920E-26   2.2931E-24
  12.0349   1.2706E-26   2.2403E-24
  12.0898   1.2493E-26   2.1882E-24
  12.1450   1.2282E-26   2.1368E-24
  12.2005   1.2092E-26   2.0897E-24
  12.2562   1.1916E-26   2.0454E-24
  12.3121   1.1749E-26   2.0031E-24
  12.3683   1.1583E-26   1.9613E-24
  12.4248   1.1409E-26   1.9186E-24
  12.4815   1.1231E-26   1.8756E-24
  12.5385   1.1056E-26   1.8335E-24
  12.5957   1.0884E-26   1.7922E-24
  12.6532   1.0713E-26   1.7516E-24
  12.7110   1.0539E-26   1.7109E-24
  12.7690   1.0370E-26   1.6715E-24
  12.8273   1.0207E-26   1.6333E-24
  12.8858   1.0048E-26   1.5962E-24
  12.9447   9.8992E-27   1.5611E-24
  13.0038   9.7625E-27   1.5283E-24
  13.0631   9.6310E-27   1.4966E-24
  13.1227   9.5046E-27   1.4660E-24
  13.1827   9.3827E-27   1.4364E-24
  13.2428   9.2563E-27   1.4064E-24
  13.3033   9.1338E-27   1.3773E-24
  13.3640   9.0162E-27   1.3492E-24
  13.4250   8.9031E-27   1.3221E-24
  13.4863   8.7932E-27   1.2957E-24
  13.5479   8.6863E-27   1.2700E-24
  13.6097   8.5907E-27   1.2463E-24
  13.6718   8.5062E-27   1.2244E-24
  13.7343   8.4328E-27   1.2042E-24
  13.7970   8.3750E-27   1.1865E-24
  13.8599   8.3417E-27   1.1724E-24
  13.9232   8.3261E-27   1.1608E-24
  13.9868   8.3286E-27   1.1518E-24
  14.0506   8.3497E-27   1.1454E-24
  14.1148   8.3939E-27   1.1421E-24
  14.1792   8.4619E-27   1.1419E-24
  14.2439   8.5473E-27   1.1439E-24
  14.3089   8.6508E-27   1.1482E-24
  14.3743   8.7732E-27   1.1548E-24
  14.4399   8.9129E-27   1.1634E-24
  14.5058   9.0651E-27   1.1733E-24
  14.5720   9.2315E-27   1.1848E-24
  14.6385   9.4124E-27   1.1977E-24
  14.7054   9.6080E-27   1.2122E-24
  14.7725   9.8152E-27   1.2277E-24
  14.8399   1.0018E-26   1.2423E-24
  14.9077   1.0229E-26   1.2574E-24
  14.9757   1.0447E-26   1.2731E-24
  15.0441   1.0668E-26   1.2886E-24
  15.1128   1.0894E-26   1.3044E-24
  15.1817   1.1132E-26   1.3211E-24
  15.2510   1.1378E-26   1.3383E-24
  15.3207   1.1632E-26   1.3560E-24
  15.3906   1.1893E-26   1.3740E-24
  15.4609   1.2162E-26   1.3925E-24
  15.5314   1.2439E-26   1.4113E-24
  15.6023   1.2723E-26   1.4305E-24
  15.6736   1.3014E-26   1.4499E-24
  15.7451   1.3312E-26   1.4696E-24
  15.8170   1.3618E-26   1.4894E-24
  15.8892   1.3930E-26   1.5095E-24
  15.9617   1.4248E-26   1.5296E-24
  16.0346   1.4572E-26   1.5498E-24
  16.1078   1.4902E-26   1.5702E-24
  16.1813   1.5239E-26   1.5905E-24
  16.2552   1.5581E-26   1.6109E-24
  16.3294   1.5930E-26   1.6315E-24
  16.4039   1.6288E-26   1.6522E-24
  16.4788   1.6649E-26   1.6727E-24
  16.5541   1.7012E-26   1.6928E-24
  16.6296   1.7377E-26   1.7125E-24
  16.7055   1.7744E-26   1.7318E-24
  16.7818   1.8110E-26   1.7503E-24
  16.8584   1.8470E-26   1.7677E-24
  16.9354   1.8830E-26   1.7845E-24
  17.0127   1.9189E-26   1.8008E-24
  17.0903   1.9548E-26   1.8164E-24
  17.1683   1.9906E-26   1.8313E-24
  17.2467   2.0266E-26   1.8459E-24
  17.3255   2.0630E-26   1.8604E-24
  17.4045   2.0989E-26   1.8739E-24
  17.4840   2.1342E-26   1.8863E-24
  17.5638   2.1690E-26   1.8977E-24
  17.6440   2.2030E-26   1.9080E-24
  17.7245   2.2363E-26   1.9171E-24
  17.8054   2.2678E-26   1.9244E-24
  17.8867   2.2982E-26   1.9303E-24
  17.9684   2.3277E-26   1.9350E-24
  18.0504   2.3560E-26   1.9384E-24
  18.1328   2.3832E-26   1.9406E-24
  18.2156   2.4093E-26   1.9416E-24
  18.2987   2.4347E-26   1.9416E-24
  18.3823   2.4587E-26   1.9404E-24
  18.4662   2.4813E-26   1.9377E-24
  18.5505   2.5024E-26   1.9337E-24
  18.6352   2.5220E-26   1.9284E-24
  18.7202   2.5402E-26   1.9218E-24
  18.8057   2.5569E-26   1.9139E-24
  18.8915   2.5717E-26   1.9046E-24
  18.9778   2.5851E-26   1.8941E-24
  19.0644   2.5969E-26   1.8824E-24
  19.1514   2.6073E-26   1.8697E-24
  19.2389   2.6162E-26   1.8560E-24
  19.3267   2.6237E-26   1.8413E-24
  19.4149   2.6298E-26   1.8256E-24
  19.5035   2.6343E-26   1.8089E-24
  19.5926   2.6376E-26   1.7915E-24
  19.6820   2.6397E-26   1.7733E-24
  19.7719   2.6406E-26   1.7545E-24
  19.8621   2.6403E-26   1.7352E-24
  19.9528   2.6390E-26   1.7152E-24
  20.0439   2.6371E-26   1.6951E-24
  20.1354   2.6352E-26   1.6751E-24
  20.2273   2.6328E-26   1.6551E-24
  20.3196   2.6301E-26   1.6350E-24
  20.4124   2.6320E-26   1.6180E-24
  20.5056   2.6349E-26   1.6017E-24
  20.5992   2.6386E-26   1.5859E-24
  20.6932   2.6427E-26   1.5706E-24
  20.7877   2.6462E-26   1.5550E-24
  20.8826   2.6495E-26   1.5394E-24
  20.9779   2.6527E-26   1.5238E-24
  21.0737   2.6547E-26   1.5076E-24
  21.1699   2.6562E-26   1.4914E-24
  21.2665   2.6581E-26   1.4754E-24
  21.3636   2.6602E-26   1.4597E-24
  21.4611   2.6645E-26   1.4454E-24
  21.5591   2.6695E-26   1.4315E-24
  21.6575   2.6749E-26   1.4178E-24
  21.7563   2.6805E-26   1.4044E-24
  21.8557   2.6857E-26   1.3909E-24
  21.9554   2.6904E-26   1.3772E-24
  22.0557   2.6946E-26   1.3633E-24
  22.1563   2.6980E-26   1.3492E-24
  22.2575   2.6994E-26   1.3342E-24
  22.3591   2.7008E-26   1.3193E-24
  22.4612   2.7021E-26   1.3044E-24
  22.5637   2.7036E-26   1.2898E-24
  22.6667   2.7064E-26   1.2760E-24
  22.7702   2.7100E-26   1.2627E-24
  22.8741   2.7144E-26   1.2498E-24
  22.9785   2.7198E-26   1.2374E-24
  23.0834   2.7270E-26   1.2260E-24
  23.1888   2.7344E-26   1.2147E-24
  23.2947   2.7419E-26   1.2036E-24
  23.4010   2.7494E-26   1.1925E-24
  23.5078   2.7545E-26   1.1805E-24
  23.6151   2.7597E-26   1.1685E-24
  23.7229   2.7649E-26   1.1567E-24
  23.8312   2.7702E-26   1.1449E-24
  23.9400   2.7776E-26   1.1342E-24
  24.0493   2.7853E-26   1.1236E-24
  24.1591   2.7930E-26   1.1131E-24
  24.2694   2.8008E-26   1.1027E-24
  24.3802   2.8078E-26   1.0921E-24
  24.4915   2.8145E-26   1.0814E-24
  24.6033   2.8213E-26   1.0708E-24
  24.7156   2.8281E-26   1.0603E-24
  24.8284   2.8350E-26   1.0499E-24
  24.9417   2.8420E-26   1.0396E-24
  25.0556   2.8489E-26   1.0293E-24
  25.1700   2.8557E-26   1.0191E-24
  25.2849   2.8626E-26   1.0090E-24
  25.4003   2.8696E-26   9.9900E-25
  25.5163   2.8767E-26   9.8911E-25
  25.6327   2.8839E-26   9.7934E-25
  25.7498   2.8912E-26   9.6967E-25
  25.8673   2.8987E-26   9.6011E-25
