#
# Draine & Li IR Dust Emission
# "small" silicate grains (a<250A)
#
# lambda - wavelength in microns
# lamIlamH - IR emission per H column (erg s^-1 H^-1)
# sigExt - exinction cross section 
# 
lambda      lamIlamH     sigExt    
  25.9854   2.9063E-26   9.5066E-25
  26.1040   2.9140E-26   9.4131E-25
  26.2232   2.9218E-26   9.3206E-25
  26.3429   2.9297E-26   9.2292E-25
  26.4631   2.9377E-26   9.1387E-25
  26.5839   2.9459E-26   9.0493E-25
  26.7053   2.9541E-26   8.9608E-25
  26.8272   2.9625E-26   8.8733E-25
  26.9497   2.9711E-26   8.7868E-25
  27.0727   2.9797E-26   8.7012E-25
  27.1963   2.9884E-26   8.6166E-25
  27.3204   2.9973E-26   8.5329E-25
  27.4451   3.0063E-26   8.4501E-25
  27.5704   3.0154E-26   8.3683E-25
  27.6963   3.0248E-26   8.2877E-25
  27.8227   3.0343E-26   8.2080E-25
  27.9497   3.0440E-26   8.1291E-25
  28.0773   3.0537E-26   8.0511E-25
  28.2055   3.0636E-26   7.9738E-25
  28.3342   3.0736E-26   7.8974E-25
  28.4636   3.0837E-26   7.8219E-25
  28.5935   3.0939E-26   7.7471E-25
  28.7241   3.1043E-26   7.6731E-25
  28.8552   3.1148E-26   7.5999E-25
  28.9869   3.1254E-26   7.5274E-25
  29.1192   3.1361E-26   7.4558E-25
  29.2522   3.1470E-26   7.3849E-25
  29.3857   3.1580E-26   7.3147E-25
  29.5198   3.1692E-26   7.2453E-25
  29.6546   3.1804E-26   7.1766E-25
  29.7900   3.1918E-26   7.1086E-25
  29.9260   3.2034E-26   7.0413E-25
  30.0626   3.2147E-26   6.9741E-25
  30.1998   3.2259E-26   6.9068E-25
  30.3377   3.2372E-26   6.8403E-25
  30.4762   3.2486E-26   6.7746E-25
  30.6153   3.2603E-26   6.7096E-25
  30.7550   3.2721E-26   6.6454E-25
  30.8954   3.2840E-26   6.5819E-25
  31.0365   3.2962E-26   6.5192E-25
  31.1781   3.3085E-26   6.4571E-25
  31.3205   3.3211E-26   6.3958E-25
  31.4635   3.3337E-26   6.3352E-25
  31.6071   3.3465E-26   6.2752E-25
  31.7514   3.3596E-26   6.2160E-25
  31.8963   3.3727E-26   6.1574E-25
  32.0419   3.3861E-26   6.0994E-25
  32.1882   3.3997E-26   6.0422E-25
  32.3351   3.4135E-26   5.9855E-25
  32.4827   3.4275E-26   5.9295E-25
  32.6310   3.4416E-26   5.8741E-25
  32.7800   3.4559E-26   5.8193E-25
  32.9296   3.4704E-26   5.7651E-25
  33.0799   3.4851E-26   5.7115E-25
  33.2309   3.5000E-26   5.6585E-25
  33.3826   3.5151E-26   5.6061E-25
  33.5350   3.5306E-26   5.5545E-25
  33.6881   3.5470E-26   5.5047E-25
  33.8419   3.5637E-26   5.4554E-25
  33.9964   3.5806E-26   5.4067E-25
  34.1516   3.5976E-26   5.3584E-25
  34.3075   3.6149E-26   5.3106E-25
  34.4641   3.6325E-26   5.2633E-25
  34.6214   3.6502E-26   5.2164E-25
  34.7795   3.6681E-26   5.1701E-25
  34.9382   3.6862E-26   5.1242E-25
  35.0977   3.7046E-26   5.0788E-25
  35.2580   3.7232E-26   5.0338E-25
  35.4189   3.7421E-26   4.9893E-25
  35.5806   3.7613E-26   4.9452E-25
  35.7430   3.7806E-26   4.9016E-25
  35.9062   3.8002E-26   4.8584E-25
  36.0701   3.8200E-26   4.8157E-25
  36.2348   3.8401E-26   4.7733E-25
  36.4002   3.8605E-26   4.7314E-25
  36.5663   3.8811E-26   4.6900E-25
  36.7333   3.9020E-26   4.6489E-25
  36.9009   3.9231E-26   4.6082E-25
  37.0694   3.9445E-26   4.5680E-25
  37.2386   3.9663E-26   4.5281E-25
  37.4086   3.9883E-26   4.4887E-25
  37.5794   4.0106E-26   4.4495E-25
  37.7509   4.0317E-26   4.4091E-25
  37.9233   4.0529E-26   4.3689E-25
  38.0964   4.0742E-26   4.3291E-25
  38.2703   4.0958E-26   4.2895E-25
  38.4450   4.1176E-26   4.2503E-25
  38.6205   4.1396E-26   4.2113E-25
  38.7968   4.1617E-26   4.1727E-25
  38.9739   4.1841E-26   4.1343E-25
  39.1518   4.2069E-26   4.0963E-25
  39.3305   4.2298E-26   4.0585E-25
  39.5101   4.2529E-26   4.0211E-25
  39.6904   4.2763E-26   3.9839E-25
  39.8716   4.2999E-26   3.9470E-25
  40.0536   4.3238E-26   3.9105E-25
  40.2365   4.3480E-26   3.8742E-25
  40.4202   4.3724E-26   3.8382E-25
  40.6047   4.3971E-26   3.8025E-25
  40.7900   4.4221E-26   3.7671E-25
  40.9762   4.4474E-26   3.7320E-25
  41.1633   4.4731E-26   3.6972E-25
  41.3512   4.4990E-26   3.6626E-25
  41.5400   4.5249E-26   3.6281E-25
  41.7296   4.5511E-26   3.5939E-25
  41.9201   4.5777E-26   3.5600E-25
  42.1115   4.6046E-26   3.5263E-25
  42.3037   4.6318E-26   3.4930E-25
  42.4968   4.6595E-26   3.4599E-25
  42.6908   4.6876E-26   3.4272E-25
  42.8857   4.7159E-26   3.3947E-25
  43.0815   4.7448E-26   3.3625E-25
  43.2781   4.7740E-26   3.3306E-25
  43.4757   4.8037E-26   3.2990E-25
  43.6742   4.8337E-26   3.2676E-25
  43.8735   4.8642E-26   3.2365E-25
  44.0738   4.8950E-26   3.2057E-25
  44.2750   4.9264E-26   3.1751E-25
  44.4771   4.9581E-26   3.1448E-25
  44.6802   4.9903E-26   3.1148E-25
  44.8841   5.0230E-26   3.0851E-25
  45.0890   5.0562E-26   3.0556E-25
  45.2948   5.0902E-26   3.0265E-25
  45.5016   5.1249E-26   2.9978E-25
  45.7093   5.1600E-26   2.9693E-25
  45.9180   5.1956E-26   2.9411E-25
  46.1276   5.2319E-26   2.9131E-25
  46.3382   5.2688E-26   2.8854E-25
  46.5497   5.3063E-26   2.8580E-25
  46.7622   5.3444E-26   2.8308E-25
  46.9757   5.3830E-26   2.8039E-25
  47.1901   5.4222E-26   2.7772E-25
  47.4055   5.4621E-26   2.7508E-25
  47.6219   5.5027E-26   2.7246E-25
  47.8393   5.5440E-26   2.6986E-25
  48.0577   5.5859E-26   2.6729E-25
  48.2771   5.6285E-26   2.6475E-25
  48.4975   5.6717E-26   2.6222E-25
  48.7189   5.7157E-26   2.5972E-25
  48.9413   5.7603E-26   2.5725E-25
  49.1647   5.8057E-26   2.5479E-25
  49.3891   5.8519E-26   2.5236E-25
  49.6146   5.8990E-26   2.4995E-25
  49.8411   5.9466E-26   2.4757E-25
  50.0686   5.9950E-26   2.4520E-25
  50.2972   6.0441E-26   2.4285E-25
  50.5268   6.0941E-26   2.4053E-25
  50.7574   6.1448E-26   2.3822E-25
  50.9891   6.1962E-26   2.3593E-25
  51.2219   6.2485E-26   2.3367E-25
  51.4557   6.3017E-26   2.3142E-25
  51.6906   6.3558E-26   2.2920E-25
  51.9266   6.4103E-26   2.2699E-25
  52.1636   6.4657E-26   2.2479E-25
  52.4017   6.5220E-26   2.2262E-25
  52.6409   6.5792E-26   2.2046E-25
  52.8813   6.6373E-26   2.1833E-25
  53.1227   6.6964E-26   2.1622E-25
  53.3652   6.7563E-26   2.1412E-25
  53.6088   6.8173E-26   2.1205E-25
  53.8535   6.8793E-26   2.0999E-25
  54.0993   6.9421E-26   2.0795E-25
  54.3463   7.0057E-26   2.0593E-25
  54.5944   7.0704E-26   2.0393E-25
  54.8436   7.1362E-26   2.0195E-25
  55.0940   7.2030E-26   1.9999E-25
  55.3455   7.2709E-26   1.9805E-25
  55.5981   7.3398E-26   1.9613E-25
  55.8519   7.4099E-26   1.9423E-25
  56.1069   7.4810E-26   1.9235E-25
  56.3630   7.5531E-26   1.9048E-25
  56.6203   7.6269E-26   1.8865E-25
  56.8788   7.7017E-26   1.8683E-25
  57.1384   7.7776E-26   1.8503E-25
  57.3993   7.8547E-26   1.8324E-25
  57.6613   7.9330E-26   1.8148E-25
  57.9245   8.0122E-26   1.7973E-25
  58.1889   8.0926E-26   1.7799E-25
  58.4546   8.1743E-26   1.7628E-25
  58.7214   8.2570E-26   1.7457E-25
  58.9895   8.3409E-26   1.7289E-25
  59.2587   8.4254E-26   1.7121E-25
  59.5293   8.5113E-26   1.6955E-25
  59.8010   8.5981E-26   1.6790E-25
  60.0740   8.6859E-26   1.6627E-25
  60.3482   8.7747E-26   1.6465E-25
  60.6237   8.8647E-26   1.6304E-25
  60.9005   8.9557E-26   1.6145E-25
  61.1785   9.0479E-26   1.5988E-25
  61.4578   9.1411E-26   1.5831E-25
  61.7383   9.2355E-26   1.5677E-25
  62.0201   9.3309E-26   1.5523E-25
  62.3033   9.4280E-26   1.5372E-25
  62.5877   9.5261E-26   1.5222E-25
  62.8734   9.6253E-26   1.5073E-25
  63.1604   9.7257E-26   1.4926E-25
  63.4487   9.8272E-26   1.4781E-25
  63.7384   9.9303E-26   1.4637E-25
  64.0293   1.0035E-25   1.4495E-25
  64.3216   1.0141E-25   1.4355E-25
  64.6152   1.0248E-25   1.4216E-25
  64.9102   1.0356E-25   1.4079E-25
  65.2065   1.0465E-25   1.3943E-25
  65.5042   1.0575E-25   1.3807E-25
  65.8032   1.0686E-25   1.3673E-25
  66.1036   1.0798E-25   1.3540E-25
  66.4054   1.0911E-25   1.3408E-25
  66.7085   1.1025E-25   1.3277E-25
  67.0130   1.1141E-25   1.3148E-25
  67.3189   1.1258E-25   1.3021E-25
  67.6263   1.1376E-25   1.2895E-25
  67.9350   1.1496E-25   1.2771E-25
  68.2451   1.1616E-25   1.2648E-25
  68.5566   1.1738E-25   1.2526E-25
  68.8696   1.1861E-25   1.2405E-25
  69.1840   1.1984E-25   1.2285E-25
  69.4998   1.2107E-25   1.2165E-25
  69.8171   1.2231E-25   1.2046E-25
  70.1358   1.2355E-25   1.1928E-25
  70.4559   1.2479E-25   1.1810E-25
  70.7776   1.2605E-25   1.1694E-25
  71.1007   1.2734E-25   1.1582E-25
  71.4252   1.2864E-25   1.1470E-25
  71.7513   1.2995E-25   1.1360E-25
  72.0788   1.3127E-25   1.1251E-25
  72.4079   1.3259E-25   1.1143E-25
  72.7384   1.3393E-25   1.1035E-25
  73.0705   1.3526E-25   1.0929E-25
  73.4040   1.3661E-25   1.0824E-25
  73.7391   1.3796E-25   1.0719E-25
  74.0757   1.3931E-25   1.0616E-25
  74.4139   1.4067E-25   1.0513E-25
  74.7536   1.4204E-25   1.0412E-25
  75.0948   1.4341E-25   1.0311E-25
  75.4376   1.4478E-25   1.0211E-25
  75.7820   1.4616E-25   1.0112E-25
  76.1279   1.4754E-25   1.0014E-25
  76.4755   1.4893E-25   9.9169E-26
  76.8246   1.5032E-25   9.8209E-26
  77.1753   1.5171E-25   9.7257E-26
  77.5276   1.5312E-25   9.6316E-26
  77.8815   1.5453E-25   9.5389E-26
  78.2370   1.5594E-25   9.4472E-26
  78.5942   1.5736E-25   9.3563E-26
  78.9529   1.5879E-25   9.2664E-26
  79.3134   1.6022E-25   9.1774E-26
  79.6754   1.6164E-25   9.0893E-26
  80.0391   1.6307E-25   9.0020E-26
  80.4045   1.6449E-25   8.9152E-26
  80.7716   1.6591E-25   8.8292E-26
  81.1403   1.6733E-25   8.7441E-26
  81.5107   1.6875E-25   8.6599E-26
  81.8828   1.7017E-25   8.5765E-26
  82.2566   1.7159E-25   8.4939E-26
  82.6321   1.7300E-25   8.4121E-26
  83.0093   1.7442E-25   8.3313E-26
  83.3882   1.7584E-25   8.2514E-26
  83.7689   1.7726E-25   8.1722E-26
  84.1513   1.7868E-25   8.0939E-26
  84.5354   1.8009E-25   8.0163E-26
  84.9213   1.8149E-25   7.9395E-26
  85.3090   1.8290E-25   7.8635E-26
  85.6984   1.8429E-25   7.7882E-26
  86.0896   1.8568E-25   7.7135E-26
  86.4826   1.8707E-25   7.6396E-26
  86.8774   1.8845E-25   7.5665E-26
  87.2740   1.8983E-25   7.4940E-26
  87.6724   1.9120E-25   7.4223E-26
  88.0726   1.9256E-25   7.3513E-26
  88.4747   1.9391E-25   7.2810E-26
  88.8786   1.9526E-25   7.2115E-26
  89.2843   1.9660E-25   7.1427E-26
  89.6919   1.9794E-25   7.0745E-26
  90.1013   1.9927E-25   7.0071E-26
  90.5126   2.0059E-25   6.9403E-26
  90.9258   2.0190E-25   6.8741E-26
  91.3409   2.0319E-25   6.8086E-26
  91.7579   2.0448E-25   6.7437E-26
  92.1767   2.0575E-25   6.6794E-26
  92.5975   2.0701E-25   6.6157E-26
  93.0202   2.0826E-25   6.5527E-26
  93.4449   2.0949E-25   6.4902E-26
  93.8714   2.1072E-25   6.4284E-26
  94.2999   2.1192E-25   6.3672E-26
  94.7304   2.1312E-25   6.3065E-26
  95.1629   2.1430E-25   6.2465E-26
  95.5973   2.1547E-25   6.1871E-26
  96.0337   2.1663E-25   6.1283E-26
  96.4721   2.1777E-25   6.0700E-26
  96.9125   2.1890E-25   6.0124E-26
  97.3549   2.2001E-25   5.9553E-26
  97.7993   2.2111E-25   5.8987E-26
  98.2457   2.2219E-25   5.8428E-26
  98.6942   2.2325E-25   5.7874E-26
  99.1448   2.2429E-25   5.7325E-26
  99.5974   2.2532E-25   5.6782E-26
 100.0520   2.2634E-25   5.6244E-26
 100.5087   2.2733E-25   5.5712E-26
 100.9676   2.2831E-25   5.5185E-26
 101.4285   2.2927E-25   5.4663E-26
 101.8915   2.3021E-25   5.4146E-26
 102.3566   2.3113E-25   5.3634E-26
 102.8239   2.3203E-25   5.3127E-26
 103.2933   2.3292E-25   5.2625E-26
 103.7648   2.3377E-25   5.2126E-26
 104.2385   2.3461E-25   5.1631E-26
 104.7143   2.3542E-25   5.1141E-26
 105.1923   2.3621E-25   5.0657E-26
 105.6725   2.3698E-25   5.0177E-26
 106.1549   2.3773E-25   4.9702E-26
 106.6395   2.3846E-25   4.9231E-26
 107.1263   2.3917E-25   4.8766E-26
 107.6154   2.3985E-25   4.8305E-26
 108.1066   2.4052E-25   4.7848E-26
 108.6001   2.4116E-25   4.7396E-26
 109.0959   2.4178E-25   4.6949E-26
 109.5939   2.4238E-25   4.6505E-26
 110.0942   2.4295E-25   4.6067E-26
 110.5968   2.4351E-25   4.5632E-26
 111.1016   2.4404E-25   4.5202E-26
 111.6088   2.4454E-25   4.4776E-26
 112.1183   2.4503E-25   4.4355E-26
 112.6301   2.4549E-25   4.3937E-26
 113.1443   2.4593E-25   4.3525E-26
 113.6608   2.4635E-25   4.3116E-26
 114.1796   2.4674E-25   4.2712E-26
 114.7009   2.4711E-25   4.2312E-26
 115.2245   2.4746E-25   4.1915E-26
 115.7505   2.4779E-25   4.1523E-26
 116.2789   2.4809E-25   4.1134E-26
 116.8097   2.4837E-25   4.0750E-26
 117.3429   2.4862E-25   4.0369E-26
 117.8786   2.4885E-25   3.9991E-26
 118.4167   2.4907E-25   3.9618E-26
 118.9573   2.4925E-25   3.9248E-26
 119.5003   2.4941E-25   3.8881E-26
 120.0458   2.4954E-25   3.8518E-26
 120.5938   2.4965E-25   3.8158E-26
 121.1443   2.4973E-25   3.7802E-26
 121.6973   2.4979E-25   3.7449E-26
 122.2529   2.4981E-25   3.7099E-26
 122.8110   2.4982E-25   3.6752E-26
 123.3716   2.4980E-25   3.6409E-26
 123.9348   2.4975E-25   3.6068E-26
 124.5005   2.4967E-25   3.5729E-26
 125.0689   2.4956E-25   3.5393E-26
 125.6398   2.4943E-25   3.5061E-26
 126.2134   2.4927E-25   3.4732E-26
 126.7895   2.4909E-25   3.4406E-26
 127.3683   2.4889E-25   3.4083E-26
 127.9497   2.4866E-25   3.3763E-26
 128.5338   2.4841E-25   3.3447E-26
 129.1206   2.4814E-25   3.3133E-26
 129.7100   2.4784E-25   3.2823E-26
 130.3021   2.4752E-25   3.2515E-26
 130.8970   2.4718E-25   3.2211E-26
 131.4945   2.4681E-25   3.1909E-26
 132.0948   2.4643E-25   3.1611E-26
 132.6978   2.4602E-25   3.1315E-26
 133.3035   2.4558E-25   3.1023E-26
 133.9121   2.4513E-25   3.0733E-26
 134.5234   2.4465E-25   3.0446E-26
 135.1375   2.4416E-25   3.0161E-26
 135.7544   2.4365E-25   2.9881E-26
 136.3741   2.4313E-25   2.9603E-26
 136.9966   2.4257E-25   2.9327E-26
 137.6220   2.4200E-25   2.9054E-26
 138.2502   2.4140E-25   2.8784E-26
 138.8814   2.4079E-25   2.8517E-26
 139.5153   2.4015E-25   2.8251E-26
 140.1522   2.3949E-25   2.7989E-26
 140.7920   2.3881E-25   2.7729E-26
 141.4347   2.3811E-25   2.7471E-26
 142.0804   2.3739E-25   2.7216E-26
 142.7290   2.3666E-25   2.6963E-26
 143.3805   2.3590E-25   2.6713E-26
 144.0350   2.3513E-25   2.6465E-26
 144.6926   2.3433E-25   2.6219E-26
 145.3531   2.3352E-25   2.5976E-26
 146.0166   2.3269E-25   2.5735E-26
 146.6832   2.3185E-25   2.5496E-26
 147.3528   2.3098E-25   2.5260E-26
 148.0254   2.3010E-25   2.5026E-26
 148.7012   2.2920E-25   2.4794E-26
 149.3800   2.2828E-25   2.4564E-26
 150.0619   2.2735E-25   2.4336E-26
 150.7469   2.2640E-25   2.4110E-26
 151.4351   2.2543E-25   2.3887E-26
 152.1264   2.2445E-25   2.3665E-26
 152.8208   2.2345E-25   2.3446E-26
 153.5185   2.2244E-25   2.3228E-26
 154.2193   2.2142E-25   2.3013E-26
 154.9233   2.2039E-25   2.2800E-26
 155.6305   2.1934E-25   2.2588E-26
 156.3409   2.1827E-25   2.2379E-26
 157.0546   2.1719E-25   2.2171E-26
 157.7716   2.1610E-25   2.1966E-26
 158.4918   2.1499E-25   2.1763E-26
 159.2153   2.1387E-25   2.1561E-26
 159.9421   2.1274E-25   2.1361E-26
 160.6722   2.1160E-25   2.1163E-26
 161.4057   2.1045E-25   2.0968E-26
 162.1425   2.0928E-25   2.0773E-26
 162.8827   2.0811E-25   2.0581E-26
 163.6263   2.0692E-25   2.0391E-26
 164.3732   2.0572E-25   2.0202E-26
 165.1236   2.0452E-25   2.0015E-26
 165.8773   2.0330E-25   1.9830E-26
 166.6346   2.0207E-25   1.9646E-26
 167.3953   2.0084E-25   1.9464E-26
 168.1594   1.9960E-25   1.9284E-26
 168.9270   1.9835E-25   1.9106E-26
 169.6982   1.9709E-25   1.8929E-26
 170.4729   1.9582E-25   1.8754E-26
 171.2511   1.9455E-25   1.8581E-26
 172.0328   1.9327E-25   1.8409E-26
 172.8181   1.9198E-25   1.8239E-26
 173.6071   1.9069E-25   1.8070E-26
 174.3996   1.8939E-25   1.7903E-26
 175.1957   1.8808E-25   1.7738E-26
 175.9955   1.8679E-25   1.7574E-26
 176.7989   1.8547E-25   1.7412E-26
 177.6060   1.8416E-25   1.7252E-26
 178.4167   1.8283E-25   1.7092E-26
 179.2312   1.8151E-25   1.6935E-26
 180.0494   1.8018E-25   1.6778E-26
 180.8713   1.7884E-25   1.6624E-26
 181.6970   1.7750E-25   1.6470E-26
 182.5264   1.7616E-25   1.6319E-26
 183.3596   1.7481E-25   1.6168E-26
 184.1967   1.7347E-25   1.6019E-26
 185.0375   1.7211E-25   1.5871E-26
 185.8822   1.7076E-25   1.5725E-26
 186.7307   1.6941E-25   1.5580E-26
 187.5832   1.6805E-25   1.5437E-26
 188.4395   1.6669E-25   1.5294E-26
 189.2997   1.6533E-25   1.5153E-26
 190.1638   1.6397E-25   1.5014E-26
 191.0319   1.6261E-25   1.4875E-26
 191.9040   1.6126E-25   1.4738E-26
 192.7800   1.5990E-25   1.4603E-26
 193.6601   1.5854E-25   1.4468E-26
 194.5441   1.5718E-25   1.4335E-26
 195.4322   1.5582E-25   1.4203E-26
 196.3243   1.5446E-25   1.4072E-26
 197.2206   1.5310E-25   1.3943E-26
 198.1209   1.5175E-25   1.3814E-26
 199.0253   1.5041E-25   1.3687E-26
 199.9338   1.4907E-25   1.3561E-26
 200.8465   1.4772E-25   1.3436E-26
 201.7634   1.4637E-25   1.3313E-26
 202.6844   1.4502E-25   1.3190E-26
 203.6097   1.4367E-25   1.3068E-26
 204.5391   1.4233E-25   1.2948E-26
 205.4729   1.4099E-25   1.2829E-26
 206.4108   1.3965E-25   1.2710E-26
 207.3531   1.3832E-25   1.2593E-26
 208.2997   1.3699E-25   1.2477E-26
 209.2505   1.3566E-25   1.2362E-26
 210.2058   1.3434E-25   1.2247E-26
 211.1653   1.3302E-25   1.2134E-26
 212.1293   1.3170E-25   1.2022E-26
 213.0977   1.3039E-25   1.1911E-26
 214.0704   1.2908E-25   1.1801E-26
 215.0477   1.2778E-25   1.1692E-26
 216.0294   1.2648E-25   1.1584E-26
 217.0155   1.2519E-25   1.1477E-26
 218.0062   1.2390E-25   1.1371E-26
 219.0014   1.2262E-25   1.1265E-26
 220.0011   1.2134E-25   1.1161E-26
 221.0054   1.2007E-25   1.1058E-26
 222.0143   1.1881E-25   1.0956E-26
 223.0278   1.1755E-25   1.0854E-26
 224.0459   1.1629E-25   1.0754E-26
 225.0687   1.1505E-25   1.0654E-26
 226.0961   1.1382E-25   1.0556E-26
 227.1282   1.1259E-25   1.0458E-26
 228.1651   1.1136E-25   1.0361E-26
 229.2066   1.1013E-25   1.0265E-26
 230.2529   1.0891E-25   1.0169E-26
 231.3040   1.0769E-25   1.0074E-26
 232.3599   1.0648E-25   9.9800E-27
 233.4206   1.0528E-25   9.8865E-27
 234.4862   1.0408E-25   9.7937E-27
 235.5566   1.0289E-25   9.7016E-27
 236.6319   1.0170E-25   9.6103E-27
 237.7122   1.0052E-25   9.5195E-27
 238.7973   9.9339E-26   9.4295E-27
 239.8874   9.8168E-26   9.3402E-27
 240.9825   9.7005E-26   9.2515E-27
 242.0826   9.5848E-26   9.1635E-27
 243.1877   9.4698E-26   9.0762E-27
 244.2978   9.3554E-26   8.9895E-27
 245.4130   9.2420E-26   8.9035E-27
 246.5333   9.1290E-26   8.8182E-27
 247.6587   9.0167E-26   8.7335E-27
 248.7893   8.9055E-26   8.6494E-27
 249.9250   8.7949E-26   8.5661E-27
 251.0659   8.6796E-26   8.4783E-27
 252.2120   8.5646E-26   8.3907E-27
 253.3634   8.4505E-26   8.3036E-27
 254.5199   8.3370E-26   8.2171E-27
 255.6818   8.2253E-26   8.1312E-27
 256.8490   8.1132E-26   8.0458E-27
 258.0215   8.0024E-26   7.9609E-27
 259.1994   7.8918E-26   7.8767E-27
 260.3826   7.7820E-26   7.7929E-27
 261.5712   7.6730E-26   7.7098E-27
 262.7653   7.5648E-26   7.6271E-27
 263.9648   7.4574E-26   7.5451E-27
 265.1698   7.3508E-26   7.4636E-27
 266.3803   7.2450E-26   7.3826E-27
 267.5963   7.1402E-26   7.3022E-27
 268.8179   7.0365E-26   7.2223E-27
 270.0450   6.9332E-26   7.1429E-27
 271.2778   6.8308E-26   7.0641E-27
 272.5162   6.7295E-26   6.9859E-27
 273.7602   6.6288E-26   6.9082E-27
 275.0099   6.5290E-26   6.8311E-27
 276.2653   6.4341E-26   6.7586E-27
 277.5265   6.3406E-26   6.6869E-27
 278.7934   6.2479E-26   6.6161E-27
 280.0660   6.1563E-26   6.5461E-27
 281.3445   6.0658E-26   6.4770E-27
 282.6289   5.9765E-26   6.4087E-27
 283.9190   5.8882E-26   6.3412E-27
 285.2151   5.8013E-26   6.2745E-27
 286.5171   5.7153E-26   6.2086E-27
 287.8251   5.6315E-26   6.1434E-27
 289.1390   5.5477E-26   6.0790E-27
 290.4589   5.4650E-26   6.0154E-27
 291.7848   5.3832E-26   5.9526E-27
 293.1168   5.3030E-26   5.8905E-27
 294.4549   5.2233E-26   5.8291E-27
 295.7991   5.1447E-26   5.7684E-27
 297.1494   5.0671E-26   5.7084E-27
 298.5059   4.9905E-26   5.6492E-27
 299.8685   4.9149E-26   5.5906E-27
 301.2374   4.8405E-26   5.5329E-27
 302.6126   4.7674E-26   5.4759E-27
 303.9940   4.6949E-26   5.4196E-27
 305.3817   4.6239E-26   5.3640E-27
 306.7758   4.5533E-26   5.3089E-27
 308.1762   4.4837E-26   5.2546E-27
 309.5830   4.4155E-26   5.2008E-27
 310.9962   4.3478E-26   5.1477E-27
 312.4159   4.2809E-26   5.0952E-27
 313.8421   4.2150E-26   5.0433E-27
 315.2748   4.1500E-26   4.9920E-27
 316.7140   4.0859E-26   4.9413E-27
 318.1598   4.0226E-26   4.8912E-27
 319.6122   3.9603E-26   4.8417E-27
 321.0712   3.8987E-26   4.7927E-27
 322.5369   3.8380E-26   4.7443E-27
 324.0092   3.7784E-26   4.6965E-27
 325.4883   3.7204E-26   4.6492E-27
 326.9742   3.6622E-26   4.6024E-27
 328.4668   3.6048E-26   4.5562E-27
 329.9662   3.5483E-26   4.5105E-27
 331.4725   3.4930E-26   4.4654E-27
 332.9857   3.4380E-26   4.4207E-27
 334.5057   3.3841E-26   4.3766E-27
 336.0328   3.3307E-26   4.3330E-27
 337.5667   3.2780E-26   4.2898E-27
 339.1077   3.2261E-26   4.2472E-27
 340.6557   3.1749E-26   4.2051E-27
 342.2108   3.1244E-26   4.1634E-27
 343.7730   3.0747E-26   4.1222E-27
 345.3423   3.0262E-26   4.0815E-27
 346.9188   2.9781E-26   4.0412E-27
 348.5025   2.9307E-26   4.0014E-27
 350.0934   2.8837E-26   3.9620E-27
 351.6915   2.8374E-26   3.9230E-27
 353.2970   2.7919E-26   3.8845E-27
 354.9098   2.7469E-26   3.8464E-27
 356.5299   2.7027E-26   3.8087E-27
 358.1575   2.6591E-26   3.7714E-27
 359.7925   2.6162E-26   3.7346E-27
 361.4349   2.5739E-26   3.6981E-27
 363.0848   2.5321E-26   3.6621E-27
 364.7423   2.4911E-26   3.6265E-27
 366.4073   2.4514E-26   3.5913E-27
 368.0800   2.4117E-26   3.5565E-27
 369.7603   2.3724E-26   3.5220E-27
 371.4482   2.3340E-26   3.4880E-27
 373.1438   2.2959E-26   3.4543E-27
 374.8472   2.2587E-26   3.4210E-27
 376.5584   2.2218E-26   3.3880E-27
 378.2774   2.1854E-26   3.3555E-27
 380.0042   2.1496E-26   3.3233E-27
 381.7389   2.1143E-26   3.2914E-27
 383.4815   2.0795E-26   3.2599E-27
 385.2321   2.0456E-26   3.2288E-27
 386.9907   2.0119E-26   3.1980E-27
 388.7573   1.9787E-26   3.1675E-27
 390.5320   1.9460E-26   3.1374E-27
 392.3147   1.9138E-26   3.1076E-27
 394.1056   1.8823E-26   3.0781E-27
 395.9047   1.8513E-26   3.0489E-27
 397.7120   1.8205E-26   3.0201E-27
 399.5275   1.7903E-26   2.9916E-27
 401.3514   1.7606E-26   2.9634E-27
 403.1835   1.7313E-26   2.9356E-27
 405.0241   1.7025E-26   2.9080E-27
 406.8730   1.6741E-26   2.8808E-27
 408.7303   1.6462E-26   2.8539E-27
 410.5962   1.6190E-26   2.8272E-27
 412.4705   1.5924E-26   2.8008E-27
 414.3535   1.5658E-26   2.7748E-27
 416.2450   1.5396E-26   2.7490E-27
 418.1451   1.5139E-26   2.7235E-27
 420.0539   1.4885E-26   2.6982E-27
 421.9715   1.4635E-26   2.6733E-27
 423.8977   1.4391E-26   2.6486E-27
 425.8328   1.4149E-26   2.6241E-27
 427.7767   1.3911E-26   2.6000E-27
 429.7295   1.3680E-26   2.5761E-27
 431.6912   1.3449E-26   2.5525E-27
 433.6619   1.3222E-26   2.5291E-27
 435.6415   1.2999E-26   2.5059E-27
 437.6302   1.2779E-26   2.4831E-27
 439.6280   1.2563E-26   2.4604E-27
 441.6349   1.2350E-26   2.4380E-27
 443.6509   1.2141E-26   2.4159E-27
 445.6762   1.1936E-26   2.3939E-27
 447.7107   1.1734E-26   2.3723E-27
 449.7545   1.1535E-26   2.3508E-27
 451.8076   1.1339E-26   2.3295E-27
 453.8701   1.1146E-26   2.3085E-27
 455.9420   1.0958E-26   2.2877E-27
 458.0233   1.0771E-26   2.2671E-27
