#
# Draine & Li IR Dust Emission
# "small" graphitic/PAH grains (a<250A)
#
# lambda - wavelength in microns
# PAHs - PAH IR emission per H column (erg s^-1 H^-1)
# sigPAHs - PAH exinction cross section
# smGra - small graphitic grain IR emission per H column (erg s^-1 H^-1)
# sigGra - small graphitic grain exinction cross section
# 
lambda      PAHs         sigPAHs      smGra        sigGra    
 332.9857   6.1378E-27   5.2373E-28   1.3677E-26   8.7633E-28
 334.5057   6.0374E-27   5.1916E-28   1.3458E-26   8.6853E-28
 336.0328   5.9386E-27   5.1463E-28   1.3241E-26   8.6080E-28
 337.5667   5.8412E-27   5.1014E-28   1.3027E-26   8.5314E-28
 339.1077   5.7452E-27   5.0569E-28   1.2817E-26   8.4554E-28
 340.6557   5.6507E-27   5.0128E-28   1.2609E-26   8.3802E-28
 342.2108   5.5595E-27   4.9690E-28   1.2405E-26   8.3056E-28
 343.7730   5.4677E-27   4.9257E-28   1.2203E-26   8.2316E-28
 345.3423   5.3774E-27   4.8827E-28   1.2004E-26   8.1583E-28
 346.9188   5.2884E-27   4.8401E-28   1.1808E-26   8.0857E-28
 348.5025   5.2007E-27   4.7979E-28   1.1615E-26   8.0137E-28
 350.0934   5.1144E-27   4.7560E-28   1.1424E-26   7.9423E-28
 351.6915   5.0294E-27   4.7145E-28   1.1237E-26   7.8716E-28
 353.2970   4.9457E-27   4.6734E-28   1.1052E-26   7.8015E-28
 354.9098   4.8632E-27   4.6327E-28   1.0870E-26   7.7320E-28
 356.5299   4.7820E-27   4.5923E-28   1.0690E-26   7.6631E-28
 358.1575   4.7021E-27   4.5522E-28   1.0513E-26   7.5949E-28
 359.7925   4.6233E-27   4.5125E-28   1.0339E-26   7.5272E-28
 361.4349   4.5458E-27   4.4732E-28   1.0167E-26   7.4602E-28
 363.0848   4.4695E-27   4.4342E-28   9.9978E-27   7.3937E-28
 364.7423   4.3943E-27   4.3956E-28   9.8310E-27   7.3279E-28
 366.4073   4.3204E-27   4.3572E-28   9.6668E-27   7.2626E-28
 368.0800   4.2476E-27   4.3193E-28   9.5050E-27   7.1979E-28
 369.7603   4.1759E-27   4.2816E-28   9.3456E-27   7.1338E-28
 371.4482   4.1053E-27   4.2443E-28   9.1886E-27   7.0702E-28
 373.1438   4.0360E-27   4.2073E-28   9.0341E-27   7.0072E-28
 374.8472   3.9676E-27   4.1707E-28   8.8818E-27   6.9447E-28
 376.5584   3.9002E-27   4.1343E-28   8.7318E-27   6.8829E-28
 378.2774   3.8344E-27   4.0983E-28   8.5841E-27   6.8215E-28
 380.0042   3.7691E-27   4.0626E-28   8.4386E-27   6.7607E-28
 381.7389   3.7049E-27   4.0272E-28   8.2954E-27   6.7005E-28
 383.4815   3.6416E-27   3.9921E-28   8.1543E-27   6.6407E-28
 385.2321   3.5794E-27   3.9574E-28   8.0154E-27   6.5816E-28
 386.9907   3.5182E-27   3.9229E-28   7.8787E-27   6.5229E-28
 388.7573   3.4579E-27   3.8887E-28   7.7440E-27   6.4647E-28
 390.5320   3.3985E-27   3.8549E-28   7.6114E-27   6.4071E-28
 392.3147   3.3402E-27   3.8213E-28   7.4809E-27   6.3500E-28
 394.1056   3.2827E-27   3.7880E-28   7.3525E-27   6.2934E-28
 395.9047   3.2262E-27   3.7550E-28   7.2260E-27   6.2373E-28
 397.7120   3.1705E-27   3.7223E-28   7.1015E-27   6.1816E-28
 399.5275   3.1158E-27   3.6899E-28   6.9789E-27   6.1265E-28
 401.3514   3.0619E-27   3.6578E-28   6.8583E-27   6.0719E-28
 403.1835   3.0089E-27   3.6259E-28   6.7395E-27   6.0177E-28
 405.0241   2.9567E-27   3.5944E-28   6.6227E-27   5.9641E-28
 406.8730   2.9054E-27   3.5631E-28   6.5076E-27   5.9109E-28
 408.7303   2.8549E-27   3.5321E-28   6.3945E-27   5.8582E-28
 410.5962   2.8053E-27   3.5013E-28   6.2831E-27   5.8059E-28
 412.4705   2.7564E-27   3.4708E-28   6.1734E-27   5.7541E-28
 414.3535   2.7083E-27   3.4406E-28   6.0656E-27   5.7028E-28
 416.2450   2.6611E-27   3.4107E-28   5.9594E-27   5.6519E-28
 418.1451   2.6146E-27   3.3810E-28   5.8550E-27   5.6015E-28
 420.0539   2.5690E-27   3.3516E-28   5.7523E-27   5.5515E-28
 421.9715   2.5239E-27   3.3224E-28   5.6511E-27   5.5020E-28
 423.8977   2.4797E-27   3.2935E-28   5.5517E-27   5.4529E-28
 425.8328   2.4361E-27   3.2648E-28   5.4538E-27   5.4043E-28
 427.7767   2.3933E-27   3.2364E-28   5.3575E-27   5.3560E-28
 429.7295   2.3511E-27   3.2083E-28   5.2628E-27   5.3083E-28
 431.6912   2.3097E-27   3.1804E-28   5.1696E-27   5.2609E-28
 433.6619   2.2689E-27   3.1527E-28   5.0780E-27   5.2139E-28
 435.6415   2.2288E-27   3.1253E-28   4.9878E-27   5.1674E-28
 437.6302   2.1894E-27   3.0981E-28   4.8991E-27   5.1213E-28
 439.6280   2.1506E-27   3.0711E-28   4.8119E-27   5.0756E-28
 441.6349   2.1125E-27   3.0444E-28   4.7261E-27   5.0303E-28
 443.6509   2.0750E-27   3.0179E-28   4.6417E-27   4.9854E-28
 445.6762   2.0381E-27   2.9917E-28   4.5588E-27   4.9409E-28
 447.7107   2.0019E-27   2.9656E-28   4.4772E-27   4.8968E-28
 449.7545   1.9662E-27   2.9398E-28   4.3969E-27   4.8530E-28
 451.8076   1.9312E-27   2.9142E-28   4.3180E-27   4.8097E-28
 453.8701   1.8967E-27   2.8889E-28   4.2404E-27   4.7668E-28
 455.9420   1.8628E-27   2.8638E-28   4.1641E-27   4.7242E-28
 458.0233   1.8295E-27   2.8389E-28   4.0890E-27   4.6820E-28
 460.1142   1.7967E-27   2.8142E-28   4.0153E-27   4.6402E-28
 462.2146   1.7645E-27   2.7897E-28   3.9427E-27   4.5988E-28
 464.3246   1.7328E-27   2.7654E-28   3.8714E-27   4.5577E-28
 466.4442   1.7017E-27   2.7414E-28   3.8013E-27   4.5170E-28
 468.5735   1.6711E-27   2.7175E-28   3.7324E-27   4.4766E-28
 470.7126   1.6410E-27   2.6939E-28   3.6646E-27   4.4366E-28
 472.8613   1.6115E-27   2.6704E-28   3.5980E-27   4.3970E-28
 475.0199   1.5824E-27   2.6472E-28   3.5325E-27   4.3577E-28
 477.1884   1.5538E-27   2.6242E-28   3.4681E-27   4.3188E-28
 479.3667   1.5257E-27   2.6013E-28   3.4048E-27   4.2802E-28
 481.5550   1.4981E-27   2.5787E-28   3.3426E-27   4.2420E-28
 483.7533   1.4710E-27   2.5563E-28   3.2815E-27   4.2041E-28
 485.9616   1.4443E-27   2.5340E-28   3.2214E-27   4.1665E-28
 488.1800   1.4181E-27   2.5120E-28   3.1623E-27   4.1293E-28
 490.4086   1.3923E-27   2.4902E-28   3.1043E-27   4.0924E-28
 492.6473   1.3670E-27   2.4685E-28   3.0472E-27   4.0558E-28
 494.8962   1.3421E-27   2.4470E-28   2.9912E-27   4.0195E-28
 497.1554   1.3176E-27   2.4257E-28   2.9361E-27   3.9836E-28
 499.4249   1.2935E-27   2.4046E-28   2.8819E-27   3.9480E-28
 501.7047   1.2699E-27   2.3837E-28   2.8287E-27   3.9127E-28
 503.9950   1.2467E-27   2.3630E-28   2.7764E-27   3.8777E-28
 506.2957   1.2239E-27   2.3424E-28   2.7250E-27   3.8431E-28
 508.6069   1.2015E-27   2.3220E-28   2.6746E-27   3.8087E-28
 510.9287   1.1794E-27   2.3018E-28   2.6250E-27   3.7746E-28
 513.2611   1.1578E-27   2.2818E-28   2.5762E-27   3.7409E-28
 515.6041   1.1365E-27   2.2619E-28   2.5283E-27   3.7074E-28
 517.9578   1.1156E-27   2.2422E-28   2.4813E-27   3.6743E-28
 520.3223   1.0951E-27   2.2227E-28   2.4351E-27   3.6414E-28
 522.6975   1.0749E-27   2.2034E-28   2.3897E-27   3.6088E-28
 525.0836   1.0551E-27   2.1842E-28   2.3451E-27   3.5766E-28
 527.4806   1.0356E-27   2.1652E-28   2.3013E-27   3.5446E-28
 529.8886   1.0164E-27   2.1464E-28   2.2582E-27   3.5129E-28
 532.3075   9.9763E-28   2.1277E-28   2.2159E-27   3.4814E-28
 534.7374   9.7916E-28   2.1092E-28   2.1744E-27   3.4503E-28
 537.1785   9.6101E-28   2.0908E-28   2.1336E-27   3.4194E-28
 539.6307   9.4319E-28   2.0726E-28   2.0935E-27   3.3888E-28
 542.0941   9.2567E-28   2.0546E-28   2.0542E-27   3.3585E-28
 544.5688   9.0847E-28   2.0367E-28   2.0155E-27   3.3285E-28
 547.0547   8.9157E-28   2.0190E-28   1.9775E-27   3.2987E-28
 549.5520   8.7497E-28   2.0014E-28   1.9402E-27   3.2691E-28
 552.0607   8.5867E-28   1.9840E-28   1.9036E-27   3.2399E-28
 554.5808   8.4265E-28   1.9667E-28   1.8676E-27   3.2109E-28
 557.1124   8.2692E-28   1.9496E-28   1.8323E-27   3.1822E-28
 559.6557   8.1147E-28   1.9326E-28   1.7976E-27   3.1537E-28
 562.2105   7.9630E-28   1.9158E-28   1.7636E-27   3.1254E-28
 564.7769   7.8139E-28   1.8991E-28   1.7301E-27   3.0975E-28
 567.3551   7.6675E-28   1.8826E-28   1.6973E-27   3.0697E-28
 569.9451   7.5238E-28   1.8662E-28   1.6650E-27   3.0422E-28
 572.5469   7.3826E-28   1.8499E-28   1.6333E-27   3.0150E-28
 575.1605   7.2439E-28   1.8338E-28   1.6022E-27   2.9880E-28
 577.7861   7.1078E-28   1.8178E-28   1.5717E-27   2.9613E-28
 580.4237   6.9740E-28   1.8020E-28   1.5417E-27   2.9347E-28
 583.0733   6.8427E-28   1.7863E-28   1.5123E-27   2.9085E-28
 585.7350   6.7138E-28   1.7707E-28   1.4834E-27   2.8824E-28
 588.4089   6.5871E-28   1.7553E-28   1.4550E-27   2.8566E-28
 591.0949   6.4628E-28   1.7400E-28   1.4272E-27   2.8310E-28
 593.7933   6.3407E-28   1.7249E-28   1.3998E-27   2.8056E-28
 596.5039   6.2208E-28   1.7098E-28   1.3730E-27   2.7805E-28
 599.2269   6.1030E-28   1.6949E-28   1.3466E-27   2.7556E-28
 601.9624   5.9874E-28   1.6802E-28   1.3207E-27   2.7309E-28
 604.7103   5.8739E-28   1.6655E-28   1.2953E-27   2.7065E-28
 607.4708   5.7625E-28   1.6510E-28   1.2704E-27   2.6822E-28
 610.2439   5.6531E-28   1.6366E-28   1.2460E-27   2.6582E-28
 613.0296   5.5457E-28   1.6224E-28   1.2219E-27   2.6343E-28
 615.8281   5.4402E-28   1.6082E-28   1.1984E-27   2.6107E-28
 618.6393   5.3367E-28   1.5942E-28   1.1752E-27   2.5873E-28
 621.4634   5.2350E-28   1.5803E-28   1.1525E-27   2.5642E-28
 624.3004   5.1352E-28   1.5665E-28   1.1302E-27   2.5412E-28
 627.1503   5.0373E-28   1.5529E-28   1.1083E-27   2.5184E-28
 630.0132   4.9411E-28   1.5393E-28   1.0869E-27   2.4958E-28
 632.8892   4.8467E-28   1.5259E-28   1.0658E-27   2.4735E-28
 635.7783   4.7540E-28   1.5126E-28   1.0451E-27   2.4513E-28
 638.6806   4.6631E-28   1.4994E-28   1.0248E-27   2.4293E-28
 641.5962   4.5738E-28   1.4864E-28   1.0049E-27   2.4075E-28
 644.5250   4.4861E-28   1.4734E-28   9.8536E-28   2.3859E-28
 647.4673   4.4001E-28   1.4605E-28   9.6618E-28   2.3645E-28
 650.4230   4.3156E-28   1.4478E-28   9.4736E-28   2.3433E-28
 653.3921   4.2327E-28   1.4352E-28   9.2889E-28   2.3223E-28
 656.3748   4.1514E-28   1.4227E-28   9.1077E-28   2.3015E-28
 659.3712   4.0715E-28   1.4102E-28   8.9298E-28   2.2809E-28
 662.3812   3.9931E-28   1.3979E-28   8.7554E-28   2.2604E-28
 665.4049   3.9162E-28   1.3857E-28   8.5842E-28   2.2401E-28
 668.4425   3.8407E-28   1.3736E-28   8.4162E-28   2.2200E-28
 671.4939   3.7666E-28   1.3617E-28   8.2514E-28   2.2001E-28
 674.5592   3.6939E-28   1.3498E-28   8.0897E-28   2.1804E-28
 677.6386   3.6225E-28   1.3380E-28   7.9310E-28   2.1608E-28
 680.7320   3.5525E-28   1.3263E-28   7.7754E-28   2.1414E-28
 683.8395   3.4838E-28   1.3147E-28   7.6227E-28   2.1222E-28
 686.9612   3.4163E-28   1.3033E-28   7.4729E-28   2.1032E-28
 690.0972   3.3501E-28   1.2919E-28   7.3259E-28   2.0843E-28
 693.2474   3.2852E-28   1.2806E-28   7.1818E-28   2.0656E-28
 696.4121   3.2214E-28   1.2694E-28   7.0403E-28   2.0471E-28
 699.5912   3.1589E-28   1.2583E-28   6.9016E-28   2.0287E-28
 702.7848   3.0975E-28   1.2473E-28   6.7655E-28   2.0105E-28
 705.9930   3.0373E-28   1.2365E-28   6.6320E-28   1.9924E-28
 709.2158   2.9782E-28   1.2257E-28   6.5010E-28   1.9746E-28
 712.4534   2.9203E-28   1.2149E-28   6.3725E-28   1.9568E-28
 715.7057   2.8634E-28   1.2043E-28   6.2465E-28   1.9393E-28
 718.9729   2.8076E-28   1.1938E-28   6.1229E-28   1.9219E-28
 722.2550   2.7528E-28   1.1834E-28   6.0017E-28   1.9046E-28
 725.5520   2.6991E-28   1.1730E-28   5.8828E-28   1.8875E-28
 728.8642   2.6464E-28   1.1628E-28   5.7662E-28   1.8706E-28
 732.1914   2.5946E-28   1.1526E-28   5.6518E-28   1.8538E-28
 735.5338   2.5439E-28   1.1426E-28   5.5396E-28   1.8371E-28
 738.8915   2.4941E-28   1.1326E-28   5.4296E-28   1.8206E-28
 742.2645   2.4453E-28   1.1227E-28   5.3216E-28   1.8043E-28
 745.6529   2.3974E-28   1.1129E-28   5.2158E-28   1.7881E-28
 749.0568   2.3504E-28   1.1031E-28   5.1120E-28   1.7720E-28
 752.4762   2.3043E-28   1.0935E-28   5.0102E-28   1.7561E-28
 755.9113   2.2591E-28   1.0839E-28   4.9104E-28   1.7403E-28
 759.3620   2.2147E-28   1.0744E-28   4.8125E-28   1.7247E-28
 762.8285   2.1712E-28   1.0650E-28   4.7165E-28   1.7092E-28
 766.3107   2.1285E-28   1.0557E-28   4.6224E-28   1.6938E-28
 769.8089   2.0866E-28   1.0465E-28   4.5301E-28   1.6786E-28
 773.3231   2.0455E-28   1.0373E-28   4.4396E-28   1.6635E-28
 776.8533   2.0052E-28   1.0283E-28   4.3508E-28   1.6486E-28
 780.3996   1.9657E-28   1.0193E-28   4.2638E-28   1.6338E-28
 783.9621   1.9269E-28   1.0103E-28   4.1784E-28   1.6191E-28
 787.5408   1.8889E-28   1.0015E-28   4.0947E-28   1.6046E-28
 791.1359   1.8516E-28   9.9274E-29   4.0127E-28   1.5901E-28
 794.7475   1.8150E-28   9.8405E-29   3.9322E-28   1.5758E-28
 798.3755   1.7792E-28   9.7543E-29   3.8534E-28   1.5617E-28
 802.0200   1.7440E-28   9.6689E-29   3.7760E-28   1.5476E-28
 805.6812   1.7095E-28   9.5843E-29   3.7002E-28   1.5337E-28
 809.3591   1.6756E-28   9.5004E-29   3.6258E-28   1.5199E-28
 813.0538   1.6424E-28   9.4172E-29   3.5529E-28   1.5063E-28
 816.7654   1.6099E-28   9.3347E-29   3.4815E-28   1.4927E-28
 820.4939   1.5779E-28   9.2529E-29   3.4114E-28   1.4793E-28
 824.2394   1.5466E-28   9.1719E-29   3.3427E-28   1.4660E-28
 828.0020   1.5159E-28   9.0915E-29   3.2754E-28   1.4528E-28
 831.7818   1.4858E-28   9.0119E-29   3.2094E-28   1.4398E-28
 835.5789   1.4563E-28   8.9329E-29   3.1447E-28   1.4268E-28
 839.3933   1.4273E-28   8.8547E-29   3.0812E-28   1.4140E-28
 843.2251   1.3989E-28   8.7771E-29   3.0190E-28   1.4013E-28
 847.0744   1.3711E-28   8.7002E-29   2.9581E-28   1.3887E-28
 850.9413   1.3438E-28   8.6239E-29   2.8983E-28   1.3762E-28
 854.8258   1.3170E-28   8.5483E-29   2.8397E-28   1.3638E-28
 858.7280   1.2907E-28   8.4734E-29   2.7823E-28   1.3515E-28
 862.6481   1.2650E-28   8.3991E-29   2.7260E-28   1.3394E-28
 866.5861   1.2397E-28   8.3254E-29   2.6708E-28   1.3273E-28
 870.5420   1.2150E-28   8.2524E-29   2.6167E-28   1.3154E-28
 874.5160   1.1907E-28   8.1801E-29   2.5637E-28   1.3036E-28
 878.5081   1.1669E-28   8.1083E-29   2.5117E-28   1.2918E-28
 882.5185   1.1436E-28   8.0372E-29   2.4608E-28   1.2802E-28
 886.5472   1.1207E-28   7.9667E-29   2.4109E-28   1.2687E-28
 890.5942   1.0983E-28   7.8968E-29   2.3620E-28   1.2573E-28
 894.6598   1.0763E-28   7.8275E-29   2.3140E-28   1.2460E-28
 898.7439   1.0547E-28   7.7589E-29   2.2670E-28   1.2348E-28
 902.8466   1.0336E-28   7.6908E-29   2.2209E-28   1.2236E-28
 906.9681   1.0129E-28   7.6233E-29   2.1758E-28   1.2126E-28
 911.1083   9.9256E-29   7.5564E-29   2.1315E-28   1.2017E-28
 915.2675   9.7265E-29   7.4901E-29   2.0881E-28   1.1909E-28
 919.4457   9.5312E-29   7.4243E-29   2.0456E-28   1.1802E-28
 923.6429   9.3397E-29   7.3591E-29   2.0040E-28   1.1696E-28
 927.8593   9.1521E-29   7.2945E-29   1.9632E-28   1.1590E-28
 932.0950   8.9681E-29   7.2305E-29   1.9231E-28   1.1486E-28
 936.3500   8.7877E-29   7.1670E-29   1.8839E-28   1.1383E-28
 940.6244   8.6109E-29   7.1040E-29   1.8455E-28   1.1280E-28
 944.9183   8.4376E-29   7.0416E-29   1.8079E-28   1.1179E-28
 949.2318   8.2677E-29   6.9798E-29   1.7710E-28   1.1078E-28
 953.5650   8.1012E-29   6.9185E-29   1.7348E-28   1.0978E-28
 957.9180   7.9379E-29   6.8577E-29   1.6994E-28   1.0879E-28
 962.2909   7.7779E-29   6.7975E-29   1.6646E-28   1.0781E-28
 966.6837   7.6210E-29   6.7377E-29   1.6306E-28   1.0684E-28
 971.0966   7.4672E-29   6.6785E-29   1.5973E-28   1.0588E-28
 975.5296   7.3165E-29   6.6198E-29   1.5646E-28   1.0493E-28
 979.9829   7.1688E-29   6.5617E-29   1.5326E-28   1.0398E-28
 984.4565   7.0240E-29   6.5040E-29   1.5012E-28   1.0304E-28
 988.9505   6.8820E-29   6.4468E-29   1.4705E-28   1.0212E-28
 993.4650   6.7429E-29   6.3901E-29   1.4404E-28   1.0120E-28
 998.0002   6.6066E-29   6.3340E-29   1.4109E-28   1.0029E-28
1002.5560   6.4729E-29   6.2783E-29   1.3819E-28   9.9382E-29
1007.1326   6.3419E-29   6.2231E-29   1.3536E-28   9.8487E-29
1011.7302   6.2135E-29   6.1683E-29   1.3259E-28   9.7599E-29
1016.3487   6.0877E-29   6.1141E-29   1.2987E-28   9.6720E-29
1020.9883   5.9644E-29   6.0603E-29   1.2720E-28   9.5849E-29
1025.6491   5.8435E-29   6.0070E-29   1.2459E-28   9.4985E-29
1030.3311   5.7251E-29   5.9542E-29   1.2203E-28   9.4129E-29
1035.0345   5.6090E-29   5.9018E-29   1.1952E-28   9.3281E-29
1039.7594   5.4952E-29   5.8498E-29   1.1707E-28   9.2440E-29
1044.5059   5.3837E-29   5.7984E-29   1.1466E-28   9.1607E-29
1049.2740   5.2744E-29   5.7473E-29   1.1231E-28   9.0782E-29
1054.0640   5.1673E-29   5.6968E-29   1.1000E-28   8.9963E-29
1058.8757   5.0623E-29   5.6466E-29   1.0773E-28   8.9153E-29
1063.7095   4.9595E-29   5.5969E-29   1.0552E-28   8.8349E-29
1068.5653   4.8587E-29   5.5477E-29   1.0335E-28   8.7553E-29
1073.4432   4.7599E-29   5.4988E-29   1.0122E-28   8.6763E-29
1078.3435   4.6631E-29   5.4504E-29   9.9135E-29   8.5981E-29
1083.2661   4.5682E-29   5.4024E-29   9.7094E-29   8.5206E-29
1088.2111   4.4753E-29   5.3548E-29   9.5094E-29   8.4438E-29
1093.1788   4.3842E-29   5.3077E-29   9.3134E-29   8.3677E-29
1098.1691   4.2949E-29   5.2609E-29   9.1215E-29   8.2922E-29
1103.1822   4.2075E-29   5.2146E-29   8.9335E-29   8.2175E-29
1108.2182   4.1217E-29   5.1687E-29   8.7493E-29   8.1434E-29
1113.2772   4.0378E-29   5.1232E-29   8.5688E-29   8.0700E-29
1118.3593   3.9555E-29   5.0780E-29   8.3921E-29   7.9972E-29
1123.4645   3.8748E-29   5.0333E-29   8.2189E-29   7.9251E-29
1128.5931   3.7958E-29   4.9889E-29   8.0493E-29   7.8536E-29
1133.7451   3.7184E-29   4.9450E-29   7.8832E-29   7.7828E-29
1138.9206   3.6425E-29   4.9014E-29   7.7204E-29   7.7126E-29
1144.1198   3.5682E-29   4.8582E-29   7.5610E-29   7.6430E-29
1149.3426   3.4953E-29   4.8154E-29   7.4048E-29   7.5741E-29
1154.5893   3.4240E-29   4.7730E-29   7.2519E-29   7.5058E-29
1159.8600   3.3541E-29   4.7309E-29   7.1020E-29   7.4381E-29
1165.1547   3.2855E-29   4.6892E-29   6.9553E-29   7.3710E-29
1170.4736   3.2184E-29   4.6479E-29   6.8115E-29   7.3045E-29
1175.8168   3.1526E-29   4.6069E-29   6.6707E-29   7.2386E-29
1181.1844   3.0882E-29   4.5663E-29   6.5328E-29   7.1733E-29
1186.5764   3.0251E-29   4.5260E-29   6.3977E-29   7.1086E-29
1191.9931   2.9632E-29   4.4861E-29   6.2653E-29   7.0445E-29
1197.4345   2.9026E-29   4.4466E-29   6.1357E-29   6.9809E-29
1202.9008   2.8432E-29   4.4074E-29   6.0088E-29   6.9179E-29
1208.3920   2.7850E-29   4.3685E-29   5.8844E-29   6.8555E-29
1213.9083   2.7280E-29   4.3300E-29   5.7627E-29   6.7937E-29
1219.4497   2.6722E-29   4.2918E-29   5.6434E-29   6.7324E-29
1225.0165   2.6175E-29   4.2540E-29   5.5266E-29   6.6716E-29
1230.6086   2.5639E-29   4.2164E-29   5.4121E-29   6.6114E-29
1236.2263   2.5114E-29   4.1792E-29   5.3001E-29   6.5517E-29
1241.8697   2.4600E-29   4.1424E-29   5.1903E-29   6.4926E-29
1247.5388   2.4096E-29   4.1059E-29   5.0828E-29   6.4340E-29
1253.2337   2.3602E-29   4.0696E-29   4.9775E-29   6.3760E-29
1258.9547   2.3118E-29   4.0337E-29   4.8744E-29   6.3184E-29
1264.7018   2.2644E-29   3.9981E-29   4.7734E-29   6.2614E-29
1270.4751   2.2180E-29   3.9629E-29   4.6744E-29   6.2049E-29
1276.2748   2.1725E-29   3.9279E-29   4.5776E-29   6.1489E-29
1282.1009   2.1280E-29   3.8933E-29   4.4827E-29   6.0934E-29
1287.9537   2.0843E-29   3.8589E-29   4.3898E-29   6.0384E-29
1293.8332   2.0416E-29   3.8249E-29   4.2988E-29   5.9839E-29
1299.7395   1.9997E-29   3.7911E-29   4.2096E-29   5.9298E-29
1305.6727   1.9587E-29   3.7576E-29   4.1223E-29   5.8763E-29
1311.6331   1.9185E-29   3.7245E-29   4.0368E-29   5.8233E-29
1317.6207   1.8791E-29   3.6916E-29   3.9531E-29   5.7707E-29
1323.6356   1.8405E-29   3.6590E-29   3.8711E-29   5.7186E-29
1329.6779   1.8028E-29   3.6267E-29   3.7908E-29   5.6670E-29
1335.7478   1.7657E-29   3.5947E-29   3.7122E-29   5.6158E-29
1341.8455   1.7295E-29   3.5630E-29   3.6352E-29   5.5651E-29
1347.9710   1.6940E-29   3.5315E-29   3.5598E-29   5.5148E-29
1354.1244   1.6592E-29   3.5004E-29   3.4859E-29   5.4650E-29
1360.3060   1.6251E-29   3.4695E-29   3.4136E-29   5.4157E-29
1366.5157   1.5917E-29   3.4388E-29   3.3427E-29   5.3668E-29
1372.7538   1.5590E-29   3.4085E-29   3.2734E-29   5.3183E-29
1379.0204   1.5270E-29   3.3784E-29   3.2055E-29   5.2703E-29
1385.3156   1.4956E-29   3.3486E-29   3.1389E-29   5.2227E-29
1391.6395   1.4649E-29   3.3190E-29   3.0738E-29   5.1755E-29
1397.9923   1.4348E-29   3.2897E-29   3.0100E-29   5.1288E-29
1404.3741   1.4053E-29   3.2606E-29   2.9475E-29   5.0824E-29
1410.7850   1.3764E-29   3.2318E-29   2.8863E-29   5.0365E-29
1417.2252   1.3481E-29   3.2033E-29   2.8264E-29   4.9911E-29
1423.6948   1.3204E-29   3.1750E-29   2.7677E-29   4.9460E-29
1430.1939   1.2933E-29   3.1470E-29   2.7103E-29   4.9013E-29
1436.7227   1.2667E-29   3.1192E-29   2.6540E-29   4.8570E-29
1443.2813   1.2406E-29   3.0916E-29   2.5989E-29   4.8131E-29
1449.8698   1.2151E-29   3.0643E-29   2.5450E-29   4.7697E-29
1456.4884   1.1901E-29   3.0373E-29   2.4921E-29   4.7266E-29
1463.1373   1.1657E-29   3.0104E-29   2.4404E-29   4.6839E-29
1469.8164   1.1417E-29   2.9839E-29   2.3897E-29   4.6416E-29
1476.5261   1.1182E-29   2.9575E-29   2.3401E-29   4.5996E-29
1483.2664   1.0952E-29   2.9314E-29   2.2916E-29   4.5581E-29
1490.0375   1.0727E-29   2.9055E-29   2.2440E-29   4.5169E-29
1496.8394   1.0506E-29   2.8798E-29   2.1974E-29   4.4761E-29
1503.6725   1.0290E-29   2.8544E-29   2.1518E-29   4.4356E-29
1510.5367   1.0079E-29   2.8292E-29   2.1071E-29   4.3955E-29
1517.4322   9.8714E-30   2.8042E-29   2.0634E-29   4.3558E-29
1524.3593   9.6683E-30   2.7794E-29   2.0205E-29   4.3165E-29
1531.3179   9.4695E-30   2.7548E-29   1.9786E-29   4.2775E-29
1538.3083   9.2747E-30   2.7305E-29   1.9375E-29   4.2388E-29
1545.3307   9.0839E-30   2.7064E-29   1.8973E-29   4.2005E-29
1552.3850   8.8971E-30   2.6825E-29   1.8579E-29   4.1625E-29
1559.4716   8.7140E-30   2.6588E-29   1.8194E-29   4.1249E-29
1566.5906   8.5348E-30   2.6353E-29   1.7816E-29   4.0876E-29
1573.7420   8.3592E-30   2.6120E-29   1.7446E-29   4.0507E-29
1580.9261   8.1873E-30   2.5889E-29   1.7084E-29   4.0141E-29
1588.1430   8.0189E-30   2.5660E-29   1.6730E-29   3.9778E-29
1595.3928   7.8540E-30   2.5434E-29   1.6383E-29   3.9418E-29
1602.6757   7.6924E-30   2.5209E-29   1.6043E-29   3.9062E-29
1609.9919   7.5342E-30   2.4986E-29   1.5710E-29   3.8709E-29
1617.3414   7.3792E-30   2.4766E-29   1.5384E-29   3.8359E-29
1624.7245   7.2275E-30   2.4547E-29   1.5065E-29   3.8012E-29
1632.1414   7.0788E-30   2.4330E-29   1.4752E-29   3.7669E-29
1639.5920   6.9333E-30   2.4115E-29   1.4446E-29   3.7328E-29
1647.0767   6.7907E-30   2.3902E-29   1.4147E-29   3.6991E-29
1654.5956   6.6510E-30   2.3691E-29   1.3853E-29   3.6656E-29
1662.1488   6.5143E-30   2.3481E-29   1.3566E-29   3.6325E-29
1669.7364   6.3803E-30   2.3274E-29   1.3285E-29   3.5996E-29
1677.3587   6.2492E-30   2.3068E-29   1.3009E-29   3.5671E-29
1685.0158   6.1207E-30   2.2865E-29   1.2740E-29   3.5348E-29
1692.7078   5.9948E-30   2.2663E-29   1.2475E-29   3.5029E-29
1700.4350   5.8716E-30   2.2462E-29   1.2217E-29   3.4712E-29
1708.1974   5.7509E-30   2.2264E-29   1.1964E-29   3.4398E-29
1715.9953   5.6327E-30   2.2067E-29   1.1716E-29   3.4087E-29
1723.8288   5.5169E-30   2.1872E-29   1.1473E-29   3.3779E-29
1731.6980   5.4035E-30   2.1679E-29   1.1235E-29   3.3474E-29
